interval,event,switch,switch_name,port,target_type,target_index,flow_id,source_terminal,destination_terminal,creation_interval,age_intervals,capacity_gbit,queued_before_gbit,send_gbit,remaining_after_gbit,dropped_gbit
1,stage_arrival,60,S44,0,switch,18,50442,121,0,0,1,203.923,0,0,59.4573,0
1,stage_arrival,57,S47,1,switch,50,50443,114,0,0,1,259.289,0,0,100,0
1,stage_arrival,23,S39,1,switch,56,50441,46,0,0,1,105.799,0,0,100,0
1,stage_arrival,42,S20,2,switch,3,50440,84,0,0,1,251.806,0,0,59.5288,0
1,allocate_send_arrival,57,S47,1,switch,50,50443,114,0,0,1,259.289,0,100,0,0
1,allocate_send_arrival,60,S44,0,switch,18,50442,121,0,0,1,203.923,0,59.4573,0,0
1,allocate_send_arrival,23,S39,1,switch,56,50441,46,0,0,1,105.799,0,100,0,0
1,allocate_send_arrival,42,S20,2,switch,3,50440,84,0,0,1,251.806,0,59.5288,0,0
2,stage_arrival,50,S38,2,switch,4,50443,114,0,0,2,290.506,0,0,100,0
2,stage_arrival,42,S20,2,switch,3,50440,84,0,0,2,251.806,0,0,59.5645,0
2,stage_arrival,3,S27,0,switch,0,50440,84,0,0,2,119.129,0,0,59.5288,0
2,stage_arrival,60,S44,0,switch,18,50442,121,0,0,2,203.923,0,0,59.5645,0
2,stage_arrival,18,S43,0,switch,38,50442,121,0,0,2,157.659,0,0,59.4573,0
2,stage_arrival,23,S39,1,switch,56,50441,46,0,0,2,105.799,0,0,100,0
2,stage_arrival,56,S36,2,switch,4,50441,46,0,0,2,112.305,0,0,100,0
2,stage_arrival,57,S47,1,switch,50,50443,114,0,0,2,259.289,0,0,100,0
2,allocate_send_arrival,56,S36,2,switch,4,50441,46,0,0,2,112.305,0,100,0,0
2,allocate_send_arrival,42,S20,2,switch,3,50440,84,0,0,2,251.806,0,59.5645,0,0
2,allocate_send_arrival,60,S44,0,switch,18,50442,121,0,0,2,203.923,0,59.5645,0,0
2,allocate_send_arrival,57,S47,1,switch,50,50443,114,0,0,2,259.289,0,100,0,0
2,allocate_send_arrival,23,S39,1,switch,56,50441,46,0,0,2,105.799,0,100,0,0
2,allocate_send_arrival,3,S27,0,switch,0,50440,84,0,0,2,119.129,0,59.5288,0,0
2,allocate_send_arrival,18,S43,0,switch,38,50442,121,0,0,2,157.659,0,59.4573,0,0
2,allocate_send_arrival,50,S38,2,switch,4,50443,114,0,0,2,290.506,0,100,0,0
3,stage_arrival,18,S43,0,switch,38,50442,121,0,0,3,157.659,0,0,59.5645,0
3,stage_arrival,38,S42,0,switch,42,50442,121,0,0,3,176.64,0,0,59.4573,0
3,stage_arrival,3,S27,0,switch,0,50440,84,0,0,3,119.129,0,0,59.5645,0
3,stage_arrival,57,S47,1,switch,50,50443,114,0,0,3,259.289,0,0,100,0
3,stage_arrival,4,S37,0,switch,0,50441,46,0,0,3,203.508,0,0,100,0
3,stage_arrival,0,S00,5,terminal,0,50440,84,0,0,3,1000,0,0,59.5288,0
3,stage_arrival,56,S36,2,switch,4,50441,46,0,0,3,112.305,0,0,100,0
3,stage_arrival,60,S44,0,switch,18,50442,121,0,0,3,203.923,0,0,59.5645,0
3,stage_arrival,50,S38,2,switch,4,50443,114,0,0,3,290.506,0,0,100,0
3,stage_arrival,42,S20,2,switch,3,50440,84,0,0,3,251.806,0,0,59.5645,0
3,stage_arrival,4,S37,0,switch,0,50443,114,0,0,3,203.508,0,0,100,0
3,stage_arrival,23,S39,1,switch,56,50441,46,0,0,3,105.799,0,0,100,0
3,allocate_send_arrival,42,S20,2,switch,3,50440,84,0,0,3,251.806,0,59.5645,0,0
3,allocate_send_arrival,60,S44,0,switch,18,50442,121,0,0,3,203.923,0,59.5645,0,0
3,allocate_send_arrival,57,S47,1,switch,50,50443,114,0,0,3,259.289,0,100,0,0
3,allocate_send_arrival,23,S39,1,switch,56,50441,46,0,0,3,105.799,0,100,0,0
3,allocate_send_arrival,38,S42,0,switch,42,50442,121,0,0,3,176.64,0,59.4573,0,0
3,allocate_send_arrival,18,S43,0,switch,38,50442,121,0,0,3,157.659,0,59.5645,0,0
3,allocate_send_arrival,0,S00,5,terminal,0,50440,84,0,0,3,1000,0,59.5288,0,0
3,allocate_send_arrival,4,S37,0,switch,0,50441,46,0,0,3,203.508,0,100,0,0
3,allocate_send_arrival,4,S37,0,switch,0,50443,114,0,0,3,203.508,0,100,0,0
3,allocate_send_arrival,50,S38,2,switch,4,50443,114,0,0,3,290.506,0,100,0,0
3,allocate_send_arrival,3,S27,0,switch,0,50440,84,0,0,3,119.129,0,59.5645,0,0
3,allocate_send_arrival,56,S36,2,switch,4,50441,46,0,0,3,112.305,0,100,0,0
4,stage_arrival,57,S47,1,switch,50,50443,114,0,0,4,259.289,0,0,100,0
4,stage_arrival,23,S39,1,switch,56,50441,46,0,0,4,105.799,0,0,100,0
