flow_id,source_terminal,destination_terminal,label
51660,19,0,incast
51661,105,0,incast
51662,35,0,incast
51663,122,0,incast
51664,16,0,incast
51665,102,0,incast
51666,106,0,incast
51667,8,0,incast
51668,124,0,incast
51669,5,0,incast
51670,36,0,incast
51671,47,0,incast
51672,6,0,incast
51673,10,0,incast
51674,4,0,incast
51675,103,0,incast
