flow_id,source_terminal,destination_terminal,label
51700,63,0,incast
51701,30,0,incast
51702,110,0,incast
51703,20,0,incast
51704,94,0,incast
51705,38,0,incast
51706,21,0,incast
51707,40,0,incast
51708,23,0,incast
51709,85,0,incast
51710,48,0,incast
51711,88,0,incast
51712,72,0,incast
51713,64,0,incast
51714,35,0,incast
51715,98,0,incast
