interval,event,terminal,terminal_name,attached_switch,peer_terminal,gbit
0,generate_flow,14,S45.0,7,32,454.551
0,generate_flow,2,S01.0,1,7,321.515
0,generate_flow,25,S04.1,12,37,461.308
0,generate_flow,22,S03.0,11,123,434.45
0,generate_flow,26,S40.0,13,121,445.225
0,generate_flow,11,S63.1,5,121,500.668
0,generate_flow,17,S52.1,8,64,335.994
0,generate_flow,31,S05.1,15,9,417.815
0,generate_flow,0,S00.0,0,64,318.257
0,generate_flow,28,S58.0,14,106,332.73
0,generate_flow,4,S10.0,2,90,584.858
0,generate_flow,27,S40.1,13,106,404.563
0,generate_flow,13,S02.1,6,33,590.696
0,generate_flow,30,S05.0,15,4,583.071
0,generate_flow,12,S02.0,6,65,580.818
0,generate_flow,8,S37.0,4,101,325.31
0,generate_flow,24,S04.0,12,39,317.688
0,generate_flow,9,S37.1,4,57,518.354
0,generate_flow,5,S10.1,2,70,494.829
0,generate_flow,1,S00.1,0,99,500.153
0,generate_flow,20,S61.0,10,21,585.675
0,generate_flow,15,S45.1,7,56,422.062
0,generate_flow,10,S63.0,5,21,586.267
0,generate_flow,21,S61.1,10,0,520.505
0,generate_flow,18,S59.0,9,62,401.927
0,generate_flow,16,S52.0,8,6,506.858
0,generate_flow,3,S01.1,1,104,585.052
0,generate_flow,19,S59.1,9,126,401.369
0,generate_flow,23,S03.1,11,12,321.043
0,generate_flow,6,S27.0,3,103,483.073
0,generate_flow,7,S27.1,3,122,450.419
0,generate_flow,29,S58.1,14,31,459.757
0,send,22,S03.0,11,123,434.45
0,send,26,S40.0,13,121,445.225
0,send,4,S10.0,2,90,584.858
0,send,11,S63.1,5,121,500.668
0,send,24,S04.0,12,39,317.688
0,send,1,S00.1,0,99,500.153
0,send,15,S45.1,7,56,422.062
0,send,25,S04.1,12,37,461.308
0,send,10,S63.0,5,21,586.267
0,send,18,S59.0,9,62,401.927
0,send,19,S59.1,9,126,401.369
0,send,20,S61.0,10,21,585.675
0,send,27,S40.1,13,106,404.563
0,send,23,S03.1,11,12,321.043
0,send,14,S45.0,7,32,454.551
0,send,3,S01.1,1,104,585.052
0,send,12,S02.0,6,65,580.818
0,send,6,S27.0,3,103,483.073
0,send,17,S52.1,8,64,335.994
0,send,0,S00.0,0,64,318.257
0,send,8,S37.0,4,101,325.31
0,send,2,S01.0,1,7,321.515
0,send,30,S05.0,15,4,583.071
0,send,21,S61.1,10,0,520.505
0,send,28,S58.0,14,106,332.73
0,send,31,S05.1,15,9,417.815
0,send,13,S02.1,6,33,590.696
0,send,9,S37.1,4,57,518.354
0,send,7,S27.1,3,122,450.419
0,send,29,S58.1,14,31,459.757
0,send,16,S52.0,8,6,506.858
0,send,5,S10.1,2,70,494.829
2,receive,21,S61.1,10,20,585.675
3,receive,20,S61.0,10,111,278.792
3,receive,28,S58.0,14,69,113.541
3,receive,12,S02.0,6,23,66.169
4,generate_flow,17,S52.1,8,98,518.652
4,generate_flow,28,S58.0,14,46,325.776
4,generate_flow,10,S63.0,5,54,304.62
4,generate_flow,11,S63.1,5,85,346.293
4,generate_flow,9,S37.1,4,8,445.056
4,generate_flow,29,S58.1,14,70,408.694
4,generate_flow,8,S37.0,4,119,466.753
4,generate_flow,19,S59.1,9,70,415.556
4,generate_flow,4,S10.0,2,51,571.316
4,generate_flow,20,S61.0,10,13,311.446
4,generate_flow,22,S03.0,11,55,591.027
4,generate_flow,13,S02.1,6,11,562.265
4,generate_flow,24,S04.0,12,101,367.367
4,generate_flow,26,S40.0,13,2,599.615
4,generate_flow,14,S45.0,7,44,387.216
4,generate_flow,27,S40.1,13,54,322.057
4,generate_flow,6,S27.0,3,74,561.875
4,generate_flow,23,S03.1,11,22,367.668
4,generate_flow,30,S05.0,15,23,494.246
4,generate_flow,16,S52.0,8,127,365.31
4,generate_flow,12,S02.0,6,79,404.099
4,generate_flow,5,S10.1,2,126,566.526
4,generate_flow,1,S00.1,0,13,460.911
4,generate_flow,21,S61.1,10,32,303.117
4,generate_flow,0,S00.0,0,18,575.215
4,generate_flow,15,S45.1,7,39,462.175
4,generate_flow,31,S05.1,15,89,582.222
4,generate_flow,2,S01.0,1,112,459.1
4,generate_flow,25,S04.1,12,47,430.711
4,generate_flow,3,S01.1,1,46,455.163
4,generate_flow,18,S59.0,9,56,537.89
4,generate_flow,7,S27.1,3,77,347.481
4,receive,14,S45.0,7,115,68.4855
4,receive,21,S61.1,10,10,134.199
4,receive,0,S00.0,0,21,29.864
4,receive,14,S45.0,7,44,65.8385
4,receive,7,S27.1,3,2,149.8
4,receive,28,S58.0,14,69,100
4,receive,11,S63.1,5,85,182.917
4,receive,1,S00.1,0,109,1.655
4,receive,12,S02.0,6,23,100
4,receive,20,S61.0,10,111,53.4183
4,receive,11,S63.1,5,59,131.191
4,receive,14,S45.0,7,37,107.424
4,send,24,S04.0,12,101,367.367
4,send,14,S45.0,7,44,146
4,send,30,S05.0,15,23,67.4345
4,send,11,S63.1,5,85,346.293
4,send,6,S27.0,3,74,561.875
4,send,20,S61.0,10,13,311.446
4,send,5,S10.1,2,126,566.526
4,send,0,S00.0,0,18,183.324
4,send,31,S05.1,15,89,582.222
4,send,22,S03.0,11,55,66.169
4,send,29,S58.1,14,70,408.694
4,send,12,S02.0,6,79,138.732
4,send,13,S02.1,6,11,562.265
4,send,4,S10.0,2,51,137.994
4,send,1,S00.1,0,13,460.911
4,send,18,S59.0,9,56,537.89
4,send,2,S01.0,1,112,159.728
4,send,15,S45.1,7,39,292
4,send,21,S61.1,10,32,227.172
4,send,26,S40.0,13,2,162.644
4,send,16,S52.0,8,127,365.31
4,send,9,S37.1,4,8,445.056
4,send,27,S40.1,13,54,322.057
4,send,19,S59.1,9,70,415.556
4,send,8,S37.0,4,119,165.152
4,send,28,S58.0,14,46,325.776
4,send,25,S04.1,12,47,430.711
4,send,17,S52.1,8,98,127.781
4,send,3,S01.1,1,46,265.041
4,send,7,S27.1,3,77,347.481
4,send,10,S63.0,5,54,304.62
4,send,23,S03.1,11,22,367.668
5,receive,0,S00.0,0,21,79.864
5,receive,3,S01.1,1,127,135.597
5,receive,6,S27.0,3,16,29.864
5,receive,4,S10.0,2,30,59.3985
