interval,event,terminal,terminal_name,attached_switch,peer_terminal,gbit
33,receive,90,S28.0,45,95,8.76668
33,receive,82,S49.0,41,11,16.5235
33,receive,30,S05.0,15,48,3.58361
33,receive,2,S01.0,1,10,10.8268
33,receive,117,S51.1,58,62,17.726
33,receive,34,S35.0,17,127,4.45158
33,receive,102,S48.0,51,19,8.58186
33,receive,16,S52.0,8,127,24.0034
33,receive,2,S01.0,1,26,5.33585
33,receive,101,S38.1,50,26,11.4518
33,receive,21,S61.1,10,123,9.02909
33,receive,105,S30.1,52,50,4.62741
33,receive,113,S36.1,56,27,16.7152
33,receive,31,S05.1,15,109,7.29359
33,receive,110,S60.0,55,120,5.70809
33,receive,91,S28.1,45,120,4.92684
33,receive,36,S43.0,18,92,10.1162
33,receive,10,S63.0,5,12,5.21193
33,receive,26,S40.0,13,60,5.923
33,receive,12,S02.0,6,43,4.45158
33,receive,82,S49.0,41,71,7.74982
33,receive,6,S27.0,3,14,5.50863
33,receive,46,S39.0,23,45,3.58361
33,receive,99,S26.1,49,15,5.0333
33,receive,68,S57.0,34,63,5.923
33,receive,107,S55.1,53,32,7.26026
33,receive,22,S03.0,11,101,17.7974
33,receive,68,S57.0,34,122,7.29359
33,receive,53,S33.1,26,39,22.8456
33,receive,115,S47.1,57,6,7.44556
33,receive,81,S29.1,40,110,11.5823
33,receive,33,S11.1,16,71,4.62741
33,receive,18,S59.0,9,45,3.58361
33,receive,104,S30.0,52,64,10.0124
33,receive,106,S55.0,53,39,7.26026
33,receive,106,S55.0,53,87,10.0124
33,receive,121,S44.1,60,119,14.7454
33,receive,112,S36.0,56,118,12.7019
33,receive,39,S06.1,19,104,7.29359
33,receive,59,S13.1,29,118,7.29359
33,receive,82,S49.0,41,75,7.33778
33,receive,124,S56.0,62,48,3.58361
33,receive,7,S27.1,3,16,10.7
33,receive,42,S53.0,21,36,4.92684
33,receive,42,S53.0,21,121,4.92684
33,receive,8,S37.0,4,57,11.4518
33,receive,6,S27.0,3,44,8.79444
33,receive,118,S41.0,59,87,10.0124
33,receive,111,S60.1,55,79,9.20508
33,receive,37,S43.1,18,104,5.4932
33,receive,46,S39.0,23,13,15.2164
33,receive,13,S02.1,6,78,7.33778
33,receive,116,S51.0,58,9,13.0234
33,receive,70,S17.0,35,52,22.2032
33,receive,58,S13.0,29,81,7.29359
33,receive,61,S14.1,30,84,9.20508
33,receive,30,S05.0,15,45,3.58361
33,receive,23,S03.1,11,89,14.4938
33,receive,107,S55.1,53,109,5.4932
33,receive,88,S23.0,44,56,12.0978
33,receive,63,S62.1,31,118,7.36
33,receive,54,S09.0,27,31,3.92015
33,receive,121,S44.1,60,15,10.1162
