interval,event,switch,switch_name,port,target_type,target_index,flowlet_id,source_terminal,destination_terminal,creation_interval,age_intervals,capacity_gbit,queued_before_gbit,send_gbit,remaining_after_gbit,dropped_gbit
1,stage_arrival,0,VLAN4012,2,terminal,2,8001,0,2,0,1,10,0,0,2.68006,0
2,stage_arrival,0,VLAN4012,2,terminal,2,8001,0,2,0,2,10,0,0,2.68006,0
3,stage_arrival,0,VLAN4012,2,terminal,2,8001,0,2,0,3,10,0,0,2.68006,0
4,stage_arrival,0,VLAN4012,2,terminal,2,8001,0,2,0,4,10,0,0,2.68006,0
5,stage_arrival,0,VLAN4012,2,terminal,2,8001,0,2,0,5,10,0,0,2.68006,0
1,allocate_send_arrival,0,VLAN4012,2,terminal,2,8001,0,2,0,1,10,0,2,0.68006,0
1,enqueue_residual,0,VLAN4012,2,terminal,2,8001,0,2,0,1,10,0,0,0.68006,0
1,allocate_send_arrival,0,VLAN4012,2,terminal,2,8001,0,2,0,1,10,0,2,0.68006,0
1,enqueue_residual,0,VLAN4012,2,terminal,2,8001,0,2,0,1,10,0,0,0.68006,0
1,allocate_send_arrival,0,VLAN4012,2,terminal,2,8001,0,2,0,1,10,0,2,0.68006,0
1,enqueue_residual,0,VLAN4012,2,terminal,2,8001,0,2,0,1,10,0,0,0.68006,0
1,allocate_send_arrival,0,VLAN4012,2,terminal,2,8001,0,2,0,1,10,0,2,0.68006,0
1,enqueue_residual,0,VLAN4012,2,terminal,2,8001,0,2,0,1,10,0,0,0.68006,0
1,allocate_send_arrival,0,VLAN4012,2,terminal,2,8001,0,2,0,1,10,0,2,0.68006,0
1,enqueue_residual,0,VLAN4012,2,terminal,2,8001,0,2,0,1,10,0,0,0.68006,0
2,allocate_send_buffered,0,VLAN4012,2,terminal,2,8001,0,2,0,2,10,3.4003,3.4003,0,0
6,stage_arrival,0,VLAN4012,2,terminal,2,8001,0,2,0,6,10,0,0,2.68006,0
3,allocate_send_arrival,0,VLAN4012,2,terminal,2,8001,0,2,0,3,10,0,2.68006,0,0
7,stage_arrival,0,VLAN4012,2,terminal,2,8001,0,2,0,7,10,0,0,2.68006,0
8,stage_arrival,0,VLAN4012,2,terminal,2,8001,0,2,0,8,10,0,0,2.68006,0
4,allocate_send_arrival,0,VLAN4012,2,terminal,2,8001,0,2,0,4,10,0,2.68006,0,0
4,allocate_send_arrival,0,VLAN4012,2,terminal,2,8001,0,2,0,4,10,0,2.68006,0,0
9,stage_arrival,0,VLAN4012,2,terminal,2,8001,0,2,0,9,10,0,0,2.68006,0
5,allocate_send_arrival,0,VLAN4012,2,terminal,2,8001,0,2,0,5,10,0,2.68006,0,0
