interval,event,terminal,terminal_name,attached_switch,peer_terminal,mbit
29,trace_offer,4,LBNL_VLAN3002.0,1,6,22.817
26,receive,2,VLAN4012.2,0,0,2748.78
29,send,4,LBNL_VLAN3002.0,1,6,22.817
29,send,0,VLAN4012.0,0,2,2748.78
30,trace_offer,4,LBNL_VLAN3002.0,1,6,36.4066
30,trace_offer,0,VLAN4012.0,0,2,2860.45
27,receive,2,VLAN4012.2,0,0,2748.78
27,receive,6,LBNL_VLAN3001.0,3,4,22.817
30,send,4,LBNL_VLAN3002.0,1,6,36.4066
30,send,0,VLAN4012.0,0,2,2860.45
31,trace_offer,0,VLAN4012.0,0,2,2860.45
31,trace_offer,4,LBNL_VLAN3002.0,1,6,36.4066
28,receive,2,VLAN4012.2,0,0,2860.45
28,receive,6,LBNL_VLAN3001.0,3,4,22.817
28,receive,2,VLAN4012.2,0,0,2748.78
31,send,0,VLAN4012.0,0,2,2860.45
31,send,4,LBNL_VLAN3002.0,1,6,36.4066
32,trace_offer,4,LBNL_VLAN3002.0,1,6,36.4066
32,trace_offer,0,VLAN4012.0,0,2,2860.45
29,receive,6,LBNL_VLAN3001.0,3,4,45.634
32,send,0,VLAN4012.0,0,2,2860.45
32,send,4,LBNL_VLAN3002.0,1,6,36.4066
33,trace_offer,4,LBNL_VLAN3002.0,1,6,36.4066
33,trace_offer,0,VLAN4012.0,0,2,2860.45
30,receive,2,VLAN4012.2,0,0,2860.45
33,send,0,VLAN4012.0,0,2,2860.45
33,send,4,LBNL_VLAN3002.0,1,6,36.4066
34,trace_offer,4,LBNL_VLAN3002.0,1,6,36.4066
34,trace_offer,0,VLAN4012.0,0,2,2860.45
31,receive,6,LBNL_VLAN3001.0,3,4,36.4066
31,receive,2,VLAN4012.2,0,0,2860.45
34,send,0,VLAN4012.0,0,2,2860.45
34,send,4,LBNL_VLAN3002.0,1,6,36.4066
35,trace_offer,4,LBNL_VLAN3002.0,1,6,36.4066
35,trace_offer,0,VLAN4012.0,0,2,2860.45
32,receive,6,LBNL_VLAN3001.0,3,4,72.8131
32,receive,2,VLAN4012.2,0,0,2860.45
35,send,0,VLAN4012.0,0,2,2860.45
35,send,4,LBNL_VLAN3002.0,1,6,36.4066
36,trace_offer,4,LBNL_VLAN3002.0,1,6,36.4066
36,trace_offer,0,VLAN4012.0,0,2,2860.45
33,receive,2,VLAN4012.2,0,0,2860.45
36,send,4,LBNL_VLAN3002.0,1,6,36.4066
36,send,0,VLAN4012.0,0,2,2860.45
37,trace_offer,0,VLAN4012.0,0,2,2860.45
37,trace_offer,4,LBNL_VLAN3002.0,1,6,36.4066
34,receive,2,VLAN4012.2,0,0,2860.45
34,receive,6,LBNL_VLAN3001.0,3,4,72.8131
34,receive,2,VLAN4012.2,0,0,2860.45
37,send,0,VLAN4012.0,0,2,2860.45
37,send,4,LBNL_VLAN3002.0,1,6,36.4066
38,trace_offer,0,VLAN4012.0,0,2,2860.45
38,trace_offer,4,LBNL_VLAN3002.0,1,6,36.4066
38,send,4,LBNL_VLAN3002.0,1,6,36.4066
38,send,0,VLAN4012.0,0,2,2860.45
39,trace_offer,0,VLAN4012.0,0,2,2860.45
39,trace_offer,4,LBNL_VLAN3002.0,1,6,36.4066
36,receive,2,VLAN4012.2,0,0,2860.45
36,receive,6,LBNL_VLAN3001.0,3,4,36.4066
39,send,0,VLAN4012.0,0,2,2860.45
39,send,4,LBNL_VLAN3002.0,1,6,36.4066
40,trace_offer,5,LBNL_VLAN3002.1,1,7,22.4815
40,trace_offer,4,LBNL_VLAN3002.0,1,6,36.1549
40,trace_offer,0,VLAN4012.0,0,2,2869.04
37,receive,2,VLAN4012.2,0,0,2860.45
37,receive,6,LBNL_VLAN3001.0,3,4,72.8131
40,send,4,LBNL_VLAN3002.0,1,6,36.1549
40,send,0,VLAN4012.0,0,2,2869.04
40,send,5,LBNL_VLAN3002.1,1,7,22.4815
41,trace_offer,0,VLAN4012.0,0,2,2869.04
41,trace_offer,5,LBNL_VLAN3002.1,1,7,22.4815
41,trace_offer,4,LBNL_VLAN3002.0,1,6,36.1549
38,receive,2,VLAN4012.2,0,0,2860.45
41,send,5,LBNL_VLAN3002.1,1,7,22.4815
41,send,4,LBNL_VLAN3002.0,1,6,36.1549
41,send,0,VLAN4012.0,0,2,2869.04
42,trace_offer,5,LBNL_VLAN3002.1,1,7,22.4815
42,trace_offer,0,VLAN4012.0,0,2,2869.04
42,trace_offer,4,LBNL_VLAN3002.0,1,6,36.1549
39,receive,2,VLAN4012.2,0,0,2869.04
39,receive,6,LBNL_VLAN3001.0,3,4,36.4066
39,receive,2,VLAN4012.2,0,0,2869.04
42,send,0,VLAN4012.0,0,2,2869.04
42,send,5,LBNL_VLAN3002.1,1,7,22.4815
42,send,4,LBNL_VLAN3002.0,1,6,36.1549
43,trace_offer,0,VLAN4012.0,0,2,2869.04
43,trace_offer,4,LBNL_VLAN3002.0,1,6,36.1549
43,trace_offer,5,LBNL_VLAN3002.1,1,7,22.4815
40,receive,6,LBNL_VLAN3001.0,3,4,36.4066
43,send,0,VLAN4012.0,0,2,2869.04
43,send,4,LBNL_VLAN3002.0,1,6,36.1549
43,send,5,LBNL_VLAN3002.1,1,7,22.4815
44,trace_offer,5,LBNL_VLAN3002.1,1,7,22.4815
44,trace_offer,4,LBNL_VLAN3002.0,1,6,36.1549
44,trace_offer,0,VLAN4012.0,0,2,2869.04
41,receive,7,LBNL_VLAN3001.1,3,5,22.4815
41,receive,6,LBNL_VLAN3001.0,3,4,36.1549
41,receive,2,VLAN4012.2,0,0,2869.04
44,send,5,LBNL_VLAN3002.1,1,7,22.4815
44,send,0,VLAN4012.0,0,2,2869.04
44,send,4,LBNL_VLAN3002.0,1,6,36.1549
45,trace_offer,4,LBNL_VLAN3002.0,1,6,36.1549
45,trace_offer,0,VLAN4012.0,0,2,2869.04
45,trace_offer,5,LBNL_VLAN3002.1,1,7,22.4815
42,receive,7,LBNL_VLAN3001.1,3,5,44.9629
42,receive,2,VLAN4012.2,0,0,2869.04
42,receive,6,LBNL_VLAN3001.0,3,4,36.1549
45,send,5,LBNL_VLAN3002.1,1,7,22.4815
45,send,4,LBNL_VLAN3002.0,1,6,36.1549
45,send,0,VLAN4012.0,0,2,2869.04
46,trace_offer,4,LBNL_VLAN3002.0,1,6,36.1549
46,trace_offer,0,VLAN4012.0,0,2,2869.04
46,trace_offer,5,LBNL_VLAN3002.1,1,7,22.4815
43,receive,2,VLAN4012.2,0,0,2869.04
43,receive,6,LBNL_VLAN3001.0,3,4,36.1549
46,send,5,LBNL_VLAN3002.1,1,7,22.4815
46,send,4,LBNL_VLAN3002.0,1,6,36.1549
46,send,0,VLAN4012.0,0,2,2869.04
47,trace_offer,5,LBNL_VLAN3002.1,1,7,22.4815
47,trace_offer,4,LBNL_VLAN3002.0,1,6,36.1549
47,trace_offer,0,VLAN4012.0,0,2,2869.04
44,receive,7,LBNL_VLAN3001.1,3,5,22.4815
44,receive,6,LBNL_VLAN3001.0,3,4,36.1549
44,receive,2,VLAN4012.2,0,0,2869.04
47,send,5,LBNL_VLAN3002.1,1,7,22.4815
47,send,0,VLAN4012.0,0,2,2869.04
47,send,4,LBNL_VLAN3002.0,1,6,36.1549
48,trace_offer,4,LBNL_VLAN3002.0,1,6,36.1549
48,trace_offer,0,VLAN4012.0,0,2,2869.04
48,trace_offer,5,LBNL_VLAN3002.1,1,7,22.4815
45,receive,7,LBNL_VLAN3001.1,3,5,22.4815
45,receive,2,VLAN4012.2,0,0,2869.04
45,receive,6,LBNL_VLAN3001.0,3,4,36.1549
48,send,5,LBNL_VLAN3002.1,1,7,22.4815
48,send,0,VLAN4012.0,0,2,2869.04
48,send,4,LBNL_VLAN3002.0,1,6,36.1549
49,trace_offer,4,LBNL_VLAN3002.0,1,6,36.1549
49,trace_offer,0,VLAN4012.0,0,2,2869.04
49,trace_offer,5,LBNL_VLAN3002.1,1,7,22.4815
46,receive,2,VLAN4012.2,0,0,2869.04
46,receive,7,LBNL_VLAN3001.1,3,5,22.4815
46,receive,6,LBNL_VLAN3001.0,3,4,36.1549
49,send,4,LBNL_VLAN3002.0,1,6,36.1549
49,send,5,LBNL_VLAN3002.1,1,7,22.4815
49,send,0,VLAN4012.0,0,2,2869.04
50,trace_offer,4,LBNL_VLAN3002.0,1,6,36.9938
50,trace_offer,0,VLAN4012.0,0,2,2851.86
50,trace_offer,5,LBNL_VLAN3002.1,1,7,31.0378
47,receive,2,VLAN4012.2,0,0,2869.04
47,receive,6,LBNL_VLAN3001.0,3,4,36.1549
47,receive,7,LBNL_VLAN3001.1,3,5,22.4815
50,send,0,VLAN4012.0,0,2,2851.86
50,send,4,LBNL_VLAN3002.0,1,6,36.9938
50,send,5,LBNL_VLAN3002.1,1,7,31.0378
51,trace_offer,0,VLAN4012.0,0,2,2851.86
51,trace_offer,4,LBNL_VLAN3002.0,1,6,36.9938
51,trace_offer,5,LBNL_VLAN3002.1,1,7,31.0378
48,receive,7,LBNL_VLAN3001.1,3,5,22.4815
48,receive,6,LBNL_VLAN3001.0,3,4,36.1549
48,receive,2,VLAN4012.2,0,0,2869.04
51,send,0,VLAN4012.0,0,2,2851.86
51,send,4,LBNL_VLAN3002.0,1,6,36.9938
51,send,5,LBNL_VLAN3002.1,1,7,31.0378
52,trace_offer,0,VLAN4012.0,0,2,2851.86
52,trace_offer,4,LBNL_VLAN3002.0,1,6,36.9938
52,trace_offer,5,LBNL_VLAN3002.1,1,7,31.0378
49,receive,6,LBNL_VLAN3001.0,3,4,36.1549
49,receive,2,VLAN4012.2,0,0,2851.86
49,receive,7,LBNL_VLAN3001.1,3,5,22.4815
52,send,5,LBNL_VLAN3002.1,1,7,31.0378
52,send,0,VLAN4012.0,0,2,2851.86
52,send,4,LBNL_VLAN3002.0,1,6,36.9938
53,trace_offer,4,LBNL_VLAN3002.0,1,6,36.9938
53,trace_offer,5,LBNL_VLAN3002.1,1,7,31.0378
53,trace_offer,0,VLAN4012.0,0,2,2851.86
50,receive,6,LBNL_VLAN3001.0,3,4,36.1549
50,receive,2,VLAN4012.2,0,0,2851.86
50,receive,7,LBNL_VLAN3001.1,3,5,22.4815
53,send,4,LBNL_VLAN3002.0,1,6,36.9938
53,send,0,VLAN4012.0,0,2,2851.86
53,send,5,LBNL_VLAN3002.1,1,7,31.0378
54,trace_offer,0,VLAN4012.0,0,2,2851.86
54,trace_offer,4,LBNL_VLAN3002.0,1,6,36.9938
54,trace_offer,5,LBNL_VLAN3002.1,1,7,31.0378
51,receive,6,LBNL_VLAN3001.0,3,4,73.9875
51,receive,7,LBNL_VLAN3001.1,3,5,31.0378
51,receive,2,VLAN4012.2,0,0,2851.86
54,send,4,LBNL_VLAN3002.0,1,6,36.9938
54,send,0,VLAN4012.0,0,2,2851.86
54,send,5,LBNL_VLAN3002.1,1,7,31.0378
55,trace_offer,5,LBNL_VLAN3002.1,1,7,31.0378
55,trace_offer,0,VLAN4012.0,0,2,2851.86
55,trace_offer,4,LBNL_VLAN3002.0,1,6,36.9938
52,receive,7,LBNL_VLAN3001.1,3,5,31.0378
52,receive,2,VLAN4012.2,0,0,2851.86
55,send,4,LBNL_VLAN3002.0,1,6,36.9938
55,send,5,LBNL_VLAN3002.1,1,7,31.0378
55,send,0,VLAN4012.0,0,2,2851.86
56,trace_offer,5,LBNL_VLAN3002.1,1,7,31.0378
56,trace_offer,4,LBNL_VLAN3002.0,1,6,36.9938
56,trace_offer,0,VLAN4012.0,0,2,2851.86
53,receive,6,LBNL_VLAN3001.0,3,4,36.9938
53,receive,2,VLAN4012.2,0,0,2851.86
53,receive,7,LBNL_VLAN3001.1,3,5,31.0378
56,send,4,LBNL_VLAN3002.0,1,6,36.9938
56,send,0,VLAN4012.0,0,2,2851.86
56,send,5,LBNL_VLAN3002.1,1,7,31.0378
57,trace_offer,4,LBNL_VLAN3002.0,1,6,36.9938
57,trace_offer,0,VLAN4012.0,0,2,2851.86
57,trace_offer,5,LBNL_VLAN3002.1,1,7,31.0378
54,receive,2,VLAN4012.2,0,0,2851.86
54,receive,7,LBNL_VLAN3001.1,3,5,31.0378
54,receive,6,LBNL_VLAN3001.0,3,4,73.9875
54,receive,2,VLAN4012.2,0,0,2851.86
57,send,4,LBNL_VLAN3002.0,1,6,36.9938
57,send,0,VLAN4012.0,0,2,2851.86
57,send,5,LBNL_VLAN3002.1,1,7,31.0378
58,trace_offer,5,LBNL_VLAN3002.1,1,7,31.0378
58,trace_offer,0,VLAN4012.0,0,2,2851.86
58,trace_offer,4,LBNL_VLAN3002.0,1,6,36.9938
55,receive,7,LBNL_VLAN3001.1,3,5,31.0378
58,send,0,VLAN4012.0,0,2,2851.86
58,send,4,LBNL_VLAN3002.0,1,6,36.9938
58,send,5,LBNL_VLAN3002.1,1,7,31.0378
59,trace_offer,4,LBNL_VLAN3002.0,1,6,36.9938
59,trace_offer,5,LBNL_VLAN3002.1,1,7,31.0378
59,trace_offer,0,VLAN4012.0,0,2,2851.86
56,receive,2,VLAN4012.2,0,0,2851.86
56,receive,7,LBNL_VLAN3001.1,3,5,62.0757
56,receive,6,LBNL_VLAN3001.0,3,4,73.9875
59,send,5,LBNL_VLAN3002.1,1,7,31.0378
59,send,4,LBNL_VLAN3002.0,1,6,36.9938
59,send,0,VLAN4012.0,0,2,2851.86
60,trace_offer,4,LBNL_VLAN3002.0,1,6,34.3933
60,trace_offer,0,VLAN4012.0,0,2,2834.68
60,trace_offer,5,LBNL_VLAN3002.1,1,7,24.9981
57,receive,2,VLAN4012.2,0,0,2851.86
57,receive,2,VLAN4012.2,0,0,2851.86
60,send,0,VLAN4012.0,0,2,2834.68
60,send,4,LBNL_VLAN3002.0,1,6,34.3933
60,send,5,LBNL_VLAN3002.1,1,7,24.9981
61,trace_offer,0,VLAN4012.0,0,2,2834.68
61,trace_offer,4,LBNL_VLAN3002.0,1,6,34.3933
61,trace_offer,5,LBNL_VLAN3002.1,1,7,24.9981
58,receive,6,LBNL_VLAN3001.0,3,4,36.9938
58,receive,7,LBNL_VLAN3001.1,3,5,31.0378
61,send,0,VLAN4012.0,0,2,2834.68
61,send,5,LBNL_VLAN3002.1,1,7,24.9981
61,send,4,LBNL_VLAN3002.0,1,6,34.3933
62,trace_offer,4,LBNL_VLAN3002.0,1,6,34.3933
62,trace_offer,0,VLAN4012.0,0,2,2834.68
62,trace_offer,5,LBNL_VLAN3002.1,1,7,24.9981
59,receive,6,LBNL_VLAN3001.0,3,4,36.9938
59,receive,2,VLAN4012.2,0,0,2834.68
59,receive,7,LBNL_VLAN3001.1,3,5,62.0757
62,send,4,LBNL_VLAN3002.0,1,6,34.3933
62,send,0,VLAN4012.0,0,2,2834.68
62,send,5,LBNL_VLAN3002.1,1,7,24.9981
63,trace_offer,0,VLAN4012.0,0,2,2834.68
63,trace_offer,5,LBNL_VLAN3002.1,1,7,24.9981
63,trace_offer,4,LBNL_VLAN3002.0,1,6,34.3933
60,receive,6,LBNL_VLAN3001.0,3,4,36.9938
60,receive,2,VLAN4012.2,0,0,2834.68
63,send,4,LBNL_VLAN3002.0,1,6,34.3933
63,send,5,LBNL_VLAN3002.1,1,7,24.9981
63,send,0,VLAN4012.0,0,2,2834.68
64,trace_offer,4,LBNL_VLAN3002.0,1,6,34.3933
64,trace_offer,5,LBNL_VLAN3002.1,1,7,24.9981
64,trace_offer,0,VLAN4012.0,0,2,2834.68
61,receive,7,LBNL_VLAN3001.1,3,5,49.9961
61,receive,6,LBNL_VLAN3001.0,3,4,34.3933
61,receive,2,VLAN4012.2,0,0,2834.68
64,send,0,VLAN4012.0,0,2,2834.68
64,send,4,LBNL_VLAN3002.0,1,6,34.3933
64,send,5,LBNL_VLAN3002.1,1,7,24.9981
65,trace_offer,0,VLAN4012.0,0,2,2834.68
65,trace_offer,4,LBNL_VLAN3002.0,1,6,34.3933
65,trace_offer,5,LBNL_VLAN3002.1,1,7,24.9981
62,receive,6,LBNL_VLAN3001.0,3,4,34.3933
62,receive,2,VLAN4012.2,0,0,2834.68
65,send,5,LBNL_VLAN3002.1,1,7,24.9981
65,send,0,VLAN4012.0,0,2,2834.68
65,send,4,LBNL_VLAN3002.0,1,6,34.3933
66,trace_offer,0,VLAN4012.0,0,2,2834.68
66,trace_offer,4,LBNL_VLAN3002.0,1,6,34.3933
66,trace_offer,5,LBNL_VLAN3002.1,1,7,24.9981
63,receive,7,LBNL_VLAN3001.1,3,5,24.9981
63,receive,2,VLAN4012.2,0,0,2834.68
63,receive,6,LBNL_VLAN3001.0,3,4,34.3933
66,send,4,LBNL_VLAN3002.0,1,6,34.3933
66,send,5,LBNL_VLAN3002.1,1,7,24.9981
66,send,0,VLAN4012.0,0,2,2834.68
67,trace_offer,0,VLAN4012.0,0,2,2834.68
67,trace_offer,5,LBNL_VLAN3002.1,1,7,24.9981
67,trace_offer,4,LBNL_VLAN3002.0,1,6,34.3933
64,receive,2,VLAN4012.2,0,0,2834.68
64,receive,2,VLAN4012.2,0,0,2834.68
64,receive,6,LBNL_VLAN3001.0,3,4,68.7866
64,receive,7,LBNL_VLAN3001.1,3,5,24.9981
67,send,5,LBNL_VLAN3002.1,1,7,24.9981
67,send,4,LBNL_VLAN3002.0,1,6,34.3933
67,send,0,VLAN4012.0,0,2,2834.68
68,trace_offer,5,LBNL_VLAN3002.1,1,7,24.9981
68,trace_offer,0,VLAN4012.0,0,2,2834.68
68,trace_offer,4,LBNL_VLAN3002.0,1,6,34.3933
65,receive,7,LBNL_VLAN3001.1,3,5,24.9981
68,send,0,VLAN4012.0,0,2,2834.68
68,send,5,LBNL_VLAN3002.1,1,7,24.9981
68,send,4,LBNL_VLAN3002.0,1,6,34.3933
69,trace_offer,0,VLAN4012.0,0,2,2834.68
69,trace_offer,4,LBNL_VLAN3002.0,1,6,34.3933
69,trace_offer,5,LBNL_VLAN3002.1,1,7,24.9981
66,receive,7,LBNL_VLAN3001.1,3,5,24.9981
66,receive,6,LBNL_VLAN3001.0,3,4,34.3933
66,receive,2,VLAN4012.2,0,0,2834.68
69,send,0,VLAN4012.0,0,2,2834.68
69,send,5,LBNL_VLAN3002.1,1,7,24.9981
69,send,4,LBNL_VLAN3002.0,1,6,34.3933
70,trace_offer,0,VLAN4012.0,0,2,2869.04
70,trace_offer,5,LBNL_VLAN3002.1,1,7,31.1217
70,trace_offer,4,LBNL_VLAN3002.0,1,6,36.4066
67,receive,6,LBNL_VLAN3001.0,3,4,34.3933
67,receive,2,VLAN4012.2,0,0,2834.68
67,receive,7,LBNL_VLAN3001.1,3,5,24.9981
67,receive,2,VLAN4012.2,0,0,2834.68
70,send,0,VLAN4012.0,0,2,2869.04
70,send,4,LBNL_VLAN3002.0,1,6,36.4066
70,send,5,LBNL_VLAN3002.1,1,7,31.1217
71,trace_offer,5,LBNL_VLAN3002.1,1,7,31.1217
71,trace_offer,4,LBNL_VLAN3002.0,1,6,36.4066
71,trace_offer,0,VLAN4012.0,0,2,2869.04
68,receive,7,LBNL_VLAN3001.1,3,5,24.9981
68,receive,6,LBNL_VLAN3001.0,3,4,34.3933
71,send,4,LBNL_VLAN3002.0,1,6,36.4066
71,send,0,VLAN4012.0,0,2,2869.04
71,send,5,LBNL_VLAN3002.1,1,7,31.1217
72,trace_offer,4,LBNL_VLAN3002.0,1,6,36.4066
72,trace_offer,0,VLAN4012.0,0,2,2869.04
72,trace_offer,5,LBNL_VLAN3002.1,1,7,31.1217
69,receive,6,LBNL_VLAN3001.0,3,4,34.3933
69,receive,2,VLAN4012.2,0,0,2869.04
69,receive,2,VLAN4012.2,0,0,2869.04
69,receive,7,LBNL_VLAN3001.1,3,5,24.9981
72,send,0,VLAN4012.0,0,2,2869.04
72,send,4,LBNL_VLAN3002.0,1,6,36.4066
72,send,5,LBNL_VLAN3002.1,1,7,31.1217
73,trace_offer,5,LBNL_VLAN3002.1,1,7,31.1217
73,trace_offer,0,VLAN4012.0,0,2,2869.04
73,trace_offer,4,LBNL_VLAN3002.0,1,6,36.4066
70,receive,6,LBNL_VLAN3001.0,3,4,34.3933
70,receive,7,LBNL_VLAN3001.1,3,5,24.9981
73,send,0,VLAN4012.0,0,2,2869.04
73,send,4,LBNL_VLAN3002.0,1,6,36.4066
73,send,5,LBNL_VLAN3002.1,1,7,31.1217
74,trace_offer,4,LBNL_VLAN3002.0,1,6,36.4066
74,trace_offer,5,LBNL_VLAN3002.1,1,7,31.1217
74,trace_offer,0,VLAN4012.0,0,2,2869.04
71,receive,7,LBNL_VLAN3001.1,3,5,62.2435
71,receive,2,VLAN4012.2,0,0,2869.04
71,receive,6,LBNL_VLAN3001.0,3,4,72.8131
74,send,0,VLAN4012.0,0,2,2869.04
74,send,5,LBNL_VLAN3002.1,1,7,31.1217
74,send,4,LBNL_VLAN3002.0,1,6,36.4066
75,trace_offer,4,LBNL_VLAN3002.0,1,6,36.4066
75,trace_offer,5,LBNL_VLAN3002.1,1,7,31.1217
75,trace_offer,0,VLAN4012.0,0,2,2869.04
72,receive,2,VLAN4012.2,0,0,2869.04
75,send,4,LBNL_VLAN3002.0,1,6,36.4066
75,send,0,VLAN4012.0,0,2,2869.04
75,send,5,LBNL_VLAN3002.1,1,7,31.1217
76,trace_offer,5,LBNL_VLAN3002.1,1,7,31.1217
76,trace_offer,4,LBNL_VLAN3002.0,1,6,36.4066
76,trace_offer,0,VLAN4012.0,0,2,2869.04
73,receive,6,LBNL_VLAN3001.0,3,4,36.4066
73,receive,2,VLAN4012.2,0,0,2869.04
73,receive,7,LBNL_VLAN3001.1,3,5,31.1217
76,send,0,VLAN4012.0,0,2,2869.04
76,send,5,LBNL_VLAN3002.1,1,7,31.1217
76,send,4,LBNL_VLAN3002.0,1,6,36.4066
77,trace_offer,0,VLAN4012.0,0,2,2869.04
77,trace_offer,5,LBNL_VLAN3002.1,1,7,31.1217
77,trace_offer,4,LBNL_VLAN3002.0,1,6,36.4066
74,receive,7,LBNL_VLAN3001.1,3,5,31.1217
74,receive,2,VLAN4012.2,0,0,2869.04
74,receive,6,LBNL_VLAN3001.0,3,4,36.4066
74,receive,2,VLAN4012.2,0,0,2869.04
