interval,flow_id,source_terminal,destination_terminal,offered_gbit
93,4001,1,3,3.246995276
94,4001,1,3,3.246995276
95,4001,1,3,3.246995276
96,4001,1,3,3.246995276
97,4001,1,3,3.246995276
98,4001,1,3,3.246995276
99,4001,1,3,3.246995276
100,4001,1,3,3.246995276
101,4001,1,3,3.246995276
102,4001,1,3,3.246995276
103,4001,1,3,3.246995276
104,4001,1,3,3.246995276
105,4001,1,3,3.246995276
106,4001,1,3,3.246995276
107,4001,1,3,3.246995276
108,4001,1,3,3.246995276
109,4001,1,3,3.246995276
110,4001,1,3,3.255585210
111,4001,1,3,3.255585210
112,4001,1,3,3.255585210
113,4001,1,3,3.255585210
114,4001,1,3,3.255585210
115,4001,1,3,3.255585210
116,4001,1,3,3.255585210
117,4001,1,3,3.255585210
118,4001,1,3,3.255585210
119,4001,1,3,3.255585210
120,4001,1,3,3.229815407
121,4001,1,3,3.229815407
122,4001,1,3,3.229815407
123,4001,1,3,3.229815407
124,4001,1,3,3.229815407
125,4001,1,3,3.229815407
126,4001,1,3,3.229815407
127,4001,1,3,3.229815407
128,4001,1,3,3.229815407
129,4001,1,3,3.229815407
130,4001,1,3,3.229815407
131,4001,1,3,3.229815407
132,4001,1,3,3.229815407
133,4001,1,3,3.229815407
134,4001,1,3,3.229815407
135,4001,1,3,3.229815407
136,4001,1,3,3.229815407
137,4001,1,3,3.229815407
138,4001,1,3,3.229815407
139,4001,1,3,3.229815407
140,4001,1,3,3.204045603
141,4001,1,3,3.204045603
142,4001,1,3,3.204045603
143,4001,1,3,3.204045603
144,4001,1,3,3.204045603
145,4001,1,3,3.204045603
146,4001,1,3,3.204045603
147,4001,1,3,3.204045603
148,4001,1,3,3.204045603
149,4001,1,3,3.204045603
150,4001,1,3,3.161095930
151,4001,1,3,3.161095930
152,4001,1,3,3.161095930
153,4001,1,3,3.161095930
154,4001,1,3,3.161095930
155,4001,1,3,3.161095930
156,4001,1,3,3.161095930
157,4001,1,3,3.161095930
158,4001,1,3,3.161095930
159,4001,1,3,3.161095930
160,4001,1,3,3.152505995
161,4001,1,3,3.152505995
162,4001,1,3,3.152505995
163,4001,1,3,3.152505995
164,4001,1,3,3.152505995
165,4001,1,3,3.152505995
166,4001,1,3,3.152505995
167,4001,1,3,3.152505995
168,4001,1,3,3.152505995
169,4001,1,3,3.152505995
170,4001,1,3,3.135326126
171,4001,1,3,3.135326126
172,4001,1,3,3.135326126
173,4001,1,3,3.135326126
174,4001,1,3,3.135326126
175,4001,1,3,3.135326126
176,4001,1,3,3.135326126
177,4001,1,3,3.135326126
178,4001,1,3,3.135326126
179,4001,1,3,3.135326126
180,4001,1,3,3.118146257
181,4001,1,3,3.118146257
182,4001,1,3,3.118146257
183,4001,1,3,3.118146257
184,4001,1,3,3.118146257
185,4001,1,3,3.118146257
186,4001,1,3,3.118146257
187,4001,1,3,3.118146257
188,4001,1,3,3.118146257
189,4001,1,3,3.118146257
190,4001,1,3,3.135326126
191,4001,1,3,3.135326126
192,4001,1,3,3.135326126
193,4001,1,3,3.135326126
194,4001,1,3,3.135326126
195,4001,1,3,3.135326126
196,4001,1,3,3.135326126
197,4001,1,3,3.135326126
198,4001,1,3,3.135326126
199,4001,1,3,3.135326126
200,4001,1,3,3.152505995
201,4001,1,3,3.152505995
202,4001,1,3,3.152505995
203,4001,1,3,3.152505995
204,4001,1,3,3.152505995
205,4001,1,3,3.152505995
206,4001,1,3,3.152505995
207,4001,1,3,3.152505995
208,4001,1,3,3.152505995
209,4001,1,3,3.152505995
210,4001,1,3,3.152505995
211,4001,1,3,3.152505995
212,4001,1,3,3.152505995
213,4001,1,3,3.152505995
214,4001,1,3,3.152505995
215,4001,1,3,3.152505995
216,4001,1,3,3.152505995
217,4001,1,3,3.152505995
218,4001,1,3,3.152505995
219,4001,1,3,3.152505995
220,4001,1,3,3.143916061
221,4001,1,3,3.143916061
222,4001,1,3,3.143916061
223,4001,1,3,3.143916061
224,4001,1,3,3.143916061
225,4001,1,3,3.143916061
226,4001,1,3,3.143916061
227,4001,1,3,3.143916061
228,4001,1,3,3.143916061
229,4001,1,3,3.143916061
230,4001,1,3,3.075196584
231,4001,1,3,3.075196584
232,4001,1,3,3.075196584
233,4001,1,3,3.075196584
234,4001,1,3,3.075196584
235,4001,1,3,3.075196584
236,4001,1,3,3.075196584
237,4001,1,3,3.075196584
238,4001,1,3,3.075196584
239,4001,1,3,3.075196584
240,4001,1,3,3.092376453
241,4001,1,3,3.092376453
242,4001,1,3,3.092376453
243,4001,1,3,3.092376453
244,4001,1,3,3.092376453
245,4001,1,3,3.092376453
246,4001,1,3,3.092376453
247,4001,1,3,3.092376453
248,4001,1,3,3.092376453
249,4001,1,3,3.092376453
250,4001,1,3,3.092376453
251,4001,1,3,3.092376453
252,4001,1,3,3.092376453
253,4001,1,3,3.092376453
254,4001,1,3,3.092376453
255,4001,1,3,3.092376453
256,4001,1,3,3.092376453
257,4001,1,3,3.092376453
258,4001,1,3,3.092376453
259,4001,1,3,3.092376453
260,4001,1,3,3.100966388
261,4001,1,3,3.100966388
262,4001,1,3,3.100966388
263,4001,1,3,3.100966388
264,4001,1,3,3.100966388
265,4001,1,3,3.100966388
266,4001,1,3,3.100966388
267,4001,1,3,3.100966388
268,4001,1,3,3.100966388
269,4001,1,3,3.100966388
270,4001,1,3,3.092376453
271,4001,1,3,3.092376453
272,4001,1,3,3.092376453
273,4001,1,3,3.092376453
274,4001,1,3,3.092376453
275,4001,1,3,3.092376453
276,4001,1,3,3.092376453
277,4001,1,3,3.092376453
278,4001,1,3,3.092376453
279,4001,1,3,3.092376453
280,4001,1,3,3.100966388
281,4001,1,3,3.100966388
282,4001,1,3,3.100966388
283,4001,1,3,3.100966388
284,4001,1,3,3.100966388
