flow_id,label,start_seconds,offered_total_gbit,received_total_gbit,relative_volume_difference_pct,client_peer,server_peer,server_time
6001,STAR1 vlan3002 -> STAR2 vlan3001 via StarLight,0,84.188909,84.036068,-0.181545,10.33.1.27,10.33.2.26,"Fri, 07 Jun 2024 21:50:24 GMT"
