interval,event,switch,switch_name,port,target_type,target_index,flow_id,source_terminal,destination_terminal,creation_interval,age_intervals,capacity_gbit,queued_before_gbit,send_gbit,remaining_after_gbit,dropped_gbit
1,stage_arrival,10,S61,0,switch,1,50522,21,0,0,1,227.172,0,0,100,0
1,stage_arrival,6,S02,0,switch,1,50520,12,0,0,1,138.732,0,0,100,0
1,stage_arrival,53,S55,1,switch,40,50523,106,0,0,1,298.054,0,0,100,0
1,stage_arrival,30,S14,2,switch,31,50521,61,0,0,1,290.433,0,0,100,0
1,allocate_send_arrival,10,S61,0,switch,1,50522,21,0,0,1,227.172,0,100,0,0
1,allocate_send_arrival,53,S55,1,switch,40,50523,106,0,0,1,298.054,0,100,0,0
1,allocate_send_arrival,30,S14,2,switch,31,50521,61,0,0,1,290.433,0,100,0,0
1,allocate_send_arrival,6,S02,0,switch,1,50520,12,0,0,1,138.732,0,100,0,0
2,stage_arrival,1,S01,0,switch,0,50522,21,0,0,2,159.728,0,0,100,0
2,stage_arrival,53,S55,1,switch,40,50523,106,0,0,2,298.054,0,0,100,0
2,stage_arrival,1,S01,0,switch,0,50520,12,0,0,2,159.728,0,0,100,0
2,stage_arrival,40,S29,1,switch,45,50523,106,0,0,2,131.396,0,0,100,0
2,stage_arrival,30,S14,2,switch,31,50521,61,0,0,2,290.433,0,0,100,0
2,stage_arrival,31,S62,3,switch,5,50521,61,0,0,2,238.676,0,0,100,0
2,stage_arrival,6,S02,0,switch,1,50520,12,0,0,2,138.732,0,0,100,0
2,stage_arrival,10,S61,0,switch,1,50522,21,0,0,2,227.172,0,0,100,0
2,allocate_send_arrival,31,S62,3,switch,5,50521,61,0,0,2,238.676,0,100,0,0
2,allocate_send_arrival,6,S02,0,switch,1,50520,12,0,0,2,138.732,0,100,0,0
2,allocate_send_arrival,30,S14,2,switch,31,50521,61,0,0,2,290.433,0,100,0,0
2,allocate_send_arrival,1,S01,0,switch,0,50522,21,0,0,2,159.728,0,79.864,20.136,0
2,enqueue_residual,1,S01,0,switch,0,50522,21,0,0,2,159.728,0,0,20.136,0
2,allocate_send_arrival,1,S01,0,switch,0,50520,12,0,0,2,159.728,0,79.864,20.136,0
2,enqueue_residual,1,S01,0,switch,0,50520,12,0,0,2,159.728,0,0,20.136,0
2,allocate_send_arrival,10,S61,0,switch,1,50522,21,0,0,2,227.172,0,100,0,0
2,allocate_send_arrival,53,S55,1,switch,40,50523,106,0,0,2,298.054,0,100,0,0
2,allocate_send_arrival,40,S29,1,switch,45,50523,106,0,0,2,131.396,0,100,0,0
3,allocate_send_buffered,1,S01,0,switch,0,50522,21,0,0,3,159.728,40.272,20.136,0,0
3,allocate_send_buffered,1,S01,0,switch,0,50520,12,0,0,3,159.728,40.272,20.136,0,0
3,stage_arrival,1,S01,0,switch,0,50520,12,0,0,3,159.728,0,0,100,0
3,stage_arrival,31,S62,3,switch,5,50521,61,0,0,3,238.676,0,0,100,0
3,stage_arrival,40,S29,1,switch,45,50523,106,0,0,3,131.396,0,0,100,0
3,stage_arrival,10,S61,0,switch,1,50522,21,0,0,3,227.172,0,0,80.6595,0
3,stage_arrival,1,S01,0,switch,0,50522,21,0,0,3,159.728,0,0,100,0
3,stage_arrival,0,S00,5,terminal,0,50520,12,0,0,3,1000,0,0,79.864,0
3,stage_arrival,53,S55,1,switch,40,50523,106,0,0,3,298.054,0,0,100,0
3,stage_arrival,6,S02,0,switch,1,50520,12,0,0,3,138.732,0,0,80.1819,0
3,stage_arrival,30,S14,2,switch,31,50521,61,0,0,3,290.433,0,0,100,0
3,stage_arrival,0,S00,5,terminal,0,50522,21,0,0,3,1000,0,0,79.864,0
3,stage_arrival,45,S28,2,switch,43,50523,106,0,0,3,227.415,0,0,100,0
3,stage_arrival,5,S63,0,switch,0,50521,61,0,0,3,259.679,0,0,100,0
3,allocate_send_arrival,31,S62,3,switch,5,50521,61,0,0,3,238.676,0,100,0,0
3,allocate_send_arrival,0,S00,5,terminal,0,50520,12,0,0,3,1000,0,79.864,0,0
3,allocate_send_arrival,0,S00,5,terminal,0,50522,21,0,0,3,1000,0,79.864,0,0
3,allocate_send_arrival,53,S55,1,switch,40,50523,106,0,0,3,298.054,0,100,0,0
3,allocate_send_arrival,5,S63,0,switch,0,50521,61,0,0,3,259.679,0,100,0,0
3,allocate_send_arrival,10,S61,0,switch,1,50522,21,0,0,3,227.172,0,80.6595,0,0
3,allocate_send_arrival,40,S29,1,switch,45,50523,106,0,0,3,131.396,0,100,0,0
3,allocate_send_arrival,30,S14,2,switch,31,50521,61,0,0,3,290.433,0,100,0,0
3,allocate_send_arrival,1,S01,0,switch,0,50520,12,0,0,3,159.728,0,59.728,40.272,0
3,enqueue_residual,1,S01,0,switch,0,50520,12,0,0,3,159.728,0,0,40.272,0
3,allocate_send_arrival,1,S01,0,switch,0,50522,21,0,0,3,159.728,0,59.728,40.272,0
