flow_id,label,start_seconds,offered_total_gbit,received_total_gbit,relative_volume_difference_pct,client_peer,server_peer,server_time
1001,STAR1->STAR2 vlan4012,0,5864.777843,5864.777843,0.000000,10.10.2.32,10.10.2.52,"Fri, 07 Jun 2024 21:23:03 GMT"
