interval,event,switch,switch_name,port,target_type,target_index,flow_id,source_terminal,destination_terminal,creation_interval,age_intervals,capacity_gbit,queued_before_gbit,send_gbit,remaining_after_gbit,dropped_gbit
1,stage_arrival,11,S03,0,switch,6,51800,23,0,0,1,132.338,0,0,100,0
1,stage_arrival,63,S54,1,switch,21,51804,126,0,0,1,203.653,0,0,100,0
1,stage_arrival,37,S32,0,switch,0,51812,75,0,0,1,103.31,0,0,100,0
1,stage_arrival,19,S06,3,switch,10,51814,38,0,0,1,169.014,0,0,100,0
1,stage_arrival,46,S24,1,switch,44,51806,92,0,0,1,217.722,0,0,100,0
1,stage_arrival,24,S08,0,switch,22,51808,48,0,0,1,182.424,0,0,100,0
1,stage_arrival,15,S05,0,switch,12,51813,30,0,0,1,134.869,0,0,100,0
1,stage_arrival,33,S34,0,switch,26,51809,66,0,0,1,235.741,0,0,100,0
1,stage_arrival,54,S31,1,switch,37,51811,108,0,0,1,242.335,0,0,100,0
1,stage_arrival,15,S05,0,switch,12,51805,31,0,0,1,134.869,0,0,100,0
1,stage_arrival,58,S51,0,switch,54,51807,116,0,0,1,230.135,0,0,100,0
1,stage_arrival,29,S13,5,switch,31,51801,59,0,0,1,131.191,0,0,100,0
1,stage_arrival,52,S30,2,switch,54,51810,104,0,0,1,164.752,0,0,100,0
1,stage_arrival,32,S21,1,switch,43,51803,64,0,0,1,261.425,0,0,100,0
1,stage_arrival,20,S15,4,switch,32,51815,41,0,0,1,143.593,0,0,100,0
1,stage_arrival,48,S50,3,switch,10,51802,97,0,0,1,118.54,0,0,100,0
1,allocate_send_arrival,24,S08,0,switch,22,51808,48,0,0,1,182.424,0,100,0,0
1,allocate_send_arrival,37,S32,0,switch,0,51812,75,0,0,1,103.31,0,100,0,0
1,allocate_send_arrival,52,S30,2,switch,54,51810,104,0,0,1,164.752,0,100,0,0
1,allocate_send_arrival,48,S50,3,switch,10,51802,97,0,0,1,118.54,0,100,0,0
1,allocate_send_arrival,54,S31,1,switch,37,51811,108,0,0,1,242.335,0,100,0,0
1,allocate_send_arrival,63,S54,1,switch,21,51804,126,0,0,1,203.653,0,100,0,0
1,allocate_send_arrival,11,S03,0,switch,6,51800,23,0,0,1,132.338,0,100,0,0
1,allocate_send_arrival,29,S13,5,switch,31,51801,59,0,0,1,131.191,0,100,0,0
1,allocate_send_arrival,33,S34,0,switch,26,51809,66,0,0,1,235.741,0,100,0,0
1,allocate_send_arrival,19,S06,3,switch,10,51814,38,0,0,1,169.014,0,100,0,0
1,allocate_send_arrival,20,S15,4,switch,32,51815,41,0,0,1,143.593,0,100,0,0
1,allocate_send_arrival,46,S24,1,switch,44,51806,92,0,0,1,217.722,0,100,0,0
1,allocate_send_arrival,58,S51,0,switch,54,51807,116,0,0,1,230.135,0,100,0,0
1,allocate_send_arrival,15,S05,0,switch,12,51813,30,0,0,1,134.869,0,67.4345,32.5655,0
1,enqueue_residual,15,S05,0,switch,12,51813,30,0,0,1,134.869,0,0,32.5655,0
1,allocate_send_arrival,15,S05,0,switch,12,51805,31,0,0,1,134.869,0,67.4345,32.5655,0
1,enqueue_residual,15,S05,0,switch,12,51805,31,0,0,1,134.869,0,0,32.5655,0
1,allocate_send_arrival,32,S21,1,switch,43,51803,64,0,0,1,261.425,0,100,0,0
2,allocate_send_buffered,15,S05,0,switch,12,51813,30,0,0,2,134.869,65.131,32.5655,0,0
