flow_id,label,start_seconds,offered_total_gbit,received_total_gbit,relative_volume_difference_pct,client_peer,server_peer,server_time
3001,LBNL1->STAR1 vlan4012,0,7517.653057,7516.536365,-0.014854,10.10.2.52,10.10.2.62,"Fri, 07 Jun 2024 21:32:22 GMT"
