interval,flow_id,source_terminal,destination_terminal,offered_gbit
0,3001,0,2,2.559800508
1,3001,0,2,2.559800508
2,3001,0,2,2.559800508
3,3001,0,2,2.559800508
4,3001,0,2,2.559800508
5,3001,0,2,2.559800508
6,3001,0,2,2.559800508
7,3001,0,2,2.559800508
8,3001,0,2,2.559800508
9,3001,0,2,2.559800508
10,3001,0,2,2.491081032
11,3001,0,2,2.491081032
12,3001,0,2,2.491081032
13,3001,0,2,2.491081032
14,3001,0,2,2.491081032
15,3001,0,2,2.491081032
16,3001,0,2,2.491081032
17,3001,0,2,2.491081032
18,3001,0,2,2.491081032
19,3001,0,2,2.491081032
20,3001,0,2,2.448131359
21,3001,0,2,2.448131359
22,3001,0,2,2.448131359
23,3001,0,2,2.448131359
24,3001,0,2,2.448131359
25,3001,0,2,2.448131359
26,3001,0,2,2.448131359
27,3001,0,2,2.448131359
28,3001,0,2,2.448131359
29,3001,0,2,2.448131359
30,3001,0,2,2.465311228
31,3001,0,2,2.465311228
32,3001,0,2,2.465311228
33,3001,0,2,2.465311228
34,3001,0,2,2.465311228
35,3001,0,2,2.465311228
36,3001,0,2,2.465311228
37,3001,0,2,2.465311228
38,3001,0,2,2.465311228
39,3001,0,2,2.465311228
40,3001,0,2,2.525440770
41,3001,0,2,2.525440770
42,3001,0,2,2.525440770
43,3001,0,2,2.525440770
44,3001,0,2,2.525440770
45,3001,0,2,2.525440770
46,3001,0,2,2.525440770
47,3001,0,2,2.525440770
48,3001,0,2,2.525440770
49,3001,0,2,2.525440770
50,3001,0,2,2.551210574
51,3001,0,2,2.551210574
52,3001,0,2,2.551210574
53,3001,0,2,2.551210574
54,3001,0,2,2.551210574
55,3001,0,2,2.551210574
56,3001,0,2,2.551210574
57,3001,0,2,2.551210574
58,3001,0,2,2.551210574
59,3001,0,2,2.551210574
60,3001,0,2,2.465311228
61,3001,0,2,2.465311228
62,3001,0,2,2.465311228
63,3001,0,2,2.465311228
64,3001,0,2,2.465311228
65,3001,0,2,2.465311228
66,3001,0,2,2.465311228
67,3001,0,2,2.465311228
68,3001,0,2,2.465311228
69,3001,0,2,2.465311228
70,3001,0,2,2.508260901
71,3001,0,2,2.508260901
72,3001,0,2,2.508260901
73,3001,0,2,2.508260901
74,3001,0,2,2.508260901
75,3001,0,2,2.508260901
76,3001,0,2,2.508260901
77,3001,0,2,2.508260901
78,3001,0,2,2.508260901
79,3001,0,2,2.508260901
80,3001,0,2,2.542620639
81,3001,0,2,2.542620639
82,3001,0,2,2.542620639
83,3001,0,2,2.542620639
84,3001,0,2,2.542620639
85,3001,0,2,2.542620639
86,3001,0,2,2.542620639
87,3001,0,2,2.542620639
88,3001,0,2,2.542620639
89,3001,0,2,2.542620639
90,3001,0,2,2.516850835
91,3001,0,2,2.516850835
92,3001,0,2,2.516850835
93,3001,0,2,2.516850835
94,3001,0,2,2.516850835
95,3001,0,2,2.516850835
96,3001,0,2,2.516850835
97,3001,0,2,2.516850835
98,3001,0,2,2.516850835
99,3001,0,2,2.516850835
100,3001,0,2,2.499670966
101,3001,0,2,2.499670966
102,3001,0,2,2.499670966
103,3001,0,2,2.499670966
104,3001,0,2,2.499670966
105,3001,0,2,2.499670966
106,3001,0,2,2.499670966
107,3001,0,2,2.499670966
108,3001,0,2,2.499670966
109,3001,0,2,2.499670966
110,3001,0,2,2.542620639
111,3001,0,2,2.542620639
112,3001,0,2,2.542620639
113,3001,0,2,2.542620639
114,3001,0,2,2.542620639
115,3001,0,2,2.542620639
116,3001,0,2,2.542620639
117,3001,0,2,2.542620639
118,3001,0,2,2.542620639
119,3001,0,2,2.542620639
120,3001,0,2,2.456721293
121,3001,0,2,2.456721293
122,3001,0,2,2.456721293
123,3001,0,2,2.456721293
124,3001,0,2,2.456721293
125,3001,0,2,2.456721293
126,3001,0,2,2.456721293
127,3001,0,2,2.456721293
128,3001,0,2,2.456721293
129,3001,0,2,2.456721293
130,3001,0,2,2.568390443
131,3001,0,2,2.568390443
132,3001,0,2,2.568390443
133,3001,0,2,2.568390443
134,3001,0,2,2.568390443
135,3001,0,2,2.568390443
136,3001,0,2,2.568390443
137,3001,0,2,2.568390443
138,3001,0,2,2.568390443
139,3001,0,2,2.568390443
140,3001,0,2,2.559800508
141,3001,0,2,2.559800508
