interval,event,terminal,terminal_name,attached_switch,peer_terminal,mbit
0,trace_offer,2,VLAN4012.2,0,3,1975.68
0,send,2,VLAN4012.2,0,3,1975.68
1,trace_offer,2,VLAN4012.2,0,3,1975.68
1,send,2,VLAN4012.2,0,3,1975.68
2,trace_offer,2,VLAN4012.2,0,3,1975.68
2,receive,3,VLAN4012.3,0,2,1975.68
2,send,2,VLAN4012.2,0,3,1975.68
3,trace_offer,2,VLAN4012.2,0,3,1975.68
3,receive,3,VLAN4012.3,0,2,1975.68
3,send,2,VLAN4012.2,0,3,1975.68
4,trace_offer,2,VLAN4012.2,0,3,1975.68
4,receive,3,VLAN4012.3,0,2,1975.68
4,send,2,VLAN4012.2,0,3,1975.68
5,trace_offer,2,VLAN4012.2,0,3,1975.68
5,receive,3,VLAN4012.3,0,2,1975.68
5,send,2,VLAN4012.2,0,3,1975.68
6,trace_offer,2,VLAN4012.2,0,3,1975.68
6,receive,3,VLAN4012.3,0,2,1975.68
6,send,2,VLAN4012.2,0,3,1975.68
7,trace_offer,2,VLAN4012.2,0,3,1975.68
7,receive,3,VLAN4012.3,0,2,1975.68
7,send,2,VLAN4012.2,0,3,1975.68
8,trace_offer,2,VLAN4012.2,0,3,1975.68
8,receive,3,VLAN4012.3,0,2,1975.68
8,send,2,VLAN4012.2,0,3,1975.68
9,trace_offer,2,VLAN4012.2,0,3,1975.68
9,receive,3,VLAN4012.3,0,2,1975.68
9,send,2,VLAN4012.2,0,3,1975.68
10,trace_offer,2,VLAN4012.2,0,3,1992.86
10,receive,3,VLAN4012.3,0,2,1975.68
10,send,2,VLAN4012.2,0,3,1992.86
11,trace_offer,2,VLAN4012.2,0,3,1992.86
11,receive,3,VLAN4012.3,0,2,1975.68
11,send,2,VLAN4012.2,0,3,1992.86
12,trace_offer,2,VLAN4012.2,0,3,1992.86
12,receive,3,VLAN4012.3,0,2,1992.86
12,send,2,VLAN4012.2,0,3,1992.86
13,trace_offer,2,VLAN4012.2,0,3,1992.86
13,receive,3,VLAN4012.3,0,2,1992.86
13,send,2,VLAN4012.2,0,3,1992.86
14,trace_offer,2,VLAN4012.2,0,3,1992.86
14,receive,3,VLAN4012.3,0,2,1992.86
14,send,2,VLAN4012.2,0,3,1992.86
15,trace_offer,2,VLAN4012.2,0,3,1992.86
15,receive,3,VLAN4012.3,0,2,1992.86
15,send,2,VLAN4012.2,0,3,1992.86
16,trace_offer,2,VLAN4012.2,0,3,1992.86
16,receive,3,VLAN4012.3,0,2,1992.86
16,send,2,VLAN4012.2,0,3,1992.86
17,trace_offer,2,VLAN4012.2,0,3,1992.86
17,receive,3,VLAN4012.3,0,2,1992.86
17,send,2,VLAN4012.2,0,3,1992.86
18,trace_offer,2,VLAN4012.2,0,3,1992.86
18,receive,3,VLAN4012.3,0,2,1992.86
18,send,2,VLAN4012.2,0,3,1992.86
19,trace_offer,2,VLAN4012.2,0,3,1992.86
19,receive,3,VLAN4012.3,0,2,1992.86
19,send,2,VLAN4012.2,0,3,1992.86
20,trace_offer,2,VLAN4012.2,0,3,2010.04
20,receive,3,VLAN4012.3,0,2,1992.86
20,send,2,VLAN4012.2,0,3,2010.04
21,trace_offer,2,VLAN4012.2,0,3,2010.04
21,receive,3,VLAN4012.3,0,2,1992.86
21,send,2,VLAN4012.2,0,3,2010.04
22,trace_offer,2,VLAN4012.2,0,3,2010.04
22,receive,3,VLAN4012.3,0,2,2010.04
22,send,2,VLAN4012.2,0,3,2010.04
23,trace_offer,2,VLAN4012.2,0,3,2010.04
23,receive,3,VLAN4012.3,0,2,2010.04
23,send,2,VLAN4012.2,0,3,2010.04
24,trace_offer,2,VLAN4012.2,0,3,2010.04
24,receive,3,VLAN4012.3,0,2,2010.04
24,send,2,VLAN4012.2,0,3,2010.04
25,trace_offer,2,VLAN4012.2,0,3,2010.04
25,receive,3,VLAN4012.3,0,2,2010.04
25,send,2,VLAN4012.2,0,3,2010.04
26,trace_offer,2,VLAN4012.2,0,3,2010.04
26,receive,3,VLAN4012.3,0,2,2010.04
26,send,2,VLAN4012.2,0,3,2010.04
27,trace_offer,2,VLAN4012.2,0,3,2010.04
27,receive,3,VLAN4012.3,0,2,2010.04
27,send,2,VLAN4012.2,0,3,2010.04
28,trace_offer,2,VLAN4012.2,0,3,2010.04
28,receive,3,VLAN4012.3,0,2,2010.04
28,send,2,VLAN4012.2,0,3,2010.04
29,trace_offer,2,VLAN4012.2,0,3,2010.04
29,receive,3,VLAN4012.3,0,2,2010.04
29,send,2,VLAN4012.2,0,3,2010.04
30,trace_offer,2,VLAN4012.2,0,3,1915.56
30,receive,3,VLAN4012.3,0,2,2010.04
30,send,2,VLAN4012.2,0,3,1915.56
31,trace_offer,2,VLAN4012.2,0,3,1915.56
31,receive,3,VLAN4012.3,0,2,2010.04
31,send,2,VLAN4012.2,0,3,1915.56
32,trace_offer,2,VLAN4012.2,0,3,1915.56
32,receive,3,VLAN4012.3,0,2,1915.56
32,send,2,VLAN4012.2,0,3,1915.56
33,trace_offer,2,VLAN4012.2,0,3,1915.56
33,receive,3,VLAN4012.3,0,2,1915.56
33,send,2,VLAN4012.2,0,3,1915.56
34,trace_offer,2,VLAN4012.2,0,3,1915.56
34,receive,3,VLAN4012.3,0,2,1915.56
34,send,2,VLAN4012.2,0,3,1915.56
35,trace_offer,2,VLAN4012.2,0,3,1915.56
35,receive,3,VLAN4012.3,0,2,1915.56
35,send,2,VLAN4012.2,0,3,1915.56
36,trace_offer,2,VLAN4012.2,0,3,1915.56
36,receive,3,VLAN4012.3,0,2,1915.56
36,send,2,VLAN4012.2,0,3,1915.56
37,trace_offer,2,VLAN4012.2,0,3,1915.56
37,receive,3,VLAN4012.3,0,2,1915.56
37,send,2,VLAN4012.2,0,3,1915.56
38,trace_offer,2,VLAN4012.2,0,3,1915.56
38,receive,3,VLAN4012.3,0,2,1915.56
38,send,2,VLAN4012.2,0,3,1915.56
39,trace_offer,2,VLAN4012.2,0,3,1915.56
39,receive,3,VLAN4012.3,0,2,1915.56
