interval,event,switch,switch_name,port,target_type,target_index,flowlet_id,source_terminal,destination_terminal,creation_interval,age_intervals,capacity_gbit,queued_before_gbit,send_gbit,remaining_after_gbit,dropped_gbit
1,stage_arrival,0,VLAN4012,3,terminal,3,1001,2,3,0,1,10,0,0,1.97568,0
2,stage_arrival,0,VLAN4012,3,terminal,3,1001,2,3,0,2,10,0,0,1.97568,0
3,stage_arrival,0,VLAN4012,3,terminal,3,1001,2,3,0,3,10,0,0,1.97568,0
4,stage_arrival,0,VLAN4012,3,terminal,3,1001,2,3,0,4,10,0,0,1.97568,0
5,stage_arrival,0,VLAN4012,3,terminal,3,1001,2,3,0,5,10,0,0,1.97568,0
1,allocate_send_arrival,0,VLAN4012,3,terminal,3,1001,2,3,0,1,10,0,1.97568,0,0
1,allocate_send_arrival,0,VLAN4012,3,terminal,3,1001,2,3,0,1,10,0,1.97568,0,0
1,allocate_send_arrival,0,VLAN4012,3,terminal,3,1001,2,3,0,1,10,0,1.97568,0,0
1,allocate_send_arrival,0,VLAN4012,3,terminal,3,1001,2,3,0,1,10,0,1.97568,0,0
1,allocate_send_arrival,0,VLAN4012,3,terminal,3,1001,2,3,0,1,10,0,1.97568,0,0
6,stage_arrival,0,VLAN4012,3,terminal,3,1001,2,3,0,6,10,0,0,1.97568,0
2,allocate_send_arrival,0,VLAN4012,3,terminal,3,1001,2,3,0,2,10,0,1.97568,0,0
7,stage_arrival,0,VLAN4012,3,terminal,3,1001,2,3,0,7,10,0,0,1.97568,0
8,stage_arrival,0,VLAN4012,3,terminal,3,1001,2,3,0,8,10,0,0,1.97568,0
4,allocate_send_arrival,0,VLAN4012,3,terminal,3,1001,2,3,0,4,10,0,1.97568,0,0
4,allocate_send_arrival,0,VLAN4012,3,terminal,3,1001,2,3,0,4,10,0,1.97568,0,0
9,stage_arrival,0,VLAN4012,3,terminal,3,1001,2,3,0,9,10,0,0,1.97568,0
5,allocate_send_arrival,0,VLAN4012,3,terminal,3,1001,2,3,0,5,10,0,1.97568,0,0
10,stage_arrival,0,VLAN4012,3,terminal,3,1001,2,3,0,10,10,0,0,1.97568,0
6,allocate_send_arrival,0,VLAN4012,3,terminal,3,1001,2,3,0,6,10,0,1.97568,0,0
11,stage_arrival,0,VLAN4012,3,terminal,3,1001,2,3,0,11,10,0,0,1.99286,0
7,allocate_send_arrival,0,VLAN4012,3,terminal,3,1001,2,3,0,7,10,0,1.99286,0,0
12,stage_arrival,0,VLAN4012,3,terminal,3,1001,2,3,0,12,10,0,0,1.99286,0
9,allocate_send_arrival,0,VLAN4012,3,terminal,3,1001,2,3,0,9,10,0,1.99286,0,0
13,stage_arrival,0,VLAN4012,3,terminal,3,1001,2,3,0,13,10,0,0,1.99286,0
14,stage_arrival,0,VLAN4012,3,terminal,3,1001,2,3,0,14,10,0,0,1.99286,0
10,allocate_send_arrival,0,VLAN4012,3,terminal,3,1001,2,3,0,10,10,0,1.99286,0,0
10,allocate_send_arrival,0,VLAN4012,3,terminal,3,1001,2,3,0,10,10,0,1.99286,0,0
15,stage_arrival,0,VLAN4012,3,terminal,3,1001,2,3,0,15,10,0,0,1.99286,0
11,allocate_send_arrival,0,VLAN4012,3,terminal,3,1001,2,3,0,11,10,0,1.99286,0,0
16,stage_arrival,0,VLAN4012,3,terminal,3,1001,2,3,0,16,10,0,0,1.99286,0
12,allocate_send_arrival,0,VLAN4012,3,terminal,3,1001,2,3,0,12,10,0,1.99286,0,0
