case,scenario,seed,runtime_sec,net_events,generated_gbit,delivered_gbit,delivered_goodput_gbps,delivery_fraction,drop_fraction,source_backlog_fraction,residual_network_fraction,inferred_inflight_gbit,qdrain_p50_sec,qdrain_p95_sec,qdrain_p99_sec,terminal_pause_time_ms,switch_output_pause_time_ms,pause_frames_sent,resume_frames_sent,source_terminal_jain,queue_top1_fraction,queue_top5_fraction,drop_top1_fraction,drop_top5_fraction,victim_delivered_gbit,victim_goodput_gbps,mean_elephant_delivered_gbit
incast-4-seed2010,C-incast,2010,0.0183,6603,8000.0,7924.606549,19.8115163725,0.990575818625,0.009424181375,0.0,0.0,-8.526512829121202e-14,6.80954897349856,6.80954897349856,7.268531984041008,9450.0,37800.0,5,5,0.999728532484775,0.814059113492452,1.0,1.0,1.0,0.0,0.0,0.0
incast-8-seed2001,C-incast,2001,0.021,7214,16000.0,15972.123329,39.9303083225,0.9982577080625,0.0017422919999999999,0.0,0.0,-1.0000000116860974e-06,5.042572373034157,7.270244860613279,8.394261682713697,18900.0,236250.0,27,27,0.999987315312273,0.5945453555204546,1.0,0.7697391568118318,1.0,0.0,0.0,0.0
incast-8-seed2002,C-incast,2002,0.025,7706,16000.0,13106.469248,32.76617312,0.819154328,0.03267917875,0.09071850181249999,0.0039332414375,856.2360000000006,5.603659676773073,8.904323048840212,8.904323048840212,19450.0,105050.0,10,10,0.9662944685229817,0.7066202874119986,1.0,0.5292303818987496,1.0,0.0,0.0,0.0
incast-8-seed2003,C-incast,2003,0.0237,7573,16000.0,13716.005229,34.2900130725,0.8572503268125,0.03306438625,0.0797600785625,0.00625,378.8033339999997,9.679605072113059,9.679605072113059,9.679605072113059,0.0,633298.0,67,66,0.9615308200427327,0.5478901203105992,1.0,0.8050115571856411,1.0,0.0,0.0,0.0
incast-8-seed2004,C-incast,2004,0.0261,8012,16000.0,15504.342305,38.7608557625,0.9690213940625,0.0287965984375,0.0,0.0,34.912119999999845,4.95460265221179,8.86703694918765,9.679605072113059,18900.0,529200.0,58,58,0.9990461857447243,0.37941385948982487,1.0,0.48661695774289315,1.0,0.0,0.0,0.0
incast-8-seed2005,C-incast,2005,0.0193,6950,16000.0,15998.785527,39.9969638175,0.9999240954375,7.59045625e-05,0.0,0.0,-1.7763568394002505e-15,6.260643093258539,6.260643093258539,6.260643093258539,0.0,207900.0,22,22,0.9999999596615662,1.0,1.0,1.0,1.0,0.0,0.0,0.0
incast-8-seed2006,C-incast,2006,0.0265,8102,16000.0,15315.868575,38.289671437500004,0.9572417859375,0.0358807510625,0.0,0.0,110.03940799999953,6.093943718824785,9.679605072113059,9.679605072113059,0.0,702600.0,68,68,0.997304076410163,0.3828130386377606,0.9829474217696061,0.4669923689254157,1.0,0.0,0.0,0.0
incast-8-seed2007,C-incast,2007,0.0281,8240,16000.0,13567.067109,33.917667772499996,0.8479416943125,0.0368431545625,0.08570100562499999,0.00625,372.2263280000004,2.9526638734345307,9.679605072113059,9.679605072113059,0.0,983498.0,103,102,0.9627010910784943,0.24041295368238585,0.9898685875917633,0.6140001570474914,1.0,0.0,0.0,0.0
incast-8-seed2008,C-incast,2008,0.0257,8000,16000.0,15577.508404,38.94377101,0.97359427525,0.024009050312500002,0.0,0.0,38.346790999999826,7.208142317561918,9.679605072113059,9.679605072113059,0.0,822150.0,87,87,0.9995166854659705,0.40011763435638625,1.0,0.37093618642063897,1.0,0.0,0.0,0.0
incast-8-seed2009,C-incast,2009,0.0219,7424,16000.0,15737.259541,39.3431488525,0.9835787213125,0.014023466750000001,0.0,0.0,38.36499100000054,9.679605072113059,9.679605072113059,9.679605072113059,0.0,538650.0,57,57,0.9994403383941475,0.6157360331364592,1.0,0.6349847880874392,1.0,0.0,0.0,0.0
incast-8-seed2010,C-incast,2010,0.0225,7488,16000.0,15917.719074,39.794297685000004,0.994857442125,0.002960550375,0.0,0.0,34.912119999999454,4.95460265221179,9.375229890620464,9.679605072113059,18900.0,236250.0,27,27,0.9998968664559771,0.5230763538489657,1.0,0.9695806983186361,1.0,0.0,0.0,0.0
incast-16-seed2001,C-incast,2001,0.0448,10944,32000.0,27181.167533,67.9529188325,0.84941148540625,0.04605172534375,0.0813374869375,0.0025363395625,661.2148080000005,5.72383634407125,9.679605072113059,9.679605072113059,58350.0,1204698.0,122,121,0.9604209142913381,0.23282623030093683,0.7939855578573429,0.4059574611038375,0.8430412878986522,0.0,0.0,0.0
incast-16-seed2002,C-incast,2002,0.0434,10750,32000.0,27044.657261,67.6116431525,0.84514553940625,0.0405579225,0.06049597071875,0.007051992343750001,1495.9544009999995,3.7186663197038503,6.709341324602062,8.904323048840212,48350.0,795196.0,85,83,0.9763912208477696,0.2993041095961794,0.9114853054497128,0.5243914598313066,0.9893447705870536,0.0,0.0,0.0
incast-16-seed2003,C-incast,2003,0.0443,10748,32000.0,25192.850144,62.98212536,0.787276567,0.05748625509375001,0.10126263628125,0.0050143541875,1566.725998,3.7851409896824597,8.394261682713697,8.904323048840212,38350.0,629348.0,59,58,0.9531599331668994,0.3226629708266592,0.7929975367789265,0.48407754359485977,0.9007133255690098,0.0,0.0,0.0
incast-16-seed2004,C-incast,2004,0.0422,10477,32000.0,23933.362,59.833405,0.7479175625000001,0.0515129973125,0.16506636203124997,0.005233042187500001,968.6411509999995,6.529600232310522,8.394261682713697,9.679605072113059,37800.0,434848.0,50,49,0.9057530148308155,0.38856950966117093,0.979276478611688,0.7388527074120445,1.0,0.0,0.0,0.0
incast-16-seed2005,C-incast,2005,0.0426,10682,32000.0,27108.076568,67.77019142,0.84712739275,0.045424653499999995,0.08004197015625,0.003125,776.9914749999996,6.260643093258539,9.679605072113059,9.679605072113059,0.0,1352598.0,141,140,0.9591720488835358,0.2442492933218037,0.963121398780314,0.5486514573798564,1.0,0.0,0.0,0.0
incast-16-seed2006,C-incast,2006,0.0433,10709,32000.0,25768.648,64.42162,0.8052702500000001,0.048016778312499994,0.07953114878124999,0.009375,1849.8183329999993,6.260643093258539,8.394261682713697,8.394261682713697,9450.0,1039944.0,111,108,0.978950810680327,0.32617355435475165,1.0,0.3997214161284845,1.0,0.0,0.0,0.0
incast-16-seed2007,C-incast,2007,0.0424,10574,32000.0,25561.582496,63.90395624,0.798799453,0.044906868437500004,0.11922084284375,0.006615812499999999,974.6247430000011,2.959975708704798,9.679605072113059,9.679605072113059,19450.0,881896.0,89,87,0.9349236215850587,0.30217852586436655,0.8562001339827775,0.3970227772576465,0.990712884336826,0.0,0.0,0.0
incast-16-seed2008,C-incast,2008,0.0463,11084,32000.0,25430.39,63.575975,0.7946996875,0.05671773859375,0.0740032885,0.009375,2086.5371330000007,6.260643093258539,8.394261682713697,8.394261682713697,0.0,1058844.0,112,109,0.9766302869163228,0.31083932878966847,0.9752603304309674,0.37169652229087824,1.0,0.0,0.0,0.0
incast-16-seed2009,C-incast,2009,0.0424,10648,32000.0,29504.921977,73.76230494250001,0.9220288117812501,0.02905704709375,0.024106597531249996,0.003125,693.8413949999983,5.70418057967143,9.679605072113059,9.679605072113059,9450.0,1105798.0,118,117,0.9895806700849168,0.26923100965692487,0.9720449695650234,0.3481504965855922,1.0,0.0,0.0,0.0
incast-16-seed2010,C-incast,2010,0.0456,10910,32000.0,21418.276625,53.5456915625,0.6693211445312499,0.05961801687499999,0.22973221793750004,0.008374448781249998,1054.533500000001,3.6461810563912356,9.679605072113059,9.679605072113059,9450.0,1078696.0,113,111,0.8841250266834677,0.23634818005510724,0.9110079542511278,0.5506597229673451,1.0,0.0,0.0,0.0
victim-asymmetric,D-victim,0,0.0275,10053,24400.0,5809.968888,9.68328148,0.23811347901639346,0.01677717213114754,0.7368604144262296,0.0,201.2739999999988,0.9514115086896469,2.7484698470741313,8.499056529904507,9450.0,0.0,1,1,1.0,1.0,1.0,1.0,1.0,400.0000778,0.6666667963333333,676.2458833500002
victim-symmetric,D-victim,0,0.0277,10053,24400.0,5809.968888,9.68328148,0.23811347901639346,0.01677717213114754,0.7368604144262296,0.0,201.2739999999988,0.9514115086896469,2.7484698470741313,8.499056529904507,9450.0,0.0,1,1,1.0,1.0,1.0,1.0,1.0,400.0000778,0.6666667963333333,676.2458833500002
