interval,event,switch,switch_name,port,target_type,target_index,flow_id,source_terminal,destination_terminal,creation_interval,age_intervals,capacity_gbit,queued_before_gbit,send_gbit,remaining_after_gbit,dropped_gbit
1,stage_arrival,46,S24,1,switch,44,51630,92,0,0,1,217.722,0,0,62.4394,0
1,stage_arrival,16,S11,0,switch,12,51635,32,0,0,1,200.84,0,0,53.1735,0
1,stage_arrival,33,S34,0,switch,26,51625,66,0,0,1,235.741,0,0,29.7495,0
1,stage_arrival,48,S50,3,switch,10,51628,97,0,0,1,118.54,0,0,53.1841,0
1,stage_arrival,59,S41,0,switch,13,51620,118,0,0,1,132.99,0,0,53.1735,0
1,stage_arrival,51,S48,0,switch,57,51624,103,0,0,1,201.033,0,0,50.8089,0
1,stage_arrival,32,S21,1,switch,43,51631,65,0,0,1,261.425,0,0,62.4519,0
1,stage_arrival,35,S17,2,switch,37,51622,71,0,0,1,246.878,0,0,51.6085,0
1,stage_arrival,17,S35,1,switch,56,51621,35,0,0,1,252.252,0,0,50.8191,0
1,stage_arrival,57,S47,1,switch,50,51627,115,0,0,1,259.289,0,0,50.8191,0
1,stage_arrival,7,S45,2,switch,61,51623,15,0,0,1,100.666,0,0,50.7854,0
1,stage_arrival,41,S49,2,switch,26,51634,83,0,0,1,214.063,0,0,29.7495,0
1,stage_arrival,41,S49,2,switch,26,51626,82,0,0,1,214.063,0,0,29.7495,0
1,stage_arrival,54,S31,1,switch,37,51629,108,0,0,1,242.335,0,0,51.6085,0
1,stage_arrival,3,S27,0,switch,0,51633,7,0,0,1,119.129,0,0,29.7735,0
1,stage_arrival,43,S22,0,switch,0,51632,86,0,0,1,203.304,0,0,62.4644,0
1,allocate_send_arrival,3,S27,0,switch,0,51633,7,0,0,1,119.129,0,29.7735,0,0
1,allocate_send_arrival,43,S22,0,switch,0,51632,86,0,0,1,203.304,0,62.4644,0,0
1,allocate_send_arrival,17,S35,1,switch,56,51621,35,0,0,1,252.252,0,50.8191,0,0
1,allocate_send_arrival,41,S49,2,switch,26,51634,83,0,0,1,214.063,0,29.7495,0,0
1,allocate_send_arrival,41,S49,2,switch,26,51626,82,0,0,1,214.063,0,29.7495,0,0
1,allocate_send_arrival,46,S24,1,switch,44,51630,92,0,0,1,217.722,0,62.4394,0,0
1,allocate_send_arrival,33,S34,0,switch,26,51625,66,0,0,1,235.741,0,29.7495,0,0
1,allocate_send_arrival,16,S11,0,switch,12,51635,32,0,0,1,200.84,0,53.1735,0,0
1,allocate_send_arrival,32,S21,1,switch,43,51631,65,0,0,1,261.425,0,62.4519,0,0
1,allocate_send_arrival,57,S47,1,switch,50,51627,115,0,0,1,259.289,0,50.8191,0,0
1,allocate_send_arrival,7,S45,2,switch,61,51623,15,0,0,1,100.666,0,50.7854,0,0
1,allocate_send_arrival,54,S31,1,switch,37,51629,108,0,0,1,242.335,0,51.6085,0,0
1,allocate_send_arrival,48,S50,3,switch,10,51628,97,0,0,1,118.54,0,53.1841,0,0
1,allocate_send_arrival,51,S48,0,switch,57,51624,103,0,0,1,201.033,0,50.8089,0,0
1,allocate_send_arrival,35,S17,2,switch,37,51622,71,0,0,1,246.878,0,51.6085,0,0
1,allocate_send_arrival,59,S41,0,switch,13,51620,118,0,0,1,132.99,0,53.1735,0,0
2,stage_arrival,41,S49,2,switch,26,51626,82,0,0,2,214.063,0,0,29.7823,0
2,stage_arrival,35,S17,2,switch,37,51622,71,0,0,2,246.878,0,0,51.655,0
2,stage_arrival,48,S50,3,switch,10,51628,97,0,0,2,118.54,0,0,53.2427,0
2,stage_arrival,50,S38,2,switch,4,51627,115,0,0,2,290.506,0,0,50.8191,0
2,stage_arrival,61,S46,1,switch,57,51623,15,0,0,2,199.213,0,0,50.7854,0
2,stage_arrival,26,S33,0,switch,3,51625,66,0,0,2,174.708,0,0,29.7495,0
2,stage_arrival,10,S61,0,switch,1,51628,97,0,0,2,227.172,0,0,53.1841,0
2,stage_arrival,51,S48,0,switch,57,51624,103,0,0,2,201.033,0,0,50.877,0
2,stage_arrival,37,S32,0,switch,0,51629,108,0,0,2,103.31,0,0,51.6085,0
2,stage_arrival,0,S00,5,terminal,0,51633,7,0,0,2,1000,0,0,29.7735,0
2,stage_arrival,16,S11,0,switch,12,51635,32,0,0,2,200.84,0,0,53.2427,0
2,stage_arrival,26,S33,0,switch,3,51626,82,0,0,2,174.708,0,0,29.7495,0
2,stage_arrival,57,S47,1,switch,50,51627,115,0,0,2,259.289,0,0,50.877,0
2,stage_arrival,0,S00,5,terminal,0,51632,86,0,0,2,1000,0,0,62.4644,0
2,stage_arrival,26,S33,0,switch,3,51634,83,0,0,2,174.708,0,0,29.7495,0
2,stage_arrival,3,S27,0,switch,0,51633,7,0,0,2,119.129,0,0,29.7823,0
2,stage_arrival,43,S22,0,switch,0,51631,65,0,0,2,203.304,0,0,62.4519,0
2,stage_arrival,33,S34,0,switch,26,51625,66,0,0,2,235.741,0,0,29.7823,0
2,stage_arrival,44,S23,0,switch,43,51630,92,0,0,2,211.017,0,0,62.4394,0
2,stage_arrival,43,S22,0,switch,0,51632,86,0,0,2,203.304,0,0,62.5,0
2,stage_arrival,57,S47,1,switch,50,51624,103,0,0,2,259.289,0,0,50.8089,0
2,stage_arrival,7,S45,2,switch,61,51623,15,0,0,2,100.666,0,0,50.877,0
2,stage_arrival,37,S32,0,switch,0,51622,71,0,0,2,103.31,0,0,51.6085,0
2,stage_arrival,41,S49,2,switch,26,51634,83,0,0,2,214.063,0,0,29.7823,0
2,stage_arrival,46,S24,1,switch,44,51630,92,0,0,2,217.722,0,0,62.5,0
2,stage_arrival,12,S04,0,switch,6,51635,32,0,0,2,184.169,0,0,53.1735,0
2,stage_arrival,59,S41,0,switch,13,51620,118,0,0,2,132.99,0,0,53.2427,0
2,stage_arrival,54,S31,1,switch,37,51629,108,0,0,2,242.335,0,0,51.655,0
2,stage_arrival,32,S21,1,switch,43,51631,65,0,0,2,261.425,0,0,62.5,0
2,stage_arrival,56,S36,2,switch,4,51621,35,0,0,2,112.305,0,0,50.8191,0
2,stage_arrival,17,S35,1,switch,56,51621,35,0,0,2,252.252,0,0,50.877,0
2,stage_arrival,13,S40,0,switch,6,51620,118,0,0,2,162.644,0,0,53.1735,0
2,allocate_send_arrival,37,S32,0,switch,0,51629,108,0,0,2,103.31,0,51.6085,0,0
2,allocate_send_arrival,37,S32,0,switch,0,51622,71,0,0,2,103.31,0,51.6085,0,0
2,allocate_send_arrival,3,S27,0,switch,0,51633,7,0,0,2,119.129,0,29.7823,0,0
2,allocate_send_arrival,10,S61,0,switch,1,51628,97,0,0,2,227.172,0,53.1841,0,0
2,allocate_send_arrival,0,S00,5,terminal,0,51633,7,0,0,2,1000,0,29.7735,0,0
2,allocate_send_arrival,0,S00,5,terminal,0,51632,86,0,0,2,1000,0,62.4644,0,0
2,allocate_send_arrival,43,S22,0,switch,0,51631,65,0,0,2,203.304,0,62.4519,0,0
2,allocate_send_arrival,43,S22,0,switch,0,51632,86,0,0,2,203.304,0,62.5,0,0
2,allocate_send_arrival,48,S50,3,switch,10,51628,97,0,0,2,118.54,0,53.2427,0,0
2,allocate_send_arrival,59,S41,0,switch,13,51620,118,0,0,2,132.99,0,53.2427,0,0
2,allocate_send_arrival,61,S46,1,switch,57,51623,15,0,0,2,199.213,0,50.7854,0,0
2,allocate_send_arrival,26,S33,0,switch,3,51625,66,0,0,2,174.708,0,29.7495,0,0
2,allocate_send_arrival,26,S33,0,switch,3,51626,82,0,0,2,174.708,0,29.7495,0,0
2,allocate_send_arrival,26,S33,0,switch,3,51634,83,0,0,2,174.708,0,29.7495,0,0
2,allocate_send_arrival,13,S40,0,switch,6,51620,118,0,0,2,162.644,0,53.1735,0,0
2,allocate_send_arrival,44,S23,0,switch,43,51630,92,0,0,2,211.017,0,62.4394,0,0
2,allocate_send_arrival,51,S48,0,switch,57,51624,103,0,0,2,201.033,0,50.877,0,0
2,allocate_send_arrival,35,S17,2,switch,37,51622,71,0,0,2,246.878,0,51.655,0,0
