interval,event,terminal,terminal_name,attached_switch,peer_terminal,mbit
400,receive,1,VLAN4012.1,0,0,2989.3
403,send,0,VLAN4012.0,0,1,2989.3
404,trace_offer,0,VLAN4012.0,0,1,2989.3
404,send,0,VLAN4012.0,0,1,2989.3
405,trace_offer,0,VLAN4012.0,0,1,2989.3
402,receive,1,VLAN4012.1,0,0,2989.3
405,send,0,VLAN4012.0,0,1,2989.3
406,trace_offer,0,VLAN4012.0,0,1,2989.3
403,receive,1,VLAN4012.1,0,0,2989.3
406,send,0,VLAN4012.0,0,1,2989.3
407,trace_offer,0,VLAN4012.0,0,1,2989.3
404,receive,1,VLAN4012.1,0,0,2989.3
407,send,0,VLAN4012.0,0,1,2989.3
408,trace_offer,0,VLAN4012.0,0,1,2989.3
405,receive,1,VLAN4012.1,0,0,2989.3
408,send,0,VLAN4012.0,0,1,2989.3
409,trace_offer,0,VLAN4012.0,0,1,2989.3
406,receive,1,VLAN4012.1,0,0,2989.3
409,send,0,VLAN4012.0,0,1,2989.3
410,trace_offer,0,VLAN4012.0,0,1,3006.48
407,receive,1,VLAN4012.1,0,0,2989.3
410,send,0,VLAN4012.0,0,1,3006.48
411,trace_offer,0,VLAN4012.0,0,1,3006.48
408,receive,1,VLAN4012.1,0,0,2989.3
408,receive,1,VLAN4012.1,0,0,3006.48
411,send,0,VLAN4012.0,0,1,3006.48
412,trace_offer,0,VLAN4012.0,0,1,3006.48
412,send,0,VLAN4012.0,0,1,3006.48
413,trace_offer,0,VLAN4012.0,0,1,3006.48
410,receive,1,VLAN4012.1,0,0,3006.48
410,receive,1,VLAN4012.1,0,0,3006.48
413,send,0,VLAN4012.0,0,1,3006.48
414,trace_offer,0,VLAN4012.0,0,1,3006.48
414,send,0,VLAN4012.0,0,1,3006.48
415,trace_offer,0,VLAN4012.0,0,1,3006.48
412,receive,1,VLAN4012.1,0,0,3006.48
415,send,0,VLAN4012.0,0,1,3006.48
416,trace_offer,0,VLAN4012.0,0,1,3006.48
413,receive,1,VLAN4012.1,0,0,3006.48
416,send,0,VLAN4012.0,0,1,3006.48
417,trace_offer,0,VLAN4012.0,0,1,3006.48
414,receive,1,VLAN4012.1,0,0,3006.48
414,receive,1,VLAN4012.1,0,0,3006.48
417,send,0,VLAN4012.0,0,1,3006.48
418,trace_offer,0,VLAN4012.0,0,1,3006.48
415,receive,1,VLAN4012.1,0,0,3006.48
418,send,0,VLAN4012.0,0,1,3006.48
419,trace_offer,0,VLAN4012.0,0,1,3006.48
419,send,0,VLAN4012.0,0,1,3006.48
420,trace_offer,0,VLAN4012.0,0,1,3015.07
417,receive,1,VLAN4012.1,0,0,3006.48
420,send,0,VLAN4012.0,0,1,3015.07
421,trace_offer,0,VLAN4012.0,0,1,3015.07
418,receive,1,VLAN4012.1,0,0,3006.48
421,send,0,VLAN4012.0,0,1,3015.07
422,trace_offer,0,VLAN4012.0,0,1,3015.07
419,receive,1,VLAN4012.1,0,0,3015.07
422,send,0,VLAN4012.0,0,1,3015.07
423,trace_offer,0,VLAN4012.0,0,1,3015.07
