interval,event,terminal,terminal_name,attached_switch,peer_terminal,mbit
22,send,0,VLAN4012.0,0,1,3161.1
23,trace_offer,0,VLAN4012.0,0,1,3161.1
20,receive,1,VLAN4012.1,0,0,3161.1
23,send,0,VLAN4012.0,0,1,3161.1
24,trace_offer,0,VLAN4012.0,0,1,3161.1
21,receive,1,VLAN4012.1,0,0,3161.1
24,send,0,VLAN4012.0,0,1,3161.1
25,trace_offer,0,VLAN4012.0,0,1,3161.1
22,receive,1,VLAN4012.1,0,0,3161.1
25,send,0,VLAN4012.0,0,1,3161.1
26,trace_offer,0,VLAN4012.0,0,1,3161.1
23,receive,1,VLAN4012.1,0,0,3161.1
26,send,0,VLAN4012.0,0,1,3161.1
27,trace_offer,0,VLAN4012.0,0,1,3161.1
24,receive,1,VLAN4012.1,0,0,3161.1
24,receive,1,VLAN4012.1,0,0,3161.1
27,send,0,VLAN4012.0,0,1,3161.1
28,trace_offer,0,VLAN4012.0,0,1,3161.1
28,send,0,VLAN4012.0,0,1,3161.1
29,trace_offer,0,VLAN4012.0,0,1,3161.1
26,receive,1,VLAN4012.1,0,0,3161.1
29,send,0,VLAN4012.0,0,1,3161.1
30,trace_offer,5,LBNL_VLAN3002.1,1,7,28.6052
30,trace_offer,0,VLAN4012.0,0,1,3195.46
27,receive,1,VLAN4012.1,0,0,3161.1
30,send,5,LBNL_VLAN3002.1,1,7,28.6052
30,send,0,VLAN4012.0,0,1,3195.46
31,trace_offer,5,LBNL_VLAN3002.1,1,7,28.6052
31,trace_offer,0,VLAN4012.0,0,1,3195.46
28,receive,1,VLAN4012.1,0,0,3195.46
28,receive,1,VLAN4012.1,0,0,3161.1
31,send,0,VLAN4012.0,0,1,3195.46
31,send,5,LBNL_VLAN3002.1,1,7,28.6052
32,trace_offer,0,VLAN4012.0,0,1,3195.46
32,trace_offer,5,LBNL_VLAN3002.1,1,7,28.6052
32,send,5,LBNL_VLAN3002.1,1,7,28.6052
32,send,0,VLAN4012.0,0,1,3195.46
33,trace_offer,0,VLAN4012.0,0,1,3195.46
33,trace_offer,5,LBNL_VLAN3002.1,1,7,28.6052
30,receive,1,VLAN4012.1,0,0,3195.46
33,send,0,VLAN4012.0,0,1,3195.46
33,send,5,LBNL_VLAN3002.1,1,7,28.6052
34,trace_offer,5,LBNL_VLAN3002.1,1,7,28.6052
34,trace_offer,0,VLAN4012.0,0,1,3195.46
31,receive,1,VLAN4012.1,0,0,3195.46
34,send,0,VLAN4012.0,0,1,3195.46
34,send,5,LBNL_VLAN3002.1,1,7,28.6052
35,trace_offer,5,LBNL_VLAN3002.1,1,7,28.6052
35,trace_offer,0,VLAN4012.0,0,1,3195.46
32,receive,1,VLAN4012.1,0,0,3195.46
35,send,0,VLAN4012.0,0,1,3195.46
35,send,5,LBNL_VLAN3002.1,1,7,28.6052
36,trace_offer,5,LBNL_VLAN3002.1,1,7,28.6052
36,trace_offer,0,VLAN4012.0,0,1,3195.46
33,receive,1,VLAN4012.1,0,0,3195.46
36,send,5,LBNL_VLAN3002.1,1,7,28.6052
36,send,0,VLAN4012.0,0,1,3195.46
37,trace_offer,5,LBNL_VLAN3002.1,1,7,28.6052
37,trace_offer,0,VLAN4012.0,0,1,3195.46
34,receive,1,VLAN4012.1,0,0,3195.46
34,receive,7,LBNL_VLAN3001.1,3,5,143.026
34,receive,1,VLAN4012.1,0,0,3195.46
37,send,0,VLAN4012.0,0,1,3195.46
37,send,5,LBNL_VLAN3002.1,1,7,28.6052
38,trace_offer,0,VLAN4012.0,0,1,3195.46
38,trace_offer,5,LBNL_VLAN3002.1,1,7,28.6052
35,receive,7,LBNL_VLAN3001.1,3,5,28.6052
38,send,5,LBNL_VLAN3002.1,1,7,28.6052
38,send,0,VLAN4012.0,0,1,3195.46
39,trace_offer,0,VLAN4012.0,0,1,3195.46
39,trace_offer,5,LBNL_VLAN3002.1,1,7,28.6052
36,receive,1,VLAN4012.1,0,0,3195.46
39,send,5,LBNL_VLAN3002.1,1,7,28.6052
39,send,0,VLAN4012.0,0,1,3195.46
40,trace_offer,0,VLAN4012.0,0,1,3169.69
40,trace_offer,5,LBNL_VLAN3002.1,1,7,25.0819
37,receive,1,VLAN4012.1,0,0,3195.46
37,receive,7,LBNL_VLAN3001.1,3,5,57.2103
40,send,0,VLAN4012.0,0,1,3169.69
40,send,5,LBNL_VLAN3002.1,1,7,25.0819
41,trace_offer,0,VLAN4012.0,0,1,3169.69
41,trace_offer,5,LBNL_VLAN3002.1,1,7,25.0819
38,receive,1,VLAN4012.1,0,0,3195.46
41,send,5,LBNL_VLAN3002.1,1,7,25.0819
41,send,0,VLAN4012.0,0,1,3169.69
42,trace_offer,0,VLAN4012.0,0,1,3169.69
42,trace_offer,5,LBNL_VLAN3002.1,1,7,25.0819
39,receive,1,VLAN4012.1,0,0,3169.69
39,receive,1,VLAN4012.1,0,0,3169.69
39,receive,7,LBNL_VLAN3001.1,3,5,57.2103
42,send,5,LBNL_VLAN3002.1,1,7,25.0819
42,send,0,VLAN4012.0,0,1,3169.69
43,trace_offer,5,LBNL_VLAN3002.1,1,7,25.0819
43,trace_offer,0,VLAN4012.0,0,1,3169.69
43,send,5,LBNL_VLAN3002.1,1,7,25.0819
43,send,0,VLAN4012.0,0,1,3169.69
44,trace_offer,5,LBNL_VLAN3002.1,1,7,25.0819
44,trace_offer,0,VLAN4012.0,0,1,3169.69
41,receive,7,LBNL_VLAN3001.1,3,5,25.0819
41,receive,1,VLAN4012.1,0,0,3169.69
44,send,0,VLAN4012.0,0,1,3169.69
44,send,5,LBNL_VLAN3002.1,1,7,25.0819
45,trace_offer,0,VLAN4012.0,0,1,3169.69
45,trace_offer,5,LBNL_VLAN3002.1,1,7,25.0819
42,receive,7,LBNL_VLAN3001.1,3,5,50.1639
42,receive,1,VLAN4012.1,0,0,3169.69
45,send,5,LBNL_VLAN3002.1,1,7,25.0819
45,send,0,VLAN4012.0,0,1,3169.69
46,trace_offer,5,LBNL_VLAN3002.1,1,7,25.0819
46,trace_offer,0,VLAN4012.0,0,1,3169.69
43,receive,1,VLAN4012.1,0,0,3169.69
46,send,0,VLAN4012.0,0,1,3169.69
46,send,5,LBNL_VLAN3002.1,1,7,25.0819
47,trace_offer,5,LBNL_VLAN3002.1,1,7,25.0819
47,trace_offer,0,VLAN4012.0,0,1,3169.69
44,receive,7,LBNL_VLAN3001.1,3,5,25.0819
44,receive,1,VLAN4012.1,0,0,3169.69
47,send,5,LBNL_VLAN3002.1,1,7,25.0819
47,send,0,VLAN4012.0,0,1,3169.69
48,trace_offer,5,LBNL_VLAN3002.1,1,7,25.0819
48,trace_offer,0,VLAN4012.0,0,1,3169.69
45,receive,1,VLAN4012.1,0,0,3169.69
45,receive,7,LBNL_VLAN3001.1,3,5,25.0819
48,send,5,LBNL_VLAN3002.1,1,7,25.0819
48,send,0,VLAN4012.0,0,1,3169.69
49,trace_offer,5,LBNL_VLAN3002.1,1,7,25.0819
49,trace_offer,0,VLAN4012.0,0,1,3169.69
46,receive,1,VLAN4012.1,0,0,3169.69
46,receive,7,LBNL_VLAN3001.1,3,5,25.0819
49,send,0,VLAN4012.0,0,1,3169.69
49,send,5,LBNL_VLAN3002.1,1,7,25.0819
50,trace_offer,0,VLAN4012.0,0,1,3195.46
50,trace_offer,5,LBNL_VLAN3002.1,1,7,31.5412
47,receive,1,VLAN4012.1,0,0,3169.69
47,receive,7,LBNL_VLAN3001.1,3,5,25.0819
50,send,5,LBNL_VLAN3002.1,1,7,31.5412
50,send,0,VLAN4012.0,0,1,3195.46
51,trace_offer,0,VLAN4012.0,0,1,3195.46
51,trace_offer,5,LBNL_VLAN3002.1,1,7,31.5412
48,receive,7,LBNL_VLAN3001.1,3,5,25.0819
48,receive,1,VLAN4012.1,0,0,3169.69
51,send,0,VLAN4012.0,0,1,3195.46
51,send,5,LBNL_VLAN3002.1,1,7,31.5412
52,trace_offer,0,VLAN4012.0,0,1,3195.46
52,trace_offer,5,LBNL_VLAN3002.1,1,7,31.5412
49,receive,7,LBNL_VLAN3001.1,3,5,25.0819
49,receive,1,VLAN4012.1,0,0,3195.46
52,send,0,VLAN4012.0,0,1,3195.46
52,send,5,LBNL_VLAN3002.1,1,7,31.5412
53,trace_offer,0,VLAN4012.0,0,1,3195.46
53,trace_offer,5,LBNL_VLAN3002.1,1,7,31.5412
50,receive,1,VLAN4012.1,0,0,3195.46
50,receive,7,LBNL_VLAN3001.1,3,5,25.0819
53,send,0,VLAN4012.0,0,1,3195.46
53,send,5,LBNL_VLAN3002.1,1,7,31.5412
54,trace_offer,0,VLAN4012.0,0,1,3195.46
54,trace_offer,5,LBNL_VLAN3002.1,1,7,31.5412
51,receive,1,VLAN4012.1,0,0,3195.46
51,receive,7,LBNL_VLAN3001.1,3,5,63.0823
54,send,5,LBNL_VLAN3002.1,1,7,31.5412
54,send,0,VLAN4012.0,0,1,3195.46
55,trace_offer,0,VLAN4012.0,0,1,3195.46
55,trace_offer,5,LBNL_VLAN3002.1,1,7,31.5412
52,receive,1,VLAN4012.1,0,0,3195.46
55,send,5,LBNL_VLAN3002.1,1,7,31.5412
55,send,0,VLAN4012.0,0,1,3195.46
56,trace_offer,0,VLAN4012.0,0,1,3195.46
56,trace_offer,5,LBNL_VLAN3002.1,1,7,31.5412
53,receive,1,VLAN4012.1,0,0,3195.46
53,receive,7,LBNL_VLAN3001.1,3,5,31.5412
56,send,5,LBNL_VLAN3002.1,1,7,31.5412
56,send,0,VLAN4012.0,0,1,3195.46
57,trace_offer,0,VLAN4012.0,0,1,3195.46
57,trace_offer,5,LBNL_VLAN3002.1,1,7,31.5412
54,receive,7,LBNL_VLAN3001.1,3,5,63.0823
54,receive,1,VLAN4012.1,0,0,3195.46
54,receive,1,VLAN4012.1,0,0,3195.46
57,send,0,VLAN4012.0,0,1,3195.46
57,send,5,LBNL_VLAN3002.1,1,7,31.5412
58,trace_offer,5,LBNL_VLAN3002.1,1,7,31.5412
58,trace_offer,0,VLAN4012.0,0,1,3195.46
58,send,0,VLAN4012.0,0,1,3195.46
58,send,5,LBNL_VLAN3002.1,1,7,31.5412
59,trace_offer,0,VLAN4012.0,0,1,3195.46
59,trace_offer,5,LBNL_VLAN3002.1,1,7,31.5412
56,receive,1,VLAN4012.1,0,0,3195.46
56,receive,7,LBNL_VLAN3001.1,3,5,31.5412
59,send,0,VLAN4012.0,0,1,3195.46
59,send,5,LBNL_VLAN3002.1,1,7,31.5412
60,trace_offer,5,LBNL_VLAN3002.1,1,7,24.9981
60,trace_offer,0,VLAN4012.0,0,1,3169.69
57,receive,1,VLAN4012.1,0,0,3195.46
57,receive,1,VLAN4012.1,0,0,3195.46
57,receive,7,LBNL_VLAN3001.1,3,5,31.5412
60,send,5,LBNL_VLAN3002.1,1,7,24.9981
60,send,0,VLAN4012.0,0,1,3169.69
61,trace_offer,0,VLAN4012.0,0,1,3169.69
61,trace_offer,5,LBNL_VLAN3002.1,1,7,24.9981
58,receive,7,LBNL_VLAN3001.1,3,5,31.5412
61,send,0,VLAN4012.0,0,1,3169.69
61,send,5,LBNL_VLAN3002.1,1,7,24.9981
62,trace_offer,0,VLAN4012.0,0,1,3169.69
62,trace_offer,5,LBNL_VLAN3002.1,1,7,24.9981
59,receive,7,LBNL_VLAN3001.1,3,5,63.0823
59,receive,1,VLAN4012.1,0,0,3169.69
62,send,5,LBNL_VLAN3002.1,1,7,24.9981
62,send,0,VLAN4012.0,0,1,3169.69
63,trace_offer,0,VLAN4012.0,0,1,3169.69
63,trace_offer,5,LBNL_VLAN3002.1,1,7,24.9981
60,receive,1,VLAN4012.1,0,0,3169.69
63,send,5,LBNL_VLAN3002.1,1,7,24.9981
63,send,0,VLAN4012.0,0,1,3169.69
64,trace_offer,5,LBNL_VLAN3002.1,1,7,24.9981
64,trace_offer,0,VLAN4012.0,0,1,3169.69
61,receive,7,LBNL_VLAN3001.1,3,5,49.9961
61,receive,1,VLAN4012.1,0,0,3169.69
64,send,0,VLAN4012.0,0,1,3169.69
64,send,5,LBNL_VLAN3002.1,1,7,24.9981
65,trace_offer,5,LBNL_VLAN3002.1,1,7,24.9981
65,trace_offer,0,VLAN4012.0,0,1,3169.69
62,receive,1,VLAN4012.1,0,0,3169.69
65,send,5,LBNL_VLAN3002.1,1,7,24.9981
65,send,0,VLAN4012.0,0,1,3169.69
66,trace_offer,5,LBNL_VLAN3002.1,1,7,24.9981
66,trace_offer,0,VLAN4012.0,0,1,3169.69
63,receive,1,VLAN4012.1,0,0,3169.69
63,receive,7,LBNL_VLAN3001.1,3,5,24.9981
66,send,0,VLAN4012.0,0,1,3169.69
66,send,5,LBNL_VLAN3002.1,1,7,24.9981
67,trace_offer,0,VLAN4012.0,0,1,3169.69
67,trace_offer,5,LBNL_VLAN3002.1,1,7,24.9981
64,receive,1,VLAN4012.1,0,0,3169.69
64,receive,1,VLAN4012.1,0,0,3169.69
64,receive,7,LBNL_VLAN3001.1,3,5,24.9981
67,send,0,VLAN4012.0,0,1,3169.69
67,send,5,LBNL_VLAN3002.1,1,7,24.9981
68,trace_offer,5,LBNL_VLAN3002.1,1,7,24.9981
68,trace_offer,0,VLAN4012.0,0,1,3169.69
65,receive,7,LBNL_VLAN3001.1,3,5,24.9981
68,send,0,VLAN4012.0,0,1,3169.69
68,send,5,LBNL_VLAN3002.1,1,7,24.9981
69,trace_offer,5,LBNL_VLAN3002.1,1,7,24.9981
69,trace_offer,0,VLAN4012.0,0,1,3169.69
66,receive,7,LBNL_VLAN3001.1,3,5,24.9981
66,receive,1,VLAN4012.1,0,0,3169.69
69,send,0,VLAN4012.0,0,1,3169.69
69,send,5,LBNL_VLAN3002.1,1,7,24.9981
70,trace_offer,0,VLAN4012.0,0,1,3143.92
70,trace_offer,5,LBNL_VLAN3002.1,1,7,31.2056
67,receive,7,LBNL_VLAN3001.1,3,5,24.9981
67,receive,1,VLAN4012.1,0,0,3169.69
67,receive,1,VLAN4012.1,0,0,3169.69
70,send,0,VLAN4012.0,0,1,3143.92
70,send,5,LBNL_VLAN3002.1,1,7,31.2056
71,trace_offer,0,VLAN4012.0,0,1,3143.92
71,trace_offer,5,LBNL_VLAN3002.1,1,7,31.2056
68,receive,7,LBNL_VLAN3001.1,3,5,24.9981
71,send,5,LBNL_VLAN3002.1,1,7,31.2056
71,send,0,VLAN4012.0,0,1,3143.92
72,trace_offer,5,LBNL_VLAN3002.1,1,7,31.2056
72,trace_offer,0,VLAN4012.0,0,1,3143.92
69,receive,1,VLAN4012.1,0,0,3143.92
69,receive,7,LBNL_VLAN3001.1,3,5,49.9961
69,receive,1,VLAN4012.1,0,0,3143.92
72,send,0,VLAN4012.0,0,1,3143.92
72,send,5,LBNL_VLAN3002.1,1,7,31.2056
73,trace_offer,5,LBNL_VLAN3002.1,1,7,31.2056
73,trace_offer,0,VLAN4012.0,0,1,3143.92
73,send,0,VLAN4012.0,0,1,3143.92
73,send,5,LBNL_VLAN3002.1,1,7,31.2056
74,trace_offer,5,LBNL_VLAN3002.1,1,7,31.2056
74,trace_offer,0,VLAN4012.0,0,1,3143.92
71,receive,7,LBNL_VLAN3001.1,3,5,31.2056
71,receive,1,VLAN4012.1,0,0,3143.92
74,send,5,LBNL_VLAN3002.1,1,7,31.2056
74,send,0,VLAN4012.0,0,1,3143.92
75,trace_offer,5,LBNL_VLAN3002.1,1,7,31.2056
75,trace_offer,0,VLAN4012.0,0,1,3143.92
72,receive,1,VLAN4012.1,0,0,3143.92
72,receive,7,LBNL_VLAN3001.1,3,5,31.2056
75,send,5,LBNL_VLAN3002.1,1,7,31.2056
75,send,0,VLAN4012.0,0,1,3143.92
76,trace_offer,5,LBNL_VLAN3002.1,1,7,31.2056
76,trace_offer,0,VLAN4012.0,0,1,3143.92
73,receive,7,LBNL_VLAN3001.1,3,5,31.2056
73,receive,1,VLAN4012.1,0,0,3143.92
76,send,0,VLAN4012.0,0,1,3143.92
76,send,5,LBNL_VLAN3002.1,1,7,31.2056
77,trace_offer,0,VLAN4012.0,0,1,3143.92
77,trace_offer,5,LBNL_VLAN3002.1,1,7,31.2056
74,receive,1,VLAN4012.1,0,0,3143.92
74,receive,7,LBNL_VLAN3001.1,3,5,62.4112
74,receive,1,VLAN4012.1,0,0,3143.92
77,send,0,VLAN4012.0,0,1,3143.92
77,send,5,LBNL_VLAN3002.1,1,7,31.2056
78,trace_offer,5,LBNL_VLAN3002.1,1,7,31.2056
78,trace_offer,0,VLAN4012.0,0,1,3143.92
78,send,0,VLAN4012.0,0,1,3143.92
78,send,5,LBNL_VLAN3002.1,1,7,31.2056
79,trace_offer,0,VLAN4012.0,0,1,3143.92
79,trace_offer,5,LBNL_VLAN3002.1,1,7,31.2056
76,receive,7,LBNL_VLAN3001.1,3,5,31.2056
76,receive,1,VLAN4012.1,0,0,3143.92
79,send,0,VLAN4012.0,0,1,3143.92
79,send,5,LBNL_VLAN3002.1,1,7,31.2056
80,trace_offer,5,LBNL_VLAN3002.1,1,7,25.0819
80,trace_offer,0,VLAN4012.0,0,1,3161.1
77,receive,7,LBNL_VLAN3001.1,3,5,62.4112
77,receive,1,VLAN4012.1,0,0,3143.92
77,receive,1,VLAN4012.1,0,0,3143.92
80,send,5,LBNL_VLAN3002.1,1,7,25.0819
80,send,0,VLAN4012.0,0,1,3161.1
81,trace_offer,5,LBNL_VLAN3002.1,1,7,25.0819
81,trace_offer,0,VLAN4012.0,0,1,3161.1
78,receive,1,VLAN4012.1,0,0,3161.1
81,send,0,VLAN4012.0,0,1,3161.1
81,send,5,LBNL_VLAN3002.1,1,7,25.0819
82,trace_offer,5,LBNL_VLAN3002.1,1,7,25.0819
82,trace_offer,0,VLAN4012.0,0,1,3161.1
79,receive,7,LBNL_VLAN3001.1,3,5,62.4112
82,send,0,VLAN4012.0,0,1,3161.1
82,send,5,LBNL_VLAN3002.1,1,7,25.0819
83,trace_offer,0,VLAN4012.0,0,1,3161.1
83,trace_offer,5,LBNL_VLAN3002.1,1,7,25.0819
80,receive,1,VLAN4012.1,0,0,3161.1
80,receive,7,LBNL_VLAN3001.1,3,5,25.0819
83,send,5,LBNL_VLAN3002.1,1,7,25.0819
83,send,0,VLAN4012.0,0,1,3161.1
84,trace_offer,0,VLAN4012.0,0,1,3161.1
84,trace_offer,5,LBNL_VLAN3002.1,1,7,25.0819
81,receive,1,VLAN4012.1,0,0,3161.1
81,receive,7,LBNL_VLAN3001.1,3,5,25.0819
81,receive,1,VLAN4012.1,0,0,3161.1
84,send,5,LBNL_VLAN3002.1,1,7,25.0819
84,send,0,VLAN4012.0,0,1,3161.1
85,trace_offer,5,LBNL_VLAN3002.1,1,7,25.0819
85,trace_offer,0,VLAN4012.0,0,1,3161.1
82,receive,7,LBNL_VLAN3001.1,3,5,25.0819
85,send,0,VLAN4012.0,0,1,3161.1
85,send,5,LBNL_VLAN3002.1,1,7,25.0819
86,trace_offer,0,VLAN4012.0,0,1,3161.1
86,trace_offer,5,LBNL_VLAN3002.1,1,7,25.0819
83,receive,1,VLAN4012.1,0,0,3161.1
83,receive,1,VLAN4012.1,0,0,3161.1
86,send,0,VLAN4012.0,0,1,3161.1
86,send,5,LBNL_VLAN3002.1,1,7,25.0819
87,trace_offer,0,VLAN4012.0,0,1,3161.1
87,trace_offer,5,LBNL_VLAN3002.1,1,7,25.0819
84,receive,1,VLAN4012.1,0,0,3161.1
84,receive,7,LBNL_VLAN3001.1,3,5,50.1639
87,send,5,LBNL_VLAN3002.1,1,7,25.0819
87,send,0,VLAN4012.0,0,1,3161.1
88,trace_offer,0,VLAN4012.0,0,1,3161.1
88,trace_offer,5,LBNL_VLAN3002.1,1,7,25.0819
85,receive,1,VLAN4012.1,0,0,3161.1
85,receive,7,LBNL_VLAN3001.1,3,5,25.0819
88,send,0,VLAN4012.0,0,1,3161.1
88,send,5,LBNL_VLAN3002.1,1,7,25.0819
89,trace_offer,5,LBNL_VLAN3002.1,1,7,25.0819
89,trace_offer,0,VLAN4012.0,0,1,3161.1
86,receive,7,LBNL_VLAN3001.1,3,5,25.0819
89,send,5,LBNL_VLAN3002.1,1,7,25.0819
89,send,0,VLAN4012.0,0,1,3161.1
90,trace_offer,5,LBNL_VLAN3002.1,1,7,31.5412
90,trace_offer,0,VLAN4012.0,0,1,3152.51
87,receive,1,VLAN4012.1,0,0,3161.1
87,receive,7,LBNL_VLAN3001.1,3,5,25.0819
87,receive,1,VLAN4012.1,0,0,3161.1
90,send,0,VLAN4012.0,0,1,3152.51
90,send,5,LBNL_VLAN3002.1,1,7,31.5412
91,trace_offer,0,VLAN4012.0,0,1,3152.51
91,trace_offer,5,LBNL_VLAN3002.1,1,7,31.5412
88,receive,1,VLAN4012.1,0,0,3152.51
91,send,0,VLAN4012.0,0,1,3152.51
91,send,5,LBNL_VLAN3002.1,1,7,31.5412
92,trace_offer,5,LBNL_VLAN3002.1,1,7,31.5412
92,trace_offer,0,VLAN4012.0,0,1,3152.51
89,receive,7,LBNL_VLAN3001.1,3,5,25.0819
89,receive,1,VLAN4012.1,0,0,3152.51
92,send,5,LBNL_VLAN3002.1,1,7,31.5412
92,send,0,VLAN4012.0,0,1,3152.51
93,trace_offer,5,LBNL_VLAN3002.1,1,7,31.5412
93,trace_offer,0,VLAN4012.0,0,1,3152.51
90,receive,7,LBNL_VLAN3001.1,3,5,56.6231
90,receive,1,VLAN4012.1,0,0,3152.51
93,send,5,LBNL_VLAN3002.1,1,7,31.5412
93,send,0,VLAN4012.0,0,1,3152.51
94,trace_offer,5,LBNL_VLAN3002.1,1,7,31.5412
94,trace_offer,0,VLAN4012.0,0,1,3152.51
91,receive,7,LBNL_VLAN3001.1,3,5,31.5412
94,send,5,LBNL_VLAN3002.1,1,7,31.5412
94,send,0,VLAN4012.0,0,1,3152.51
95,trace_offer,0,VLAN4012.0,0,1,3152.51
95,trace_offer,5,LBNL_VLAN3002.1,1,7,31.5412
92,receive,1,VLAN4012.1,0,0,3152.51
92,receive,1,VLAN4012.1,0,0,3152.51
95,send,0,VLAN4012.0,0,1,3152.51
95,send,5,LBNL_VLAN3002.1,1,7,31.5412
96,trace_offer,5,LBNL_VLAN3002.1,1,7,31.5412
96,trace_offer,0,VLAN4012.0,0,1,3152.51
93,receive,7,LBNL_VLAN3001.1,3,5,63.0823
96,send,0,VLAN4012.0,0,1,3152.51
96,send,5,LBNL_VLAN3002.1,1,7,31.5412
97,trace_offer,0,VLAN4012.0,0,1,3152.51
97,trace_offer,5,LBNL_VLAN3002.1,1,7,31.5412
94,receive,1,VLAN4012.1,0,0,3152.51
94,receive,1,VLAN4012.1,0,0,3152.51
97,send,0,VLAN4012.0,0,1,3152.51
97,send,5,LBNL_VLAN3002.1,1,7,31.5412
98,trace_offer,5,LBNL_VLAN3002.1,1,7,31.5412
98,trace_offer,0,VLAN4012.0,0,1,3152.51
95,receive,7,LBNL_VLAN3001.1,3,5,31.5412
98,send,5,LBNL_VLAN3002.1,1,7,31.5412
98,send,0,VLAN4012.0,0,1,3152.51
99,trace_offer,0,VLAN4012.0,0,1,3152.51
99,trace_offer,5,LBNL_VLAN3002.1,1,7,31.5412
96,receive,7,LBNL_VLAN3001.1,3,5,63.0823
96,receive,1,VLAN4012.1,0,0,3152.51
99,send,5,LBNL_VLAN3002.1,1,7,31.5412
99,send,0,VLAN4012.0,0,1,3152.51
100,trace_offer,0,VLAN4012.0,0,1,3143.92
100,trace_offer,5,LBNL_VLAN3002.1,1,7,25.1658
97,receive,1,VLAN4012.1,0,0,3152.51
97,receive,1,VLAN4012.1,0,0,3152.51
97,receive,7,LBNL_VLAN3001.1,3,5,31.5412
100,send,5,LBNL_VLAN3002.1,1,7,25.1658
100,send,0,VLAN4012.0,0,1,3143.92
101,trace_offer,0,VLAN4012.0,0,1,3143.92
101,trace_offer,5,LBNL_VLAN3002.1,1,7,25.1658
101,send,5,LBNL_VLAN3002.1,1,7,25.1658
101,send,0,VLAN4012.0,0,1,3143.92
102,trace_offer,0,VLAN4012.0,0,1,3143.92
102,trace_offer,5,LBNL_VLAN3002.1,1,7,25.1658
99,receive,7,LBNL_VLAN3001.1,3,5,63.0823
99,receive,1,VLAN4012.1,0,0,3143.92
99,receive,1,VLAN4012.1,0,0,3143.92
102,send,0,VLAN4012.0,0,1,3143.92
102,send,5,LBNL_VLAN3002.1,1,7,25.1658
