total_pe,total_kp,total_lp,end_ts,mapping,model_events,network_events,total_events,runtime,events_processed,events_aborted,events_rb,pe_event_ties,eff,send_loc_remote,percent_loc,send_net_remote,percent_net,rb_total,rb_primary,rb_secondary,fc_attempts,num_gvt,net_events,event_rate,events_past_end,event_alloc,memory_alloc,memory_wasted,remote_sends,remote_recvs,pe_struct,kp_struct,lp_struct,lp_model_struct,lp_rngs,total_lp_size,event_struct,event_struct_model,init_time,pq_time,avl_time,lz4_time,buddy_time,event_proc_time,event_cancel_time,event_abort_time,gvt_time,fc_time,primary_rb_time,net_read_time,net_other_time,inst_comp_time,inst_write_time,total_time
4,64,192,31536000000000000.00,model defined,49153,16,49168,0.2917,60125,0,0,0,100.00,0,0.00,15007,24.96,0,0,0,0,938,60125,206130.61,0,49169,1854845,414,15007,15007,1328,320,320,5649536,80,5649936,344,33112,2.3098,0.0472,0.0000,0.0000,0.0000,0.6045,0.0000,0.0000,0.7112,0.0000,0.0000,0.0450,0.0387,0.0000,0.0000,0.7560
