switches,terminals,interval_seconds,codes_runtime_mean_sec,codes_runtime_std_sec,simgrid_runtime_mean_sec,simgrid_runtime_std_sec,codes_gbit_per_wall_sec,simgrid_gbit_per_wall_sec,codes_over_simgrid_runtime
128,256,1,7.797266667,0.034680590,0.014706035,0.000338137,16416.009028805,8703909.456131231,530.208617750
128,256,10,0.828833333,0.002302897,0.014938047,0.000423390,154433.943293786,8568723.685483033,55.484717302
128,256,60,0.177200000,0.000608276,0.014539757,0.000255217,722347.629796840,8803448.365746414,12.187273831
128,256,3600,0.049866667,0.000115470,0.014995021,0.000245385,2566844.919786097,8536166.771623729,3.325548305
