interval,event,terminal,terminal_name,attached_switch,peer_terminal,mbit
0,trace_offer,0,VLAN4012.0,0,1,3109.56
0,send,0,VLAN4012.0,0,1,3109.56
1,trace_offer,0,VLAN4012.0,0,1,3109.56
1,send,0,VLAN4012.0,0,1,3109.56
2,trace_offer,0,VLAN4012.0,0,1,3109.56
2,send,0,VLAN4012.0,0,1,3109.56
3,trace_offer,0,VLAN4012.0,0,1,3109.56
3,send,0,VLAN4012.0,0,1,3109.56
4,trace_offer,0,VLAN4012.0,0,1,3109.56
4,send,0,VLAN4012.0,0,1,3109.56
5,trace_offer,0,VLAN4012.0,0,1,3109.56
2,receive,1,VLAN4012.1,0,0,3109.56
2,receive,1,VLAN4012.1,0,0,3109.56
2,receive,1,VLAN4012.1,0,0,3109.56
2,receive,1,VLAN4012.1,0,0,3109.56
5,send,0,VLAN4012.0,0,1,3109.56
6,trace_offer,0,VLAN4012.0,0,1,3109.56
3,receive,1,VLAN4012.1,0,0,3109.56
6,send,0,VLAN4012.0,0,1,3109.56
7,trace_offer,0,VLAN4012.0,0,1,3109.56
4,receive,1,VLAN4012.1,0,0,3109.56
7,send,0,VLAN4012.0,0,1,3109.56
8,trace_offer,0,VLAN4012.0,0,1,3109.56
5,receive,1,VLAN4012.1,0,0,3109.56
5,receive,1,VLAN4012.1,0,0,3109.56
8,send,0,VLAN4012.0,0,1,3109.56
9,trace_offer,0,VLAN4012.0,0,1,3109.56
6,receive,1,VLAN4012.1,0,0,3109.56
9,send,0,VLAN4012.0,0,1,3109.56
10,trace_offer,0,VLAN4012.0,0,1,3126.74
7,receive,1,VLAN4012.1,0,0,3109.56
10,send,0,VLAN4012.0,0,1,3126.74
11,trace_offer,0,VLAN4012.0,0,1,3126.74
8,receive,1,VLAN4012.1,0,0,3126.74
11,send,0,VLAN4012.0,0,1,3126.74
12,trace_offer,0,VLAN4012.0,0,1,3126.74
12,send,0,VLAN4012.0,0,1,3126.74
13,trace_offer,0,VLAN4012.0,0,1,3126.74
10,receive,1,VLAN4012.1,0,0,3126.74
13,send,0,VLAN4012.0,0,1,3126.74
14,trace_offer,0,VLAN4012.0,0,1,3126.74
11,receive,1,VLAN4012.1,0,0,3126.74
14,send,0,VLAN4012.0,0,1,3126.74
15,trace_offer,0,VLAN4012.0,0,1,3126.74
12,receive,1,VLAN4012.1,0,0,3126.74
12,receive,1,VLAN4012.1,0,0,3126.74
15,send,0,VLAN4012.0,0,1,3126.74
16,trace_offer,0,VLAN4012.0,0,1,3126.74
13,receive,1,VLAN4012.1,0,0,3126.74
16,send,0,VLAN4012.0,0,1,3126.74
17,trace_offer,0,VLAN4012.0,0,1,3126.74
17,send,0,VLAN4012.0,0,1,3126.74
18,trace_offer,0,VLAN4012.0,0,1,3126.74
15,receive,1,VLAN4012.1,0,0,3126.74
15,receive,1,VLAN4012.1,0,0,3126.74
18,send,0,VLAN4012.0,0,1,3126.74
19,trace_offer,0,VLAN4012.0,0,1,3126.74
16,receive,1,VLAN4012.1,0,0,3126.74
19,send,0,VLAN4012.0,0,1,3126.74
20,trace_offer,0,VLAN4012.0,0,1,3100.97
20,send,0,VLAN4012.0,0,1,3100.97
21,trace_offer,0,VLAN4012.0,0,1,3100.97
18,receive,1,VLAN4012.1,0,0,3126.74
18,receive,1,VLAN4012.1,0,0,3100.97
21,send,0,VLAN4012.0,0,1,3100.97
22,trace_offer,0,VLAN4012.0,0,1,3100.97
22,send,0,VLAN4012.0,0,1,3100.97
23,trace_offer,0,VLAN4012.0,0,1,3100.97
20,receive,1,VLAN4012.1,0,0,3100.97
23,send,0,VLAN4012.0,0,1,3100.97
24,trace_offer,0,VLAN4012.0,0,1,3100.97
21,receive,1,VLAN4012.1,0,0,3100.97
24,send,0,VLAN4012.0,0,1,3100.97
25,trace_offer,0,VLAN4012.0,0,1,3100.97
22,receive,1,VLAN4012.1,0,0,3100.97
25,send,0,VLAN4012.0,0,1,3100.97
26,trace_offer,0,VLAN4012.0,0,1,3100.97
23,receive,1,VLAN4012.1,0,0,3100.97
26,send,0,VLAN4012.0,0,1,3100.97
27,trace_offer,0,VLAN4012.0,0,1,3100.97
24,receive,1,VLAN4012.1,0,0,3100.97
24,receive,1,VLAN4012.1,0,0,3100.97
27,send,0,VLAN4012.0,0,1,3100.97
28,trace_offer,0,VLAN4012.0,0,1,3100.97
28,send,0,VLAN4012.0,0,1,3100.97
29,trace_offer,0,VLAN4012.0,0,1,3100.97
26,receive,1,VLAN4012.1,0,0,3100.97
29,send,0,VLAN4012.0,0,1,3100.97
30,trace_offer,0,VLAN4012.0,0,1,3058.02
27,receive,1,VLAN4012.1,0,0,3100.97
30,send,0,VLAN4012.0,0,1,3058.02
31,trace_offer,0,VLAN4012.0,0,1,3058.02
28,receive,1,VLAN4012.1,0,0,3058.02
28,receive,1,VLAN4012.1,0,0,3100.97
31,send,0,VLAN4012.0,0,1,3058.02
32,trace_offer,0,VLAN4012.0,0,1,3058.02
32,send,0,VLAN4012.0,0,1,3058.02
33,trace_offer,0,VLAN4012.0,0,1,3058.02
30,receive,1,VLAN4012.1,0,0,3058.02
33,send,0,VLAN4012.0,0,1,3058.02
34,trace_offer,0,VLAN4012.0,0,1,3058.02
31,receive,1,VLAN4012.1,0,0,3058.02
34,send,0,VLAN4012.0,0,1,3058.02
35,trace_offer,0,VLAN4012.0,0,1,3058.02
32,receive,1,VLAN4012.1,0,0,3058.02
35,send,0,VLAN4012.0,0,1,3058.02
36,trace_offer,0,VLAN4012.0,0,1,3058.02
33,receive,1,VLAN4012.1,0,0,3058.02
36,send,0,VLAN4012.0,0,1,3058.02
37,trace_offer,0,VLAN4012.0,0,1,3058.02
34,receive,1,VLAN4012.1,0,0,3058.02
34,receive,1,VLAN4012.1,0,0,3058.02
37,send,0,VLAN4012.0,0,1,3058.02
38,trace_offer,0,VLAN4012.0,0,1,3058.02
38,send,0,VLAN4012.0,0,1,3058.02
39,trace_offer,0,VLAN4012.0,0,1,3058.02
36,receive,1,VLAN4012.1,0,0,3058.02
39,send,0,VLAN4012.0,0,1,3058.02
40,trace_offer,0,VLAN4012.0,0,1,2997.89
37,receive,1,VLAN4012.1,0,0,3058.02
40,send,0,VLAN4012.0,0,1,2997.89
41,trace_offer,0,VLAN4012.0,0,1,2997.89
38,receive,1,VLAN4012.1,0,0,3058.02
41,send,0,VLAN4012.0,0,1,2997.89
42,trace_offer,0,VLAN4012.0,0,1,2997.89
