interval,event,switch,switch_name,port,target_type,target_index,capacity_mbit,queued_before_mbit,sent_mbit,queued_after_mbit,shared_queued_before_mbit,shared_queued_after_mbit,shared_buffer_mbit,dropped_mbit,active_queue_entries
781,egress,0,VLAN4012,3,terminal,3,20000,0,5772.44,0,0,0,909.28,0,0
782,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
783,egress,0,VLAN4012,3,terminal,3,20000,0,5772.44,0,0,0,909.28,0,0
784,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
785,egress,0,VLAN4012,3,terminal,3,20000,0,2886.22,0,0,0,909.28,0,0
786,egress,0,VLAN4012,3,terminal,3,20000,0,2886.22,0,0,0,909.28,0,0
787,egress,0,VLAN4012,3,terminal,3,20000,0,2886.22,0,0,0,909.28,0,0
788,egress,0,VLAN4012,3,terminal,3,20000,0,5755.26,0,0,0,909.28,0,0
789,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
790,egress,0,VLAN4012,3,terminal,3,20000,0,2877.63,0,0,0,909.28,0,0
791,egress,0,VLAN4012,3,terminal,3,20000,0,2877.63,0,0,0,909.28,0,0
792,egress,0,VLAN4012,3,terminal,3,20000,0,2877.63,0,0,0,909.28,0,0
793,egress,0,VLAN4012,3,terminal,3,20000,0,2877.63,0,0,0,909.28,0,0
794,egress,0,VLAN4012,3,terminal,3,20000,0,2877.63,0,0,0,909.28,0,0
795,egress,0,VLAN4012,3,terminal,3,20000,0,2877.63,0,0,0,909.28,0,0
796,egress,0,VLAN4012,3,terminal,3,20000,0,5755.26,0,0,0,909.28,0,0
797,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
798,egress,0,VLAN4012,3,terminal,3,20000,0,2894.81,0,0,0,909.28,0,0
799,egress,0,VLAN4012,3,terminal,3,20000,0,2894.81,0,0,0,909.28,0,0
800,egress,0,VLAN4012,3,terminal,3,20000,0,2894.81,0,0,0,909.28,0,0
801,egress,0,VLAN4012,3,terminal,3,20000,0,2894.81,0,0,0,909.28,0,0
802,egress,0,VLAN4012,3,terminal,3,20000,0,2894.81,0,0,0,909.28,0,0
803,egress,0,VLAN4012,3,terminal,3,20000,0,5789.62,0,0,0,909.28,0,0
804,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
805,egress,0,VLAN4012,3,terminal,3,20000,0,2894.81,0,0,0,909.28,0,0
806,egress,0,VLAN4012,3,terminal,3,20000,0,2894.81,0,0,0,909.28,0,0
807,egress,0,VLAN4012,3,terminal,3,20000,0,2894.81,0,0,0,909.28,0,0
808,egress,0,VLAN4012,3,terminal,3,20000,0,5961.41,0,0,0,909.28,0,0
809,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
810,egress,0,VLAN4012,3,terminal,3,20000,0,2980.71,0,0,0,909.28,0,0
811,egress,0,VLAN4012,3,terminal,3,20000,0,5961.41,0,0,0,909.28,0,0
812,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
813,egress,0,VLAN4012,3,terminal,3,20000,0,5961.41,0,0,0,909.28,0,0
814,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
815,egress,0,VLAN4012,3,terminal,3,20000,0,2980.71,0,0,0,909.28,0,0
816,egress,0,VLAN4012,3,terminal,3,20000,0,5961.41,0,0,0,909.28,0,0
817,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
818,egress,0,VLAN4012,3,terminal,3,20000,0,5978.59,0,0,0,909.28,0,0
819,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
820,egress,0,VLAN4012,3,terminal,3,20000,0,2989.3,0,0,0,909.28,0,0
821,egress,0,VLAN4012,3,terminal,3,20000,0,2989.3,0,0,0,909.28,0,0
822,egress,0,VLAN4012,3,terminal,3,20000,0,2989.3,0,0,0,909.28,0,0
823,egress,0,VLAN4012,3,terminal,3,20000,0,2989.3,0,0,0,909.28,0,0
824,egress,0,VLAN4012,3,terminal,3,20000,0,2989.3,0,0,0,909.28,0,0
825,egress,0,VLAN4012,3,terminal,3,20000,0,2989.3,0,0,0,909.28,0,0
826,egress,0,VLAN4012,3,terminal,3,20000,0,2989.3,0,0,0,909.28,0,0
827,egress,0,VLAN4012,3,terminal,3,20000,0,2989.3,0,0,0,909.28,0,0
828,egress,0,VLAN4012,3,terminal,3,20000,0,6012.95,0,0,0,909.28,0,0
829,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
830,egress,0,VLAN4012,3,terminal,3,20000,0,3006.48,0,0,0,909.28,0,0
831,egress,0,VLAN4012,3,terminal,3,20000,0,6012.95,0,0,0,909.28,0,0
832,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
833,egress,0,VLAN4012,3,terminal,3,20000,0,3006.48,0,0,0,909.28,0,0
834,egress,0,VLAN4012,3,terminal,3,20000,0,3006.48,0,0,0,909.28,0,0
835,egress,0,VLAN4012,3,terminal,3,20000,0,3006.48,0,0,0,909.28,0,0
836,egress,0,VLAN4012,3,terminal,3,20000,0,3006.48,0,0,0,909.28,0,0
837,egress,0,VLAN4012,3,terminal,3,20000,0,3006.48,0,0,0,909.28,0,0
838,egress,0,VLAN4012,3,terminal,3,20000,0,5961.41,0,0,0,909.28,0,0
839,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
840,egress,0,VLAN4012,3,terminal,3,20000,0,2980.71,0,0,0,909.28,0,0
841,egress,0,VLAN4012,3,terminal,3,20000,0,5961.41,0,0,0,909.28,0,0
842,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
843,egress,0,VLAN4012,3,terminal,3,20000,0,2980.71,0,0,0,909.28,0,0
844,egress,0,VLAN4012,3,terminal,3,20000,0,2980.71,0,0,0,909.28,0,0
845,egress,0,VLAN4012,3,terminal,3,20000,0,2980.71,0,0,0,909.28,0,0
846,egress,0,VLAN4012,3,terminal,3,20000,0,2980.71,0,0,0,909.28,0,0
847,egress,0,VLAN4012,3,terminal,3,20000,0,2980.71,0,0,0,909.28,0,0
848,egress,0,VLAN4012,3,terminal,3,20000,0,5961.41,0,0,0,909.28,0,0
849,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
850,egress,0,VLAN4012,3,terminal,3,20000,0,2980.71,0,0,0,909.28,0,0
851,egress,0,VLAN4012,3,terminal,3,20000,0,5961.41,0,0,0,909.28,0,0
852,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
853,egress,0,VLAN4012,3,terminal,3,20000,0,5961.41,0,0,0,909.28,0,0
854,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
855,egress,0,VLAN4012,3,terminal,3,20000,0,2980.71,0,0,0,909.28,0,0
856,egress,0,VLAN4012,3,terminal,3,20000,0,2980.71,0,0,0,909.28,0,0
857,egress,0,VLAN4012,3,terminal,3,20000,0,2980.71,0,0,0,909.28,0,0
858,egress,0,VLAN4012,3,terminal,3,20000,0,5944.23,0,0,0,909.28,0,0
859,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
860,egress,0,VLAN4012,3,terminal,3,20000,0,2972.12,0,0,0,909.28,0,0
861,egress,0,VLAN4012,3,terminal,3,20000,0,5944.23,0,0,0,909.28,0,0
862,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
863,egress,0,VLAN4012,3,terminal,3,20000,0,2972.12,0,0,0,909.28,0,0
864,egress,0,VLAN4012,3,terminal,3,20000,0,2972.12,0,0,0,909.28,0,0
865,egress,0,VLAN4012,3,terminal,3,20000,0,2972.12,0,0,0,909.28,0,0
866,egress,0,VLAN4012,3,terminal,3,20000,0,5944.23,0,0,0,909.28,0,0
867,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
868,egress,0,VLAN4012,3,terminal,3,20000,0,2972.12,0,0,0,909.28,0,0
869,egress,0,VLAN4012,3,terminal,3,20000,0,2972.12,0,0,0,909.28,0,0
870,egress,0,VLAN4012,3,terminal,3,20000,0,2972.12,0,0,0,909.28,0,0
871,egress,0,VLAN4012,3,terminal,3,20000,0,2972.12,0,0,0,909.28,0,0
872,egress,0,VLAN4012,3,terminal,3,20000,0,2972.12,0,0,0,909.28,0,0
873,egress,0,VLAN4012,3,terminal,3,20000,0,2972.12,0,0,0,909.28,0,0
874,egress,0,VLAN4012,3,terminal,3,20000,0,2972.12,0,0,0,909.28,0,0
875,egress,0,VLAN4012,3,terminal,3,20000,0,2972.12,0,0,0,909.28,0,0
876,egress,0,VLAN4012,3,terminal,3,20000,0,2972.12,0,0,0,909.28,0,0
877,egress,0,VLAN4012,3,terminal,3,20000,0,2972.12,0,0,0,909.28,0,0
878,egress,0,VLAN4012,3,terminal,3,20000,0,5961.41,0,0,0,909.28,0,0
879,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
880,egress,0,VLAN4012,3,terminal,3,20000,0,2980.71,0,0,0,909.28,0,0
881,egress,0,VLAN4012,3,terminal,3,20000,0,2980.71,0,0,0,909.28,0,0
882,egress,0,VLAN4012,3,terminal,3,20000,0,2980.71,0,0,0,909.28,0,0
883,egress,0,VLAN4012,3,terminal,3,20000,0,2980.71,0,0,0,909.28,0,0
884,egress,0,VLAN4012,3,terminal,3,20000,0,2980.71,0,0,0,909.28,0,0
885,egress,0,VLAN4012,3,terminal,3,20000,0,2980.71,0,0,0,909.28,0,0
886,egress,0,VLAN4012,3,terminal,3,20000,0,2980.71,0,0,0,909.28,0,0
887,egress,0,VLAN4012,3,terminal,3,20000,0,2980.71,0,0,0,909.28,0,0
888,egress,0,VLAN4012,3,terminal,3,20000,0,5978.59,0,0,0,909.28,0,0
889,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
890,egress,0,VLAN4012,3,terminal,3,20000,0,2989.3,0,0,0,909.28,0,0
891,egress,0,VLAN4012,3,terminal,3,20000,0,5978.59,0,0,0,909.28,0,0
892,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
893,egress,0,VLAN4012,3,terminal,3,20000,0,2989.3,0,0,0,909.28,0,0
894,egress,0,VLAN4012,3,terminal,3,20000,0,2989.3,0,0,0,909.28,0,0
895,egress,0,VLAN4012,3,terminal,3,20000,0,2989.3,0,0,0,909.28,0,0
896,egress,0,VLAN4012,3,terminal,3,20000,0,5978.59,0,0,0,909.28,0,0
897,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
898,egress,0,VLAN4012,3,terminal,3,20000,0,2989.3,0,0,0,909.28,0,0
899,egress,0,VLAN4012,3,terminal,3,20000,0,2989.3,0,0,0,909.28,0,0
900,egress,0,VLAN4012,3,terminal,3,20000,0,2989.3,0,0,0,909.28,0,0
901,egress,0,VLAN4012,3,terminal,3,20000,0,2989.3,0,0,0,909.28,0,0
902,egress,0,VLAN4012,3,terminal,3,20000,0,2989.3,0,0,0,909.28,0,0
903,egress,0,VLAN4012,3,terminal,3,20000,0,5978.59,0,0,0,909.28,0,0
904,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
905,egress,0,VLAN4012,3,terminal,3,20000,0,2989.3,0,0,0,909.28,0,0
906,egress,0,VLAN4012,3,terminal,3,20000,0,2989.3,0,0,0,909.28,0,0
907,egress,0,VLAN4012,3,terminal,3,20000,0,2989.3,0,0,0,909.28,0,0
908,egress,0,VLAN4012,3,terminal,3,20000,0,6012.95,0,0,0,909.28,0,0
909,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
910,egress,0,VLAN4012,3,terminal,3,20000,0,3006.48,0,0,0,909.28,0,0
911,egress,0,VLAN4012,3,terminal,3,20000,0,6012.95,0,0,0,909.28,0,0
912,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
913,egress,0,VLAN4012,3,terminal,3,20000,0,3006.48,0,0,0,909.28,0,0
914,egress,0,VLAN4012,3,terminal,3,20000,0,3006.48,0,0,0,909.28,0,0
915,egress,0,VLAN4012,3,terminal,3,20000,0,3006.48,0,0,0,909.28,0,0
916,egress,0,VLAN4012,3,terminal,3,20000,0,6012.95,0,0,0,909.28,0,0
917,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
918,egress,0,VLAN4012,3,terminal,3,20000,0,2997.89,0,0,0,909.28,0,0
919,egress,0,VLAN4012,3,terminal,3,20000,0,2997.89,0,0,0,909.28,0,0
920,egress,0,VLAN4012,3,terminal,3,20000,0,2997.89,0,0,0,909.28,0,0
921,egress,0,VLAN4012,3,terminal,3,20000,0,5995.77,0,0,0,909.28,0,0
922,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
923,egress,0,VLAN4012,3,terminal,3,20000,0,5995.77,0,0,0,909.28,0,0
924,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
925,egress,0,VLAN4012,3,terminal,3,20000,0,2997.89,0,0,0,909.28,0,0
926,egress,0,VLAN4012,3,terminal,3,20000,0,2997.89,0,0,0,909.28,0,0
927,egress,0,VLAN4012,3,terminal,3,20000,0,2997.89,0,0,0,909.28,0,0
928,egress,0,VLAN4012,3,terminal,3,20000,0,5944.23,0,0,0,909.28,0,0
929,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
930,egress,0,VLAN4012,3,terminal,3,20000,0,2972.12,0,0,0,909.28,0,0
931,egress,0,VLAN4012,3,terminal,3,20000,0,5944.23,0,0,0,909.28,0,0
932,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
933,egress,0,VLAN4012,3,terminal,3,20000,0,5944.23,0,0,0,909.28,0,0
934,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
935,egress,0,VLAN4012,3,terminal,3,20000,0,2972.12,0,0,0,909.28,0,0
936,egress,0,VLAN4012,3,terminal,3,20000,0,5944.23,0,0,0,909.28,0,0
937,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
938,egress,0,VLAN4012,3,terminal,3,20000,0,5927.05,0,0,0,909.28,0,0
939,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
940,egress,0,VLAN4012,3,terminal,3,20000,0,2963.53,0,0,0,909.28,0,0
941,egress,0,VLAN4012,3,terminal,3,20000,0,2963.53,0,0,0,909.28,0,0
942,egress,0,VLAN4012,3,terminal,3,20000,0,2963.53,0,0,0,909.28,0,0
943,egress,0,VLAN4012,3,terminal,3,20000,0,2963.53,0,0,0,909.28,0,0
944,egress,0,VLAN4012,3,terminal,3,20000,0,2963.53,0,0,0,909.28,0,0
945,egress,0,VLAN4012,3,terminal,3,20000,0,2963.53,0,0,0,909.28,0,0
946,egress,0,VLAN4012,3,terminal,3,20000,0,5927.05,0,0,0,909.28,0,0
947,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
948,egress,0,VLAN4012,3,terminal,3,20000,0,5927.05,0,0,0,909.28,0,0
949,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
950,egress,0,VLAN4012,3,terminal,3,20000,0,2963.53,0,0,0,909.28,0,0
951,egress,0,VLAN4012,3,terminal,3,20000,0,5927.05,0,0,0,909.28,0,0
952,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
953,egress,0,VLAN4012,3,terminal,3,20000,0,2963.53,0,0,0,909.28,0,0
954,egress,0,VLAN4012,3,terminal,3,20000,0,2963.53,0,0,0,909.28,0,0
955,egress,0,VLAN4012,3,terminal,3,20000,0,2963.53,0,0,0,909.28,0,0
956,egress,0,VLAN4012,3,terminal,3,20000,0,5927.05,0,0,0,909.28,0,0
957,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
958,egress,0,VLAN4012,3,terminal,3,20000,0,2963.53,0,0,0,909.28,0,0
959,egress,0,VLAN4012,3,terminal,3,20000,0,2963.53,0,0,0,909.28,0,0
960,egress,0,VLAN4012,3,terminal,3,20000,0,2963.53,0,0,0,909.28,0,0
961,egress,0,VLAN4012,3,terminal,3,20000,0,2963.53,0,0,0,909.28,0,0
962,egress,0,VLAN4012,3,terminal,3,20000,0,2963.53,0,0,0,909.28,0,0
963,egress,0,VLAN4012,3,terminal,3,20000,0,5927.05,0,0,0,909.28,0,0
964,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
965,egress,0,VLAN4012,3,terminal,3,20000,0,2963.53,0,0,0,909.28,0,0
966,egress,0,VLAN4012,3,terminal,3,20000,0,5927.05,0,0,0,909.28,0,0
967,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
968,egress,0,VLAN4012,3,terminal,3,20000,0,2972.12,0,0,0,909.28,0,0
969,egress,0,VLAN4012,3,terminal,3,20000,0,2972.12,0,0,0,909.28,0,0
970,egress,0,VLAN4012,3,terminal,3,20000,0,2972.12,0,0,0,909.28,0,0
971,egress,0,VLAN4012,3,terminal,3,20000,0,5944.23,0,0,0,909.28,0,0
972,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
973,egress,0,VLAN4012,3,terminal,3,20000,0,5944.23,0,0,0,909.28,0,0
974,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
975,egress,0,VLAN4012,3,terminal,3,20000,0,2972.12,0,0,0,909.28,0,0
976,egress,0,VLAN4012,3,terminal,3,20000,0,2972.12,0,0,0,909.28,0,0
977,egress,0,VLAN4012,3,terminal,3,20000,0,2972.12,0,0,0,909.28,0,0
978,egress,0,VLAN4012,3,terminal,3,20000,0,2980.71,0,0,0,909.28,0,0
979,egress,0,VLAN4012,3,terminal,3,20000,0,2980.71,0,0,0,909.28,0,0
980,egress,0,VLAN4012,3,terminal,3,20000,0,2980.71,0,0,0,909.28,0,0
981,egress,0,VLAN4012,3,terminal,3,20000,0,2980.71,0,0,0,909.28,0,0
982,egress,0,VLAN4012,3,terminal,3,20000,0,2980.71,0,0,0,909.28,0,0
983,egress,0,VLAN4012,3,terminal,3,20000,0,2980.71,0,0,0,909.28,0,0
984,egress,0,VLAN4012,3,terminal,3,20000,0,2980.71,0,0,0,909.28,0,0
985,egress,0,VLAN4012,3,terminal,3,20000,0,2980.71,0,0,0,909.28,0,0
986,egress,0,VLAN4012,3,terminal,3,20000,0,2980.71,0,0,0,909.28,0,0
987,egress,0,VLAN4012,3,terminal,3,20000,0,2980.71,0,0,0,909.28,0,0
988,egress,0,VLAN4012,3,terminal,3,20000,0,2989.3,0,0,0,909.28,0,0
989,egress,0,VLAN4012,3,terminal,3,20000,0,2989.3,0,0,0,909.28,0,0
990,egress,0,VLAN4012,3,terminal,3,20000,0,2989.3,0,0,0,909.28,0,0
991,egress,0,VLAN4012,3,terminal,3,20000,0,5978.59,0,0,0,909.28,0,0
992,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
993,egress,0,VLAN4012,3,terminal,3,20000,0,2989.3,0,0,0,909.28,0,0
994,egress,0,VLAN4012,3,terminal,3,20000,0,2989.3,0,0,0,909.28,0,0
995,egress,0,VLAN4012,3,terminal,3,20000,0,2989.3,0,0,0,909.28,0,0
996,egress,0,VLAN4012,3,terminal,3,20000,0,5978.59,0,0,0,909.28,0,0
997,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
998,egress,0,VLAN4012,3,terminal,3,20000,0,5927.05,0,0,0,909.28,0,0
999,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
1000,egress,0,VLAN4012,3,terminal,3,20000,0,2963.53,0,0,0,909.28,0,0
1001,egress,0,VLAN4012,3,terminal,3,20000,0,5927.05,0,0,0,909.28,0,0
1002,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
1003,egress,0,VLAN4012,3,terminal,3,20000,0,5927.05,0,0,0,909.28,0,0
1004,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
1005,egress,0,VLAN4012,3,terminal,3,20000,0,2963.53,0,0,0,909.28,0,0
1006,egress,0,VLAN4012,3,terminal,3,20000,0,5927.05,0,0,0,909.28,0,0
1007,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
1008,egress,0,VLAN4012,3,terminal,3,20000,0,2963.53,0,0,0,909.28,0,0
1009,egress,0,VLAN4012,3,terminal,3,20000,0,2963.53,0,0,0,909.28,0,0
1010,egress,0,VLAN4012,3,terminal,3,20000,0,2963.53,0,0,0,909.28,0,0
1011,egress,0,VLAN4012,3,terminal,3,20000,0,2963.53,0,0,0,909.28,0,0
1012,egress,0,VLAN4012,3,terminal,3,20000,0,2963.53,0,0,0,909.28,0,0
1013,egress,0,VLAN4012,3,terminal,3,20000,0,5927.05,0,0,0,909.28,0,0
1014,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
1015,egress,0,VLAN4012,3,terminal,3,20000,0,2963.53,0,0,0,909.28,0,0
1016,egress,0,VLAN4012,3,terminal,3,20000,0,2963.53,0,0,0,909.28,0,0
1017,egress,0,VLAN4012,3,terminal,3,20000,0,2963.53,0,0,0,909.28,0,0
1018,egress,0,VLAN4012,3,terminal,3,20000,0,5927.05,0,0,0,909.28,0,0
1019,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
1020,egress,0,VLAN4012,3,terminal,3,20000,0,2963.53,0,0,0,909.28,0,0
1021,egress,0,VLAN4012,3,terminal,3,20000,0,5927.05,0,0,0,909.28,0,0
1022,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
1023,egress,0,VLAN4012,3,terminal,3,20000,0,2963.53,0,0,0,909.28,0,0
1024,egress,0,VLAN4012,3,terminal,3,20000,0,2963.53,0,0,0,909.28,0,0
1025,egress,0,VLAN4012,3,terminal,3,20000,0,2963.53,0,0,0,909.28,0,0
1026,egress,0,VLAN4012,3,terminal,3,20000,0,5927.05,0,0,0,909.28,0,0
1027,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
1028,egress,0,VLAN4012,3,terminal,3,20000,0,2954.94,0,0,0,909.28,0,0
1029,egress,0,VLAN4012,3,terminal,3,20000,0,2954.94,0,0,0,909.28,0,0
1030,egress,0,VLAN4012,3,terminal,3,20000,0,2954.94,0,0,0,909.28,0,0
1031,egress,0,VLAN4012,3,terminal,3,20000,0,5909.88,0,0,0,909.28,0,0
1032,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
1033,egress,0,VLAN4012,3,terminal,3,20000,0,2954.94,0,0,0,909.28,0,0
1034,egress,0,VLAN4012,3,terminal,3,20000,0,2954.94,0,0,0,909.28,0,0
1035,egress,0,VLAN4012,3,terminal,3,20000,0,2954.94,0,0,0,909.28,0,0
1036,egress,0,VLAN4012,3,terminal,3,20000,0,2954.94,0,0,0,909.28,0,0
1037,egress,0,VLAN4012,3,terminal,3,20000,0,2954.94,0,0,0,909.28,0,0
1038,egress,0,VLAN4012,3,terminal,3,20000,0,5927.05,0,0,0,909.28,0,0
1039,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
1040,egress,0,VLAN4012,3,terminal,3,20000,0,2963.53,0,0,0,909.28,0,0
1041,egress,0,VLAN4012,3,terminal,3,20000,0,5927.05,0,0,0,909.28,0,0
1042,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
1043,egress,0,VLAN4012,3,terminal,3,20000,0,2963.53,0,0,0,909.28,0,0
1044,egress,0,VLAN4012,3,terminal,3,20000,0,2963.53,0,0,0,909.28,0,0
1045,egress,0,VLAN4012,3,terminal,3,20000,0,2963.53,0,0,0,909.28,0,0
1046,egress,0,VLAN4012,3,terminal,3,20000,0,5927.05,0,0,0,909.28,0,0
1047,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
1048,egress,0,VLAN4012,3,terminal,3,20000,0,2972.12,0,0,0,909.28,0,0
1049,egress,0,VLAN4012,3,terminal,3,20000,0,2972.12,0,0,0,909.28,0,0
1050,egress,0,VLAN4012,3,terminal,3,20000,0,2972.12,0,0,0,909.28,0,0
1051,egress,0,VLAN4012,3,terminal,3,20000,0,2972.12,0,0,0,909.28,0,0
1052,egress,0,VLAN4012,3,terminal,3,20000,0,2972.12,0,0,0,909.28,0,0
1053,egress,0,VLAN4012,3,terminal,3,20000,0,2972.12,0,0,0,909.28,0,0
1054,egress,0,VLAN4012,3,terminal,3,20000,0,2972.12,0,0,0,909.28,0,0
1055,egress,0,VLAN4012,3,terminal,3,20000,0,2972.12,0,0,0,909.28,0,0
1056,egress,0,VLAN4012,3,terminal,3,20000,0,2972.12,0,0,0,909.28,0,0
1057,egress,0,VLAN4012,3,terminal,3,20000,0,2972.12,0,0,0,909.28,0,0
1058,egress,0,VLAN4012,3,terminal,3,20000,0,5961.41,0,0,0,909.28,0,0
1059,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
1060,egress,0,VLAN4012,3,terminal,3,20000,0,2980.71,0,0,0,909.28,0,0
1061,egress,0,VLAN4012,3,terminal,3,20000,0,5961.41,0,0,0,909.28,0,0
1062,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
1063,egress,0,VLAN4012,3,terminal,3,20000,0,2980.71,0,0,0,909.28,0,0
1064,egress,0,VLAN4012,3,terminal,3,20000,0,2980.71,0,0,0,909.28,0,0
1065,egress,0,VLAN4012,3,terminal,3,20000,0,2980.71,0,0,0,909.28,0,0
1066,egress,0,VLAN4012,3,terminal,3,20000,0,5961.41,0,0,0,909.28,0,0
1067,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
1068,egress,0,VLAN4012,3,terminal,3,20000,0,2989.3,0,0,0,909.28,0,0
1069,egress,0,VLAN4012,3,terminal,3,20000,0,2989.3,0,0,0,909.28,0,0
1070,egress,0,VLAN4012,3,terminal,3,20000,0,2989.3,0,0,0,909.28,0,0
1071,egress,0,VLAN4012,3,terminal,3,20000,0,5978.59,0,0,0,909.28,0,0
1072,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
1073,egress,0,VLAN4012,3,terminal,3,20000,0,2989.3,0,0,0,909.28,0,0
1074,egress,0,VLAN4012,3,terminal,3,20000,0,2989.3,0,0,0,909.28,0,0
1075,egress,0,VLAN4012,3,terminal,3,20000,0,2989.3,0,0,0,909.28,0,0
1076,egress,0,VLAN4012,3,terminal,3,20000,0,2989.3,0,0,0,909.28,0,0
1077,egress,0,VLAN4012,3,terminal,3,20000,0,2989.3,0,0,0,909.28,0,0
1078,egress,0,VLAN4012,3,terminal,3,20000,0,2997.89,0,0,0,909.28,0,0
1079,egress,0,VLAN4012,3,terminal,3,20000,0,2997.89,0,0,0,909.28,0,0
1080,egress,0,VLAN4012,3,terminal,3,20000,0,2997.89,0,0,0,909.28,0,0
1081,egress,0,VLAN4012,3,terminal,3,20000,0,5995.77,0,0,0,909.28,0,0
1082,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
1083,egress,0,VLAN4012,3,terminal,3,20000,0,5995.77,0,0,0,909.28,0,0
1084,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
