interval,event,switch,switch_name,port,target_type,target_index,flow_id,source_terminal,destination_terminal,creation_interval,age_intervals,capacity_gbit,queued_before_gbit,send_gbit,remaining_after_gbit,dropped_gbit
1,stage_arrival,32,S21,1,switch,43,51713,64,0,0,1,261.425,0,0,50.783,0
1,stage_arrival,47,S25,2,switch,4,51704,94,0,0,1,166.312,0,0,62.4437,0
1,stage_arrival,15,S05,0,switch,12,51701,30,0,0,1,134.869,0,0,31.9009,0
1,stage_arrival,19,S06,3,switch,10,51705,38,0,0,1,169.014,0,0,31.9073,0
1,stage_arrival,42,S20,2,switch,3,51709,85,0,0,1,251.806,0,0,59.5109,0
1,stage_arrival,55,S60,1,switch,37,51702,110,0,0,1,243.133,0,0,51.6085,0
1,stage_arrival,44,S23,0,switch,43,51711,88,0,0,1,211.017,0,0,50.7814,0
1,stage_arrival,20,S15,4,switch,32,51707,40,0,0,1,143.593,0,0,50.765,0
1,stage_arrival,10,S61,0,switch,1,51706,21,0,0,1,227.172,0,0,31.9216,0
1,stage_arrival,10,S61,0,switch,1,51703,20,0,0,1,227.172,0,0,31.9216,0
1,stage_arrival,24,S08,0,switch,22,51710,48,0,0,1,182.424,0,0,59.4811,0
1,stage_arrival,49,S26,0,switch,43,51715,98,0,0,1,126.404,0,0,50.7803,0
1,stage_arrival,11,S03,0,switch,6,51708,23,0,0,1,132.338,0,0,31.9073,0
1,stage_arrival,17,S35,1,switch,56,51714,35,0,0,1,252.252,0,0,62.4312,0
1,stage_arrival,36,S18,0,switch,35,51712,72,0,0,1,247.316,0,0,51.5982,0
1,stage_arrival,31,S62,3,switch,5,51700,63,0,0,1,238.676,0,0,62.4486,0
1,allocate_send_arrival,49,S26,0,switch,43,51715,98,0,0,1,126.404,0,50.7803,0,0
1,allocate_send_arrival,44,S23,0,switch,43,51711,88,0,0,1,211.017,0,50.7814,0,0
1,allocate_send_arrival,17,S35,1,switch,56,51714,35,0,0,1,252.252,0,62.4312,0,0
1,allocate_send_arrival,32,S21,1,switch,43,51713,64,0,0,1,261.425,0,50.783,0,0
1,allocate_send_arrival,47,S25,2,switch,4,51704,94,0,0,1,166.312,0,62.4437,0,0
1,allocate_send_arrival,20,S15,4,switch,32,51707,40,0,0,1,143.593,0,50.765,0,0
1,allocate_send_arrival,42,S20,2,switch,3,51709,85,0,0,1,251.806,0,59.5109,0,0
1,allocate_send_arrival,11,S03,0,switch,6,51708,23,0,0,1,132.338,0,31.9073,0,0
1,allocate_send_arrival,19,S06,3,switch,10,51705,38,0,0,1,169.014,0,31.9073,0,0
1,allocate_send_arrival,24,S08,0,switch,22,51710,48,0,0,1,182.424,0,59.4811,0,0
1,allocate_send_arrival,36,S18,0,switch,35,51712,72,0,0,1,247.316,0,51.5982,0,0
1,allocate_send_arrival,55,S60,1,switch,37,51702,110,0,0,1,243.133,0,51.6085,0,0
1,allocate_send_arrival,15,S05,0,switch,12,51701,30,0,0,1,134.869,0,31.9009,0,0
1,allocate_send_arrival,10,S61,0,switch,1,51706,21,0,0,1,227.172,0,31.9216,0,0
1,allocate_send_arrival,10,S61,0,switch,1,51703,20,0,0,1,227.172,0,31.9216,0,0
1,allocate_send_arrival,31,S62,3,switch,5,51700,63,0,0,1,238.676,0,62.4486,0,0
2,stage_arrival,49,S26,0,switch,43,51715,98,0,0,2,126.404,0,0,50.826,0
2,stage_arrival,10,S61,0,switch,1,51706,21,0,0,2,227.172,0,0,31.9456,0
2,stage_arrival,42,S20,2,switch,3,51709,85,0,0,2,251.806,0,0,59.5645,0
2,stage_arrival,32,S21,1,switch,43,51707,40,0,0,2,261.425,0,0,50.765,0
2,stage_arrival,19,S06,3,switch,10,51705,38,0,0,2,169.014,0,0,31.9456,0
2,stage_arrival,37,S32,0,switch,0,51702,110,0,0,2,103.31,0,0,51.6085,0
2,stage_arrival,1,S01,0,switch,0,51706,21,0,0,2,159.728,0,0,31.9216,0
2,stage_arrival,44,S23,0,switch,43,51711,88,0,0,2,211.017,0,0,50.826,0
2,stage_arrival,6,S02,0,switch,1,51708,23,0,0,2,138.732,0,0,31.9073,0
2,stage_arrival,55,S60,1,switch,37,51702,110,0,0,2,243.133,0,0,51.655,0
2,stage_arrival,43,S22,0,switch,0,51711,88,0,0,2,203.304,0,0,50.7814,0
2,stage_arrival,32,S21,1,switch,43,51713,64,0,0,2,261.425,0,0,50.826,0
2,stage_arrival,43,S22,0,switch,0,51715,98,0,0,2,203.304,0,0,50.7803,0
2,stage_arrival,15,S05,0,switch,12,51701,30,0,0,2,134.869,0,0,31.9456,0
2,stage_arrival,5,S63,0,switch,0,51700,63,0,0,2,259.679,0,0,62.4486,0
2,stage_arrival,36,S18,0,switch,35,51712,72,0,0,2,247.316,0,0,51.655,0
2,stage_arrival,43,S22,0,switch,0,51713,64,0,0,2,203.304,0,0,50.783,0
2,stage_arrival,3,S27,0,switch,0,51709,85,0,0,2,119.129,0,0,59.5109,0
2,stage_arrival,1,S01,0,switch,0,51703,20,0,0,2,159.728,0,0,31.9216,0
2,stage_arrival,47,S25,2,switch,4,51704,94,0,0,2,166.312,0,0,62.5,0
2,stage_arrival,22,S07,3,switch,26,51710,48,0,0,2,124.406,0,0,59.4811,0
2,stage_arrival,12,S04,0,switch,6,51701,30,0,0,2,184.169,0,0,31.9009,0
2,stage_arrival,31,S62,3,switch,5,51700,63,0,0,2,238.676,0,0,62.5,0
2,stage_arrival,35,S17,2,switch,37,51712,72,0,0,2,246.878,0,0,51.5982,0
2,stage_arrival,20,S15,4,switch,32,51707,40,0,0,2,143.593,0,0,50.826,0
2,stage_arrival,56,S36,2,switch,4,51714,35,0,0,2,112.305,0,0,62.4312,0
2,stage_arrival,24,S08,0,switch,22,51710,48,0,0,2,182.424,0,0,59.5645,0
2,stage_arrival,4,S37,0,switch,0,51704,94,0,0,2,203.508,0,0,62.4437,0
2,stage_arrival,11,S03,0,switch,6,51708,23,0,0,2,132.338,0,0,31.9456,0
2,stage_arrival,17,S35,1,switch,56,51714,35,0,0,2,252.252,0,0,62.5,0
2,stage_arrival,10,S61,0,switch,1,51705,38,0,0,2,227.172,0,0,31.9073,0
2,stage_arrival,10,S61,0,switch,1,51703,20,0,0,2,227.172,0,0,31.9456,0
2,allocate_send_arrival,37,S32,0,switch,0,51702,110,0,0,2,103.31,0,51.6085,0,0
2,allocate_send_arrival,11,S03,0,switch,6,51708,23,0,0,2,132.338,0,31.9456,0,0
2,allocate_send_arrival,31,S62,3,switch,5,51700,63,0,0,2,238.676,0,62.5,0,0
2,allocate_send_arrival,4,S37,0,switch,0,51704,94,0,0,2,203.508,0,62.4437,0,0
2,allocate_send_arrival,17,S35,1,switch,56,51714,35,0,0,2,252.252,0,62.5,0,0
2,allocate_send_arrival,20,S15,4,switch,32,51707,40,0,0,2,143.593,0,50.826,0,0
2,allocate_send_arrival,47,S25,2,switch,4,51704,94,0,0,2,166.312,0,62.5,0,0
