interval,event,switch,switch_name,port,target_type,target_index,capacity_gbit,queued_before_gbit,sent_gbit,queued_after_gbit,shared_queued_before_gbit,shared_queued_after_gbit,shared_buffer_gbit,dropped_gbit,active_queue_entries
1,egress,60,S44,0,switch,18,203.923,0,203.923,0,100,100,100,796.077,0
1,egress,22,S07,3,switch,26,124.406,0,124.406,0,100,100,100,875.594,0
1,egress,19,S06,1,switch,22,210.644,0,210.644,0,100,100,100,789.356,0
1,egress,5,S63,0,switch,0,259.679,0,259.679,0,100,100,100,740.321,0
1,egress,10,S61,7,terminal,21,1000,0,1000,0,100,100,100,0,0
1,egress,27,S09,0,switch,24,129.629,0,129.629,100,0,100,100,1770.37,1
1,egress,13,S40,0,switch,6,162.644,0,162.644,100,0,100,100,737.356,1
1,egress,55,S60,2,switch,9,166.058,0,166.058,0,100,100,100,833.942,0
1,egress,48,S50,1,switch,41,183.344,0,183.344,0,100,100,100,816.656,0
1,egress,30,S14,1,switch,20,100.691,0,100.691,0,100,100,100,899.309,0
1,egress,42,S20,2,switch,3,251.806,0,251.806,100,0,100,100,648.194,1
1,egress,28,S12,2,switch,20,296.117,0,296.117,0,100,100,100,703.883,0
1,egress,2,S10,0,switch,27,137.994,0,137.994,100,0,100,100,1762.01,1
1,egress,36,S18,1,switch,39,215.617,0,215.617,100,0,100,100,684.383,1
1,egress,20,S15,3,switch,25,274.153,0,274.153,100,0,100,100,1625.85,1
1,egress,45,S28,3,switch,3,145.823,0,145.823,100,0,100,100,754.177,1
1,egress,6,S02,2,switch,12,128.791,0,128.791,100,0,100,100,771.209,1
1,egress,50,S38,0,switch,25,175.944,0,175.944,100,0,100,100,1724.06,1
1,egress,43,S22,0,switch,0,203.304,0,203.304,0,100,100,100,796.696,0
1,egress,59,S41,1,switch,38,116.009,0,116.009,0,100,100,100,883.991,0
1,egress,17,S35,0,switch,33,196.155,0,196.155,100,0,100,100,703.845,1
1,egress,56,S36,3,switch,23,284.309,0,284.309,100,0,100,100,1615.69,1
1,egress,42,S20,3,switch,14,182.917,0,182.917,0,100,100,100,817.083,0
1,egress,36,S18,2,switch,40,242.342,0,242.342,0,100,100,100,757.658,0
1,egress,26,S33,2,switch,33,257.766,0,257.766,100,0,100,100,642.234,1
1,egress,16,S11,0,switch,12,200.84,0,200.84,100,0,100,100,1699.16,1
1,egress,46,S24,1,switch,44,217.722,0,217.722,0,100,100,100,782.278,0
1,egress,40,S29,1,switch,45,131.396,0,131.396,100,0,100,100,768.604,1
1,egress,6,S02,0,switch,1,138.732,0,138.732,0,100,100,100,861.268,0
1,egress,26,S33,0,switch,3,174.708,0,174.708,0,100,100,100,825.292,0
1,egress,17,S35,1,switch,56,252.252,0,252.252,0,100,100,100,747.748,0
1,egress,47,S25,0,switch,46,291.732,0,291.732,100,0,100,100,1608.27,1
1,egress,13,S40,1,switch,52,151.023,0,151.023,0,100,100,100,848.977,0
1,egress,58,S51,2,switch,48,275.695,0,275.695,0,100,100,100,724.305,0
1,egress,4,S37,0,switch,0,203.508,0,203.508,0,100,100,100,796.492,0
1,egress,15,S05,0,switch,12,134.869,0,134.869,100,0,100,100,1765.13,1
1,egress,40,S29,0,switch,36,264.754,0,264.754,0,100,100,100,735.246,0
1,egress,9,S59,2,switch,21,160.744,0,160.744,0,100,100,100,839.256,0
1,egress,32,S21,1,switch,43,261.425,0,261.425,100,0,100,100,1638.58,1
1,egress,45,S28,0,switch,15,170.054,0,170.054,0,100,100,100,829.946,0
1,egress,24,S08,0,switch,22,182.424,0,182.424,0,100,100,100,817.576,0
1,egress,63,S54,0,switch,15,172.792,0,172.792,0,100,100,100,827.208,0
2,egress,37,S32,0,switch,0,103.31,100,100,0,100,0,100,0,0
2,egress,19,S06,3,switch,10,169.014,100,100,0,100,0,100,0,0
2,egress,34,S57,2,switch,14,113.541,100,100,0,100,0,100,0,0
2,egress,15,S05,0,switch,12,134.869,100,100,0,100,0,100,0,0
2,egress,31,S62,2,switch,10,234.199,100,100,0,100,0,100,0,0
2,egress,21,S53,0,switch,15,263.511,100,100,0,100,0,100,0,0
2,egress,6,S02,2,switch,12,128.791,100,100,0,100,0,100,0,0
2,egress,32,S21,1,switch,43,261.425,100,100,0,100,0,100,0,0
2,egress,54,S31,1,switch,37,242.335,100,100,0,100,0,100,0,0
2,egress,59,S41,0,switch,13,132.99,100,100,0,100,0,100,0,0
2,egress,30,S14,0,switch,29,288.048,100,100,0,100,0,100,0,0
2,egress,35,S17,0,switch,25,277.107,100,100,0,100,0,100,0,0
2,egress,53,S55,1,switch,40,298.054,100,100,0,100,0,100,0,0
2,egress,39,S19,0,switch,36,204.72,100,100,0,100,0,100,0,0
2,egress,46,S24,3,switch,48,198.106,100,100,0,100,0,100,0,0
2,egress,12,S04,2,switch,15,124.853,100,100,0,100,0,100,0,0
2,egress,50,S38,0,switch,25,175.944,100,100,0,100,0,100,0,0
2,egress,55,S60,3,switch,10,278.792,100,100,0,100,0,100,0,0
2,egress,49,S26,0,switch,43,126.404,100,100,0,100,0,100,0,0
2,egress,60,S44,1,switch,7,207.424,100,100,0,100,0,100,0,0
2,egress,45,S28,3,switch,3,145.823,100,100,0,100,0,100,0,0
2,egress,44,S23,0,switch,43,211.017,100,100,0,100,0,100,0,0
2,egress,10,S61,0,switch,1,227.172,100,100,0,100,0,100,0,0
2,egress,41,S49,0,switch,11,188.868,100,100,0,100,0,100,0,0
2,egress,23,S39,3,switch,13,140.319,100,100,0,100,0,100,0,0
2,egress,28,S12,0,switch,16,293.496,100,100,0,100,0,100,0,0
2,egress,36,S18,1,switch,39,215.617,100,100,0,100,0,100,0,0
2,egress,33,S34,0,switch,26,235.741,100,100,0,100,0,100,0,0
2,egress,5,S63,2,switch,31,151.987,100,100,0,100,0,100,0,0
2,egress,43,S22,3,switch,44,274.638,100,100,0,100,0,100,0,0
2,egress,24,S08,1,switch,27,295.728,100,100,0,100,0,100,0,0
2,egress,9,S59,0,switch,1,295.318,100,100,0,100,0,100,0,0
2,egress,47,S25,0,switch,46,291.732,100,100,0,100,0,100,0,0
2,egress,0,S00,0,switch,1,183.324,100,100,0,100,0,100,0,0
2,egress,8,S52,0,switch,1,255.562,100,100,0,100,0,100,0,0
2,egress,26,S33,2,switch,33,257.766,100,100,0,100,0,100,0,0
2,egress,51,S48,0,switch,57,201.033,100,100,0,100,0,100,0,0
2,egress,57,S47,2,switch,61,259.693,100,100,0,100,0,100,0,0
2,egress,25,S16,1,switch,20,119.9,100,100,0,100,0,100,0,0
2,egress,14,S58,0,switch,11,169.38,100,100,0,100,0,100,0,0
2,egress,4,S37,3,switch,50,165.152,100,100,0,100,0,100,0,0
2,egress,17,S35,0,switch,33,196.155,100,100,0,100,0,100,0,0
2,egress,63,S54,1,switch,21,203.653,100,100,0,100,0,100,0,0
2,egress,7,S45,0,switch,27,292,100,100,0,100,0,100,0,0
2,egress,18,S43,0,switch,38,157.659,100,100,0,100,0,100,0,0
2,egress,56,S36,3,switch,23,284.309,100,100,0,100,0,100,0,0
2,egress,58,S51,1,switch,23,189.834,100,100,0,100,0,100,0,0
2,egress,3,S27,2,switch,49,266.441,100,100,0,100,0,100,0,0
2,egress,38,S42,1,switch,40,122.733,100,100,0,100,0,100,0,0
2,egress,48,S50,2,switch,58,290.959,100,100,0,100,0,100,0,0
2,egress,29,S13,5,switch,31,131.191,100,100,0,100,0,100,0,0
2,egress,61,S46,1,switch,57,199.213,100,100,0,100,0,100,0,0
2,egress,1,S01,0,switch,0,159.728,100,100,0,100,0,100,0,0
2,egress,52,S30,0,switch,28,196.927,100,100,0,100,0,100,0,0
2,egress,13,S40,0,switch,6,162.644,100,100,0,100,0,100,0,0
2,egress,22,S07,0,switch,19,118.259,100,100,0,100,0,100,0,0
2,egress,11,S03,0,switch,6,132.338,100,100,0,100,0,100,0,0
2,egress,16,S11,0,switch,12,200.84,100,100,0,100,0,100,0,0
2,egress,20,S15,3,switch,25,274.153,100,100,0,100,0,100,0,0
2,egress,2,S10,0,switch,27,137.994,100,100,0,100,0,100,0,0
2,egress,40,S29,1,switch,45,131.396,100,100,0,100,0,100,0,0
2,egress,27,S09,0,switch,24,129.629,100,100,0,100,0,100,0,0
2,egress,62,S56,1,switch,34,238.377,100,100,0,100,0,100,0,0
2,egress,42,S20,2,switch,3,251.806,100,100,0,100,0,100,0,0
2,egress,10,S61,6,terminal,20,1000,0,278.792,0,0,0,100,0,0
2,egress,23,S39,0,switch,17,216.203,0,189.834,0,0,0,100,0,0
2,egress,17,S35,1,switch,56,252.252,0,252.252,3.88829,0,3.88829,100,0,1
2,egress,6,S02,2,switch,12,128.791,0,11.6138,0,0,0,100,0,0
2,egress,28,S12,2,switch,20,296.117,0,296.117,100,0,100,100,349.493,2
2,egress,35,S17,0,switch,25,277.107,0,18.9999,0,0,0,100,0,0
2,egress,4,S37,3,switch,50,165.152,0,13.4246,0,0,0,100,0,0
2,egress,36,S18,2,switch,40,242.342,0,242.342,100,0,100,100,6.29982,1
2,egress,50,S38,0,switch,25,175.944,0,75.944,100,0,100,100,171.743,2
2,egress,0,S00,1,switch,2,106.121,0,106.121,97.387,0,97.387,100,0,1
2,egress,16,S11,0,switch,12,200.84,0,100.84,100,0,100,100,207.955,1
2,egress,55,S60,3,switch,10,278.792,0,19.0838,0,0,0,100,0,0
2,egress,1,S01,1,switch,6,265.041,0,265.041,3.82179,0,3.82179,100,0,1
2,egress,43,S22,1,switch,39,234.56,0,63.202,0,0,0,100,0,0
2,egress,36,S18,3,switch,41,132.08,0,132.08,0,100,100,100,235.034,0
2,egress,62,S56,1,switch,34,238.377,0,134.904,0,0,0,100,0,0
2,egress,0,S00,2,switch,3,149.8,0,149.8,2.613,97.387,100,100,161.536,1
2,egress,18,S43,0,switch,38,157.659,0,57.659,100,0,100,100,59.3154,1
2,egress,27,S09,2,switch,7,126.429,0,126.429,100,0,100,100,69.299,1
2,egress,44,S23,0,switch,43,211.017,0,111.017,100,0,100,100,127.319,2
2,egress,49,S26,1,switch,47,132.828,0,132.828,100,0,100,100,33.613,1
2,egress,20,S15,2,switch,30,254.167,0,59.95,0,0,0,100,0,0
2,egress,12,S04,2,switch,15,124.853,0,11.4177,0,0,0,100,0,0
2,egress,45,S28,3,switch,3,145.823,0,12.462,0,0,0,100,0,0
2,egress,29,S13,5,switch,31,131.191,0,11.7333,0,0,0,100,0,0
2,egress,58,S51,2,switch,48,275.695,0,275.695,3.76639,0,3.76639,100,0,1
2,egress,5,S63,2,switch,31,151.987,0,12.769,0,0,0,100,0,0
