interval,event,switch,switch_name,port,target_type,target_index,flowlet_id,source_terminal,destination_terminal,creation_interval,age_intervals,capacity_gbit,queued_before_gbit,send_gbit,remaining_after_gbit,dropped_gbit
1,stage_arrival,1,LBNL_VLAN3002,0,switch,2,6001,5,7,0,1,10,0,0,0.028689,0
2,stage_arrival,1,LBNL_VLAN3002,0,switch,2,6001,5,7,0,2,10,0,0,0.028689,0
3,stage_arrival,1,LBNL_VLAN3002,0,switch,2,6001,5,7,0,3,10,0,0,0.028689,0
4,stage_arrival,1,LBNL_VLAN3002,0,switch,2,6001,5,7,0,4,10,0,0,0.028689,0
1,allocate_send_arrival,1,LBNL_VLAN3002,0,switch,2,6001,5,7,0,1,10,0,0.028689,0,0
1,allocate_send_arrival,1,LBNL_VLAN3002,0,switch,2,6001,5,7,0,1,10,0,0.028689,0,0
1,allocate_send_arrival,1,LBNL_VLAN3002,0,switch,2,6001,5,7,0,1,10,0,0.028689,0,0
1,allocate_send_arrival,1,LBNL_VLAN3002,0,switch,2,6001,5,7,0,1,10,0,0.028689,0,0
5,stage_arrival,1,LBNL_VLAN3002,0,switch,2,6001,5,7,0,5,10,0,0,0.028689,0
2,stage_arrival,2,STARLIGHT,1,switch,3,6001,5,7,0,2,10,0,0,0.028689,0
2,stage_arrival_coalesce,2,STARLIGHT,1,switch,3,6001,5,7,0,2,10,0,0,0.0573781,0
2,stage_arrival_coalesce,2,STARLIGHT,1,switch,3,6001,5,7,0,2,10,0,0,0.0860671,0
2,stage_arrival_coalesce,2,STARLIGHT,1,switch,3,6001,5,7,0,2,10,0,0,0.114756,0
6,stage_arrival,1,LBNL_VLAN3002,0,switch,2,6001,5,7,0,6,10,0,0,0.028689,0
2,allocate_send_arrival,2,STARLIGHT,1,switch,3,6001,5,7,0,2,10,0,0.114756,0,0
2,allocate_send_arrival,1,LBNL_VLAN3002,0,switch,2,6001,5,7,0,2,10,0,0.028689,0,0
2,allocate_send_arrival,1,LBNL_VLAN3002,0,switch,2,6001,5,7,0,2,10,0,0.028689,0,0
3,stage_arrival,2,STARLIGHT,1,switch,3,6001,5,7,0,3,10,0,0,0.028689,0
3,stage_arrival,3,LBNL_VLAN3001,2,terminal,7,6001,5,7,0,3,10,0,0,0.114756,0
3,stage_arrival_coalesce,2,STARLIGHT,1,switch,3,6001,5,7,0,3,10,0,0,0.0573781,0
3,allocate_send_arrival,3,LBNL_VLAN3001,2,terminal,7,6001,5,7,0,3,10,0,0.114756,0,0
3,allocate_send_arrival,2,STARLIGHT,1,switch,3,6001,5,7,0,3,10,0,0.0573781,0,0
7,stage_arrival,1,LBNL_VLAN3002,0,switch,2,6001,5,7,0,7,10,0,0,0.028689,0
4,stage_arrival,3,LBNL_VLAN3001,2,terminal,7,6001,5,7,0,4,10,0,0,0.0573781,0
8,stage_arrival,1,LBNL_VLAN3002,0,switch,2,6001,5,7,0,8,10,0,0,0.028689,0
4,allocate_send_arrival,1,LBNL_VLAN3002,0,switch,2,6001,5,7,0,4,10,0,0.028689,0,0
4,allocate_send_arrival,1,LBNL_VLAN3002,0,switch,2,6001,5,7,0,4,10,0,0.028689,0,0
4,allocate_send_arrival,3,LBNL_VLAN3001,2,terminal,7,6001,5,7,0,4,10,0,0.0573781,0,0
5,stage_arrival,2,STARLIGHT,1,switch,3,6001,5,7,0,5,10,0,0,0.028689,0
5,stage_arrival_coalesce,2,STARLIGHT,1,switch,3,6001,5,7,0,5,10,0,0,0.0573781,0
5,allocate_send_arrival,2,STARLIGHT,1,switch,3,6001,5,7,0,5,10,0,0.0573781,0,0
9,stage_arrival,1,LBNL_VLAN3002,0,switch,2,6001,5,7,0,9,10,0,0,0.028689,0
