interval,event,switch,switch_name,port,target_type,target_index,capacity_mbit,queued_before_mbit,sent_mbit,queued_after_mbit,shared_queued_before_mbit,shared_queued_after_mbit,shared_buffer_mbit,dropped_mbit,active_queue_entries
271,egress,2,STARLIGHT,1,switch,3,40000,0,30.8701,0,0,0,909.28,0,0
271,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,30.8701,0,0,0,909.28,0,0
272,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,30.8701,0,0,0,909.28,0,0
272,egress,2,STARLIGHT,1,switch,3,40000,0,30.8701,0,0,0,909.28,0,0
272,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,30.8701,0,0,0,909.28,0,0
273,egress,2,STARLIGHT,1,switch,3,40000,0,30.8701,0,0,0,909.28,0,0
273,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,0,0,0,0,909.28,0,0
273,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,30.8701,0,0,0,909.28,0,0
274,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,61.7402,0,0,0,909.28,0,0
274,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,30.8701,0,0,0,909.28,0,0
275,egress,2,STARLIGHT,1,switch,3,40000,0,61.7402,0,0,0,909.28,0,0
275,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,30.8701,0,0,0,909.28,0,0
276,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,61.7402,0,0,0,909.28,0,0
276,egress,2,STARLIGHT,1,switch,3,40000,0,30.8701,0,0,0,909.28,0,0
276,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,30.8701,0,0,0,909.28,0,0
277,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,24.8303,0,0,0,909.28,0,0
277,egress,2,STARLIGHT,1,switch,3,40000,0,30.8701,0,0,0,909.28,0,0
277,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,30.8701,0,0,0,909.28,0,0
278,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,30.8701,0,0,0,909.28,0,0
278,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,24.8303,0,0,0,909.28,0,0
278,egress,2,STARLIGHT,1,switch,3,40000,0,24.8303,0,0,0,909.28,0,0
279,egress,2,STARLIGHT,1,switch,3,40000,0,24.8303,0,0,0,909.28,0,0
279,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,24.8303,0,0,0,909.28,0,0
279,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,24.8303,0,0,0,909.28,0,0
280,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,24.8303,0,0,0,909.28,0,0
280,egress,2,STARLIGHT,1,switch,3,40000,0,24.8303,0,0,0,909.28,0,0
280,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,24.8303,0,0,0,909.28,0,0
281,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,24.8303,0,0,0,909.28,0,0
281,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,24.8303,0,0,0,909.28,0,0
281,egress,2,STARLIGHT,1,switch,3,40000,0,24.8303,0,0,0,909.28,0,0
282,egress,2,STARLIGHT,1,switch,3,40000,0,24.8303,0,0,0,909.28,0,0
282,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,24.8303,0,0,0,909.28,0,0
282,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,24.8303,0,0,0,909.28,0,0
283,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,24.8303,0,0,0,909.28,0,0
283,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,0,0,0,0,909.28,0,0
283,egress,2,STARLIGHT,1,switch,3,40000,0,24.8303,0,0,0,909.28,0,0
284,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,49.6606,0,0,0,909.28,0,0
284,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,24.8303,0,0,0,909.28,0,0
285,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,0,0,0,0,909.28,0,0
285,egress,2,STARLIGHT,1,switch,3,40000,0,49.6606,0,0,0,909.28,0,0
286,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,49.6606,0,0,0,909.28,0,0
286,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,49.6606,0,0,0,909.28,0,0
287,egress,2,STARLIGHT,1,switch,3,40000,0,49.6606,0,0,0,909.28,0,0
287,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,31.2056,0,0,0,909.28,0,0
288,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,49.6606,0,0,0,909.28,0,0
288,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,0,0,0,0,909.28,0,0
288,egress,2,STARLIGHT,1,switch,3,40000,0,31.2056,0,0,0,909.28,0,0
289,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,62.4112,0,0,0,909.28,0,0
289,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,31.2056,0,0,0,909.28,0,0
290,egress,2,STARLIGHT,1,switch,3,40000,0,62.4112,0,0,0,909.28,0,0
290,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,31.2056,0,0,0,909.28,0,0
291,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,31.2056,0,0,0,909.28,0,0
291,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,62.4112,0,0,0,909.28,0,0
291,egress,2,STARLIGHT,1,switch,3,40000,0,31.2056,0,0,0,909.28,0,0
292,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,31.2056,0,0,0,909.28,0,0
292,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,31.2056,0,0,0,909.28,0,0
292,egress,2,STARLIGHT,1,switch,3,40000,0,31.2056,0,0,0,909.28,0,0
293,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,0,0,0,0,909.28,0,0
293,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,31.2056,0,0,0,909.28,0,0
293,egress,2,STARLIGHT,1,switch,3,40000,0,31.2056,0,0,0,909.28,0,0
294,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,31.2056,0,0,0,909.28,0,0
294,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,62.4112,0,0,0,909.28,0,0
295,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,0,0,0,0,909.28,0,0
295,egress,2,STARLIGHT,1,switch,3,40000,0,62.4112,0,0,0,909.28,0,0
296,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,62.4112,0,0,0,909.28,0,0
296,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,62.4112,0,0,0,909.28,0,0
297,egress,2,STARLIGHT,1,switch,3,40000,0,62.4112,0,0,0,909.28,0,0
297,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,24.9981,0,0,0,909.28,0,0
298,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,62.4112,0,0,0,909.28,0,0
298,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,0,0,0,0,909.28,0,0
298,egress,2,STARLIGHT,1,switch,3,40000,0,24.9981,0,0,0,909.28,0,0
299,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,24.9981,0,0,0,909.28,0,0
299,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,49.9961,0,0,0,909.28,0,0
300,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,0,0,0,0,909.28,0,0
300,egress,2,STARLIGHT,1,switch,3,40000,0,49.9961,0,0,0,909.28,0,0
301,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,49.9961,0,0,0,909.28,0,0
301,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,49.9961,0,0,0,909.28,0,0
302,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,24.9981,0,0,0,909.28,0,0
302,egress,2,STARLIGHT,1,switch,3,40000,0,49.9961,0,0,0,909.28,0,0
303,egress,2,STARLIGHT,1,switch,3,40000,0,24.9981,0,0,0,909.28,0,0
303,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,49.9961,0,0,0,909.28,0,0
303,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,24.9981,0,0,0,909.28,0,0
304,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,24.9981,0,0,0,909.28,0,0
304,egress,2,STARLIGHT,1,switch,3,40000,0,24.9981,0,0,0,909.28,0,0
304,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,24.9981,0,0,0,909.28,0,0
305,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,24.9981,0,0,0,909.28,0,0
305,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,0,0,0,0,909.28,0,0
305,egress,2,STARLIGHT,1,switch,3,40000,0,24.9981,0,0,0,909.28,0,0
306,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,24.9981,0,0,0,909.28,0,0
306,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,49.9961,0,0,0,909.28,0,0
307,egress,2,STARLIGHT,1,switch,3,40000,0,49.9961,0,0,0,909.28,0,0
307,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,31.0378,0,0,0,909.28,0,0
308,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,49.9961,0,0,0,909.28,0,0
308,egress,2,STARLIGHT,1,switch,3,40000,0,31.0378,0,0,0,909.28,0,0
308,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,0,0,0,0,909.28,0,0
309,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,31.0378,0,0,0,909.28,0,0
309,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,62.0757,0,0,0,909.28,0,0
310,egress,2,STARLIGHT,1,switch,3,40000,0,62.0757,0,0,0,909.28,0,0
310,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,31.0378,0,0,0,909.28,0,0
311,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,62.0757,0,0,0,909.28,0,0
311,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,31.0378,0,0,0,909.28,0,0
311,egress,2,STARLIGHT,1,switch,3,40000,0,31.0378,0,0,0,909.28,0,0
312,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,31.0378,0,0,0,909.28,0,0
312,egress,2,STARLIGHT,1,switch,3,40000,0,31.0378,0,0,0,909.28,0,0
312,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,31.0378,0,0,0,909.28,0,0
313,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,31.0378,0,0,0,909.28,0,0
313,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,0,0,0,0,909.28,0,0
313,egress,2,STARLIGHT,1,switch,3,40000,0,31.0378,0,0,0,909.28,0,0
314,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,31.0378,0,0,0,909.28,0,0
314,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,31.0378,0,0,0,909.28,0,0
315,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,31.0378,0,0,0,909.28,0,0
315,egress,2,STARLIGHT,1,switch,3,40000,0,31.0378,0,0,0,909.28,0,0
316,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,31.0378,0,0,0,909.28,0,0
316,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,31.0378,0,0,0,909.28,0,0
316,egress,2,STARLIGHT,1,switch,3,40000,0,31.0378,0,0,0,909.28,0,0
317,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,56.2037,0,0,0,909.28,0,0
317,egress,2,STARLIGHT,1,switch,3,40000,0,31.0378,0,0,0,909.28,0,0
317,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,31.0378,0,0,0,909.28,0,0
318,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,31.0378,0,0,0,909.28,0,0
318,egress,2,STARLIGHT,1,switch,3,40000,0,56.2037,0,0,0,909.28,0,0
318,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,0,0,0,0,909.28,0,0
319,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,25.1658,0,0,0,909.28,0,0
319,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,56.2037,0,0,0,909.28,0,0
320,egress,2,STARLIGHT,1,switch,3,40000,0,25.1658,0,0,0,909.28,0,0
320,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,25.1658,0,0,0,909.28,0,0
321,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,25.1658,0,0,0,909.28,0,0
321,egress,2,STARLIGHT,1,switch,3,40000,0,25.1658,0,0,0,909.28,0,0
321,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,25.1658,0,0,0,909.28,0,0
322,egress,2,STARLIGHT,1,switch,3,40000,0,25.1658,0,0,0,909.28,0,0
322,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,25.1658,0,0,0,909.28,0,0
322,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,50.3316,0,0,0,909.28,0,0
323,egress,2,STARLIGHT,1,switch,3,40000,0,50.3316,0,0,0,909.28,0,0
323,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,25.1658,0,0,0,909.28,0,0
323,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,25.1658,0,0,0,909.28,0,0
324,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,0,0,0,0,909.28,0,0
324,egress,2,STARLIGHT,1,switch,3,40000,0,25.1658,0,0,0,909.28,0,0
324,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,50.3316,0,0,0,909.28,0,0
325,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,25.1658,0,0,0,909.28,0,0
325,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,50.3316,0,0,0,909.28,0,0
326,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,25.1658,0,0,0,909.28,0,0
326,egress,2,STARLIGHT,1,switch,3,40000,0,50.3316,0,0,0,909.28,0,0
327,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,0,0,0,0,909.28,0,0
327,egress,2,STARLIGHT,1,switch,3,40000,0,25.1658,0,0,0,909.28,0,0
327,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,50.3316,0,0,0,909.28,0,0
328,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,31.4573,0,0,0,909.28,0,0
328,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,25.1658,0,0,0,909.28,0,0
329,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,31.4573,0,0,0,909.28,0,0
329,egress,2,STARLIGHT,1,switch,3,40000,0,31.4573,0,0,0,909.28,0,0
330,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,31.4573,0,0,0,909.28,0,0
330,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,31.4573,0,0,0,909.28,0,0
330,egress,2,STARLIGHT,1,switch,3,40000,0,31.4573,0,0,0,909.28,0,0
331,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,31.4573,0,0,0,909.28,0,0
331,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,31.4573,0,0,0,909.28,0,0
331,egress,2,STARLIGHT,1,switch,3,40000,0,31.4573,0,0,0,909.28,0,0
332,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,31.4573,0,0,0,909.28,0,0
332,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,31.4573,0,0,0,909.28,0,0
332,egress,2,STARLIGHT,1,switch,3,40000,0,31.4573,0,0,0,909.28,0,0
333,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,31.4573,0,0,0,909.28,0,0
333,egress,2,STARLIGHT,1,switch,3,40000,0,31.4573,0,0,0,909.28,0,0
333,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,31.4573,0,0,0,909.28,0,0
334,egress,2,STARLIGHT,1,switch,3,40000,0,31.4573,0,0,0,909.28,0,0
334,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,31.4573,0,0,0,909.28,0,0
334,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,31.4573,0,0,0,909.28,0,0
335,egress,2,STARLIGHT,1,switch,3,40000,0,31.4573,0,0,0,909.28,0,0
335,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,31.4573,0,0,0,909.28,0,0
335,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,31.4573,0,0,0,909.28,0,0
336,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,31.4573,0,0,0,909.28,0,0
336,egress,2,STARLIGHT,1,switch,3,40000,0,31.4573,0,0,0,909.28,0,0
336,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,31.4573,0,0,0,909.28,0,0
337,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,31.4573,0,0,0,909.28,0,0
337,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,31.4573,0,0,0,909.28,0,0
337,egress,2,STARLIGHT,1,switch,3,40000,0,31.4573,0,0,0,909.28,0,0
338,egress,2,STARLIGHT,1,switch,3,40000,0,31.4573,0,0,0,909.28,0,0
338,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,24.7464,0,0,0,909.28,0,0
338,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,31.4573,0,0,0,909.28,0,0
339,egress,2,STARLIGHT,1,switch,3,40000,0,24.7464,0,0,0,909.28,0,0
339,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,31.4573,0,0,0,909.28,0,0
339,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,24.7464,0,0,0,909.28,0,0
340,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,24.7464,0,0,0,909.28,0,0
340,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,24.7464,0,0,0,909.28,0,0
340,egress,2,STARLIGHT,1,switch,3,40000,0,24.7464,0,0,0,909.28,0,0
341,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,24.7464,0,0,0,909.28,0,0
341,egress,2,STARLIGHT,1,switch,3,40000,0,24.7464,0,0,0,909.28,0,0
341,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,24.7464,0,0,0,909.28,0,0
342,egress,2,STARLIGHT,1,switch,3,40000,0,24.7464,0,0,0,909.28,0,0
342,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,24.7464,0,0,0,909.28,0,0
342,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,49.4928,0,0,0,909.28,0,0
343,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,24.7464,0,0,0,909.28,0,0
343,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,24.7464,0,0,0,909.28,0,0
343,egress,2,STARLIGHT,1,switch,3,40000,0,49.4928,0,0,0,909.28,0,0
344,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,49.4928,0,0,0,909.28,0,0
344,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,0,0,0,0,909.28,0,0
344,egress,2,STARLIGHT,1,switch,3,40000,0,24.7464,0,0,0,909.28,0,0
345,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,24.7464,0,0,0,909.28,0,0
345,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,49.4928,0,0,0,909.28,0,0
346,egress,2,STARLIGHT,1,switch,3,40000,0,49.4928,0,0,0,909.28,0,0
346,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,24.7464,0,0,0,909.28,0,0
347,egress,2,STARLIGHT,1,switch,3,40000,0,24.7464,0,0,0,909.28,0,0
347,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,30.8701,0,0,0,909.28,0,0
347,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,49.4928,0,0,0,909.28,0,0
348,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,0,0,0,0,909.28,0,0
348,egress,2,STARLIGHT,1,switch,3,40000,0,30.8701,0,0,0,909.28,0,0
348,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,24.7464,0,0,0,909.28,0,0
349,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,30.8701,0,0,0,909.28,0,0
349,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,30.8701,0,0,0,909.28,0,0
350,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,30.8701,0,0,0,909.28,0,0
350,egress,2,STARLIGHT,1,switch,3,40000,0,30.8701,0,0,0,909.28,0,0
351,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,30.8701,0,0,0,909.28,0,0
351,egress,2,STARLIGHT,1,switch,3,40000,0,30.8701,0,0,0,909.28,0,0
351,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,61.7402,0,0,0,909.28,0,0
352,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,0,0,0,0,909.28,0,0
352,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,30.8701,0,0,0,909.28,0,0
352,egress,2,STARLIGHT,1,switch,3,40000,0,61.7402,0,0,0,909.28,0,0
353,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,61.7402,0,0,0,909.28,0,0
353,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,30.8701,0,0,0,909.28,0,0
354,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,30.8701,0,0,0,909.28,0,0
354,egress,2,STARLIGHT,1,switch,3,40000,0,30.8701,0,0,0,909.28,0,0
355,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,30.8701,0,0,0,909.28,0,0
355,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,61.7402,0,0,0,909.28,0,0
355,egress,2,STARLIGHT,1,switch,3,40000,0,30.8701,0,0,0,909.28,0,0
356,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,30.8701,0,0,0,909.28,0,0
356,egress,2,STARLIGHT,1,switch,3,40000,0,61.7402,0,0,0,909.28,0,0
356,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,30.8701,0,0,0,909.28,0,0
357,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,61.7402,0,0,0,909.28,0,0
357,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,24.7464,0,0,0,909.28,0,0
357,egress,2,STARLIGHT,1,switch,3,40000,0,30.8701,0,0,0,909.28,0,0
358,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,30.8701,0,0,0,909.28,0,0
358,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,0,0,0,0,909.28,0,0
358,egress,2,STARLIGHT,1,switch,3,40000,0,24.7464,0,0,0,909.28,0,0
359,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,24.7464,0,0,0,909.28,0,0
359,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,24.7464,0,0,0,909.28,0,0
360,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,49.4928,0,0,0,909.28,0,0
360,egress,2,STARLIGHT,1,switch,3,40000,0,24.7464,0,0,0,909.28,0,0
361,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,0,0,0,0,909.28,0,0
361,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,24.7464,0,0,0,909.28,0,0
361,egress,2,STARLIGHT,1,switch,3,40000,0,49.4928,0,0,0,909.28,0,0
362,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,49.4928,0,0,0,909.28,0,0
362,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,49.4928,0,0,0,909.28,0,0
363,egress,2,STARLIGHT,1,switch,3,40000,0,49.4928,0,0,0,909.28,0,0
363,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,0,0,0,0,909.28,0,0
364,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,49.4928,0,0,0,909.28,0,0
364,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,24.7464,0,0,0,909.28,0,0
365,egress,2,STARLIGHT,1,switch,3,40000,0,24.7464,0,0,0,909.28,0,0
365,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,24.7464,0,0,0,909.28,0,0
366,egress,2,STARLIGHT,1,switch,3,40000,0,24.7464,0,0,0,909.28,0,0
366,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,24.7464,0,0,0,909.28,0,0
366,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,24.7464,0,0,0,909.28,0,0
367,egress,2,STARLIGHT,1,switch,3,40000,0,24.7464,0,0,0,909.28,0,0
367,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,24.7464,0,0,0,909.28,0,0
367,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,55.7842,0,0,0,909.28,0,0
368,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,24.7464,0,0,0,909.28,0,0
368,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,31.0378,0,0,0,909.28,0,0
368,egress,2,STARLIGHT,1,switch,3,40000,0,55.7842,0,0,0,909.28,0,0
369,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,0,0,0,0,909.28,0,0
369,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,55.7842,0,0,0,909.28,0,0
369,egress,2,STARLIGHT,1,switch,3,40000,0,31.0378,0,0,0,909.28,0,0
370,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,62.0757,0,0,0,909.28,0,0
370,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,31.0378,0,0,0,909.28,0,0
371,egress,2,STARLIGHT,1,switch,3,40000,0,62.0757,0,0,0,909.28,0,0
371,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,0,0,0,0,909.28,0,0
372,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,62.0757,0,0,0,909.28,0,0
372,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,31.0378,0,0,0,909.28,0,0
373,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,31.0378,0,0,0,909.28,0,0
373,egress,2,STARLIGHT,1,switch,3,40000,0,31.0378,0,0,0,909.28,0,0
374,egress,2,STARLIGHT,1,switch,3,40000,0,31.0378,0,0,0,909.28,0,0
374,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,31.0378,0,0,0,909.28,0,0
374,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,31.0378,0,0,0,909.28,0,0
375,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,31.0378,0,0,0,909.28,0,0
375,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,62.0757,0,0,0,909.28,0,0
375,egress,2,STARLIGHT,1,switch,3,40000,0,31.0378,0,0,0,909.28,0,0
376,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,31.0378,0,0,0,909.28,0,0
376,egress,2,STARLIGHT,1,switch,3,40000,0,62.0757,0,0,0,909.28,0,0
376,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,31.0378,0,0,0,909.28,0,0
377,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,62.0757,0,0,0,909.28,0,0
377,egress,2,STARLIGHT,1,switch,3,40000,0,31.0378,0,0,0,909.28,0,0
377,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,24.7464,0,0,0,909.28,0,0
378,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,0,0,0,0,909.28,0,0
378,egress,2,STARLIGHT,1,switch,3,40000,0,24.7464,0,0,0,909.28,0,0
378,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,31.0378,0,0,0,909.28,0,0
379,egress,3,LBNL_VLAN3001,2,terminal,7,20000,0,24.7464,0,0,0,909.28,0,0
379,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,24.7464,0,0,0,909.28,0,0
380,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,24.7464,0,0,0,909.28,0,0
380,egress,2,STARLIGHT,1,switch,3,40000,0,24.7464,0,0,0,909.28,0,0
381,egress,1,LBNL_VLAN3002,0,switch,2,40000,0,24.7464,0,0,0,909.28,0,0
