flow_id,flow_label,start_seconds,end_seconds,received_gbit
5001,LBNL1->LBNL2 vlan4012,0.00,1.00,31.009663877
5001,LBNL1->LBNL2 vlan4012,1.00,2.00,31.267361915
5001,LBNL1->LBNL2 vlan4012,2.00,3.00,30.923764531
5001,LBNL1->LBNL2 vlan4012,3.00,4.00,30.494267802
5001,LBNL1->LBNL2 vlan4012,4.00,5.00,29.978871726
5001,LBNL1->LBNL2 vlan4012,5.00,6.00,29.549374996
5001,LBNL1->LBNL2 vlan4012,6.00,7.00,29.463475651
5001,LBNL1->LBNL2 vlan4012,7.00,8.00,29.463475651
5001,LBNL1->LBNL2 vlan4012,8.00,9.00,29.291676959
5001,LBNL1->LBNL2 vlan4012,9.00,10.00,29.291676959
5001,LBNL1->LBNL2 vlan4012,10.00,11.00,29.291676959
5001,LBNL1->LBNL2 vlan4012,11.00,12.00,28.432683500
5001,LBNL1->LBNL2 vlan4012,12.00,13.00,28.089086116
5001,LBNL1->LBNL2 vlan4012,13.00,14.00,28.346784154
5001,LBNL1->LBNL2 vlan4012,14.00,15.00,28.260884808
5001,LBNL1->LBNL2 vlan4012,15.00,16.00,28.346784154
5001,LBNL1->LBNL2 vlan4012,16.00,17.00,28.432683500
5001,LBNL1->LBNL2 vlan4012,17.00,18.00,28.518582845
5001,LBNL1->LBNL2 vlan4012,18.00,19.00,28.604482191
5001,LBNL1->LBNL2 vlan4012,19.00,20.00,28.604482191
5001,LBNL1->LBNL2 vlan4012,20.00,21.00,28.518582845
5001,LBNL1->LBNL2 vlan4012,21.00,22.00,28.604482191
5001,LBNL1->LBNL2 vlan4012,22.00,23.00,28.346784154
5001,LBNL1->LBNL2 vlan4012,23.00,24.00,28.346784154
5001,LBNL1->LBNL2 vlan4012,24.00,25.00,28.432683500
5001,LBNL1->LBNL2 vlan4012,25.00,26.00,28.346784154
5001,LBNL1->LBNL2 vlan4012,26.00,27.00,28.260884808
5001,LBNL1->LBNL2 vlan4012,27.00,28.00,28.260884808
5001,LBNL1->LBNL2 vlan4012,28.00,29.00,28.260884808
5001,LBNL1->LBNL2 vlan4012,29.00,30.00,28.346784154
5001,LBNL1->LBNL2 vlan4012,30.00,31.00,28.346784154
5001,LBNL1->LBNL2 vlan4012,31.00,32.00,27.745488732
5001,LBNL1->LBNL2 vlan4012,32.00,33.00,28.089086116
5001,LBNL1->LBNL2 vlan4012,33.00,34.00,28.003186770
5001,LBNL1->LBNL2 vlan4012,34.00,35.00,28.346784154
5001,LBNL1->LBNL2 vlan4012,35.00,36.00,28.003186770
5001,LBNL1->LBNL2 vlan4012,36.00,37.00,28.089086116
5001,LBNL1->LBNL2 vlan4012,37.00,38.00,28.089086116
5001,LBNL1->LBNL2 vlan4012,38.00,39.00,28.174985462
5001,LBNL1->LBNL2 vlan4012,39.00,40.00,28.260884808
5001,LBNL1->LBNL2 vlan4012,40.00,41.00,28.003186770
5001,LBNL1->LBNL2 vlan4012,41.00,42.00,27.831388078
5001,LBNL1->LBNL2 vlan4012,42.00,43.00,27.831388078
5001,LBNL1->LBNL2 vlan4012,43.00,44.00,27.917287424
5001,LBNL1->LBNL2 vlan4012,44.00,45.00,28.089086116
5001,LBNL1->LBNL2 vlan4012,45.00,46.00,28.089086116
5001,LBNL1->LBNL2 vlan4012,46.00,47.00,28.089086116
5001,LBNL1->LBNL2 vlan4012,47.00,48.00,28.089086116
5001,LBNL1->LBNL2 vlan4012,48.00,49.00,28.089086116
5001,LBNL1->LBNL2 vlan4012,49.00,50.00,28.089086116
5001,LBNL1->LBNL2 vlan4012,50.00,51.00,27.745488732
5001,LBNL1->LBNL2 vlan4012,51.00,52.00,27.745488732
5001,LBNL1->LBNL2 vlan4012,52.00,53.00,27.745488732
5001,LBNL1->LBNL2 vlan4012,53.00,54.00,27.573690040
5001,LBNL1->LBNL2 vlan4012,54.00,55.00,27.745488732
5001,LBNL1->LBNL2 vlan4012,55.00,56.00,27.745488732
5001,LBNL1->LBNL2 vlan4012,56.00,57.00,27.917287424
5001,LBNL1->LBNL2 vlan4012,57.00,58.00,28.003186770
5001,LBNL1->LBNL2 vlan4012,58.00,59.00,28.003186770
5001,LBNL1->LBNL2 vlan4012,59.00,60.00,28.003186770
5001,LBNL1->LBNL2 vlan4012,60.00,61.00,27.745488732
5001,LBNL1->LBNL2 vlan4012,61.00,62.00,27.573690040
5002,STAR1->STAR2 vlan4012,61.00,62.00,20.701742367
5001,LBNL1->LBNL2 vlan4012,62.00,63.00,27.745488732
5002,STAR1->STAR2 vlan4012,62.00,63.00,20.529943675
5001,LBNL1->LBNL2 vlan4012,63.00,64.00,27.573690040
5002,STAR1->STAR2 vlan4012,63.00,64.00,20.873541059
5001,LBNL1->LBNL2 vlan4012,64.00,65.00,27.573690040
5002,STAR1->STAR2 vlan4012,64.00,65.00,20.701742367
5001,LBNL1->LBNL2 vlan4012,65.00,66.00,27.659589386
5002,STAR1->STAR2 vlan4012,65.00,66.00,20.787641713
5001,LBNL1->LBNL2 vlan4012,66.00,67.00,27.659589386
5002,STAR1->STAR2 vlan4012,66.00,67.00,20.873541059
5001,LBNL1->LBNL2 vlan4012,67.00,68.00,27.831388078
5002,STAR1->STAR2 vlan4012,67.00,68.00,20.701742367
5001,LBNL1->LBNL2 vlan4012,68.00,69.00,27.745488732
5002,STAR1->STAR2 vlan4012,68.00,69.00,20.873541059
5001,LBNL1->LBNL2 vlan4012,69.00,70.00,27.831388078
5002,STAR1->STAR2 vlan4012,69.00,70.00,21.045339750
5001,LBNL1->LBNL2 vlan4012,70.00,71.00,27.659589386
5002,STAR1->STAR2 vlan4012,70.00,71.00,20.701742367
5001,LBNL1->LBNL2 vlan4012,71.00,72.00,27.659589386
5002,STAR1->STAR2 vlan4012,71.00,72.00,21.303037788
5001,LBNL1->LBNL2 vlan4012,72.00,73.00,27.573690040
5002,STAR1->STAR2 vlan4012,72.00,73.00,20.959440404
5001,LBNL1->LBNL2 vlan4012,73.00,74.00,27.487790694
5002,STAR1->STAR2 vlan4012,73.00,74.00,20.873541059
5001,LBNL1->LBNL2 vlan4012,74.00,75.00,27.659589386
5002,STAR1->STAR2 vlan4012,74.00,75.00,21.045339750
5001,LBNL1->LBNL2 vlan4012,75.00,76.00,27.745488732
5002,STAR1->STAR2 vlan4012,75.00,76.00,20.701742367
5001,LBNL1->LBNL2 vlan4012,76.00,77.00,27.745488732
5002,STAR1->STAR2 vlan4012,76.00,77.00,20.701742367
5001,LBNL1->LBNL2 vlan4012,77.00,78.00,28.346784154
5002,STAR1->STAR2 vlan4012,77.00,78.00,21.131239096
5001,LBNL1->LBNL2 vlan4012,78.00,79.00,27.745488732
5002,STAR1->STAR2 vlan4012,78.00,79.00,20.787641713
5001,LBNL1->LBNL2 vlan4012,79.00,80.00,27.573690040
5002,STAR1->STAR2 vlan4012,79.00,80.00,20.787641713
5001,LBNL1->LBNL2 vlan4012,80.00,81.00,27.487790694
5002,STAR1->STAR2 vlan4012,80.00,81.00,21.131239096
5001,LBNL1->LBNL2 vlan4012,81.00,82.00,27.487790694
5002,STAR1->STAR2 vlan4012,81.00,82.00,20.959440404
5001,LBNL1->LBNL2 vlan4012,82.00,83.00,27.487790694
5002,STAR1->STAR2 vlan4012,82.00,83.00,20.959440404
5001,LBNL1->LBNL2 vlan4012,83.00,84.00,27.659589386
5002,STAR1->STAR2 vlan4012,83.00,84.00,20.529943675
5001,LBNL1->LBNL2 vlan4012,84.00,85.00,27.659589386
5002,STAR1->STAR2 vlan4012,84.00,85.00,20.959440404
5001,LBNL1->LBNL2 vlan4012,85.00,86.00,27.745488732
5002,STAR1->STAR2 vlan4012,85.00,86.00,20.959440404
5001,LBNL1->LBNL2 vlan4012,86.00,87.00,27.745488732
5002,STAR1->STAR2 vlan4012,86.00,87.00,20.873541059
5001,LBNL1->LBNL2 vlan4012,87.00,88.00,27.831388078
5002,STAR1->STAR2 vlan4012,87.00,88.00,20.873541059
5001,LBNL1->LBNL2 vlan4012,88.00,89.00,27.917287424
5002,STAR1->STAR2 vlan4012,88.00,89.00,20.701742367
5001,LBNL1->LBNL2 vlan4012,89.00,90.00,27.831388078
5002,STAR1->STAR2 vlan4012,89.00,90.00,20.873541059
5001,LBNL1->LBNL2 vlan4012,90.00,91.00,28.174985462
5002,STAR1->STAR2 vlan4012,90.00,91.00,21.045339750
5001,LBNL1->LBNL2 vlan4012,91.00,92.00,27.487790694
5002,STAR1->STAR2 vlan4012,91.00,92.00,20.615843021
5001,LBNL1->LBNL2 vlan4012,92.00,93.00,27.573690040
5002,STAR1->STAR2 vlan4012,92.00,93.00,20.701742367
5001,LBNL1->LBNL2 vlan4012,93.00,94.00,27.573690040
5002,STAR1->STAR2 vlan4012,93.00,94.00,20.100446945
5001,LBNL1->LBNL2 vlan4012,94.00,95.00,27.745488732
5002,STAR1->STAR2 vlan4012,94.00,95.00,20.959440404
5001,LBNL1->LBNL2 vlan4012,95.00,96.00,27.831388078
5002,STAR1->STAR2 vlan4012,95.00,96.00,20.701742367
5001,LBNL1->LBNL2 vlan4012,96.00,97.00,27.831388078
5002,STAR1->STAR2 vlan4012,96.00,97.00,20.787641713
5001,LBNL1->LBNL2 vlan4012,97.00,98.00,28.089086116
5002,STAR1->STAR2 vlan4012,97.00,98.00,21.131239096
5001,LBNL1->LBNL2 vlan4012,98.00,99.00,27.917287424
5002,STAR1->STAR2 vlan4012,98.00,99.00,21.131239096
5001,LBNL1->LBNL2 vlan4012,99.00,100.00,27.831388078
5002,STAR1->STAR2 vlan4012,99.00,100.00,21.045339750
5001,LBNL1->LBNL2 vlan4012,100.00,101.00,28.003186770
5002,STAR1->STAR2 vlan4012,100.00,101.00,20.701742367
5001,LBNL1->LBNL2 vlan4012,101.00,102.00,27.917287424
5002,STAR1->STAR2 vlan4012,101.00,102.00,21.217138442
5001,LBNL1->LBNL2 vlan4012,102.00,103.00,27.831388078
5002,STAR1->STAR2 vlan4012,102.00,103.00,21.303037788
5001,LBNL1->LBNL2 vlan4012,103.00,104.00,27.831388078
5002,STAR1->STAR2 vlan4012,103.00,104.00,20.873541059
5001,LBNL1->LBNL2 vlan4012,104.00,105.00,27.745488732
5002,STAR1->STAR2 vlan4012,104.00,105.00,20.787641713
5001,LBNL1->LBNL2 vlan4012,105.00,106.00,27.745488732
5002,STAR1->STAR2 vlan4012,105.00,106.00,21.131239096
5001,LBNL1->LBNL2 vlan4012,106.00,107.00,27.831388078
5002,STAR1->STAR2 vlan4012,106.00,107.00,20.873541059
5001,LBNL1->LBNL2 vlan4012,107.00,108.00,27.917287424
5002,STAR1->STAR2 vlan4012,107.00,108.00,20.787641713
5001,LBNL1->LBNL2 vlan4012,108.00,109.00,28.003186770
5002,STAR1->STAR2 vlan4012,108.00,109.00,20.701742367
5001,LBNL1->LBNL2 vlan4012,109.00,110.00,27.487790694
5002,STAR1->STAR2 vlan4012,109.00,110.00,20.444044329
5001,LBNL1->LBNL2 vlan4012,110.00,111.00,27.487790694
5002,STAR1->STAR2 vlan4012,110.00,111.00,20.615843021
5001,LBNL1->LBNL2 vlan4012,111.00,112.00,27.144193311
5002,STAR1->STAR2 vlan4012,111.00,112.00,20.873541059
5001,LBNL1->LBNL2 vlan4012,112.00,113.00,27.401891348
5002,STAR1->STAR2 vlan4012,112.00,113.00,20.873541059
5001,LBNL1->LBNL2 vlan4012,113.00,114.00,27.659589386
5002,STAR1->STAR2 vlan4012,113.00,114.00,21.045339750
5001,LBNL1->LBNL2 vlan4012,114.00,115.00,28.003186770
5002,STAR1->STAR2 vlan4012,114.00,115.00,20.529943675
5001,LBNL1->LBNL2 vlan4012,115.00,116.00,28.346784154
5002,STAR1->STAR2 vlan4012,115.00,116.00,20.615843021
5001,LBNL1->LBNL2 vlan4012,116.00,117.00,28.432683500
5002,STAR1->STAR2 vlan4012,116.00,117.00,20.873541059
5001,LBNL1->LBNL2 vlan4012,117.00,118.00,28.518582845
5002,STAR1->STAR2 vlan4012,117.00,118.00,20.959440404
5001,LBNL1->LBNL2 vlan4012,118.00,119.00,28.432683500
5002,STAR1->STAR2 vlan4012,118.00,119.00,20.959440404
5001,LBNL1->LBNL2 vlan4012,119.00,120.00,28.432683500
5002,STAR1->STAR2 vlan4012,119.00,120.00,20.873541059
5001,LBNL1->LBNL2 vlan4012,120.00,121.00,28.432683500
5002,STAR1->STAR2 vlan4012,120.00,121.00,20.529943675
5001,LBNL1->LBNL2 vlan4012,121.00,122.00,28.260884808
5002,STAR1->STAR2 vlan4012,121.00,122.00,20.615843021
5001,LBNL1->LBNL2 vlan4012,122.00,123.00,28.260884808
5002,STAR1->STAR2 vlan4012,122.00,123.00,20.272245637
5001,LBNL1->LBNL2 vlan4012,123.00,124.00,28.346784154
5002,STAR1->STAR2 vlan4012,123.00,124.00,21.045339750
5001,LBNL1->LBNL2 vlan4012,124.00,125.00,28.346784154
5002,STAR1->STAR2 vlan4012,124.00,125.00,21.131239096
5001,LBNL1->LBNL2 vlan4012,125.00,126.00,28.432683500
5002,STAR1->STAR2 vlan4012,125.00,126.00,20.873541059
5001,LBNL1->LBNL2 vlan4012,126.00,127.00,28.604482191
5002,STAR1->STAR2 vlan4012,126.00,127.00,20.959440404
5001,LBNL1->LBNL2 vlan4012,127.00,128.00,29.463475651
5002,STAR1->STAR2 vlan4012,127.00,128.00,20.529943675
5001,LBNL1->LBNL2 vlan4012,128.00,129.00,29.377576305
5002,STAR1->STAR2 vlan4012,128.00,129.00,21.131239096
5001,LBNL1->LBNL2 vlan4012,129.00,130.00,29.549374996
5002,STAR1->STAR2 vlan4012,129.00,130.00,20.959440404
5001,LBNL1->LBNL2 vlan4012,130.00,131.00,29.549374996
5002,STAR1->STAR2 vlan4012,130.00,131.00,20.959440404
5001,LBNL1->LBNL2 vlan4012,131.00,132.00,29.377576305
5002,STAR1->STAR2 vlan4012,131.00,132.00,20.615843021
5001,LBNL1->LBNL2 vlan4012,132.00,133.00,29.377576305
5002,STAR1->STAR2 vlan4012,132.00,133.00,20.787641713
5001,LBNL1->LBNL2 vlan4012,133.00,134.00,29.549374996
5002,STAR1->STAR2 vlan4012,133.00,134.00,21.045339750
5001,LBNL1->LBNL2 vlan4012,134.00,135.00,29.549374996
5002,STAR1->STAR2 vlan4012,134.00,135.00,21.045339750
5001,LBNL1->LBNL2 vlan4012,135.00,136.00,29.549374996
5002,STAR1->STAR2 vlan4012,135.00,136.00,21.045339750
5001,LBNL1->LBNL2 vlan4012,136.00,137.00,29.635274342
5002,STAR1->STAR2 vlan4012,136.00,137.00,20.615843021
5001,LBNL1->LBNL2 vlan4012,137.00,138.00,29.205777613
5002,STAR1->STAR2 vlan4012,137.00,138.00,20.873541059
5001,LBNL1->LBNL2 vlan4012,138.00,139.00,29.377576305
5002,STAR1->STAR2 vlan4012,138.00,139.00,21.045339750
5001,LBNL1->LBNL2 vlan4012,139.00,140.00,29.205777613
5002,STAR1->STAR2 vlan4012,139.00,140.00,21.131239096
5001,LBNL1->LBNL2 vlan4012,140.00,141.00,29.205777613
5002,STAR1->STAR2 vlan4012,140.00,141.00,20.873541059
5001,LBNL1->LBNL2 vlan4012,141.00,142.00,29.291676959
5002,STAR1->STAR2 vlan4012,141.00,142.00,20.701742367
5001,LBNL1->LBNL2 vlan4012,142.00,143.00,29.377576305
5002,STAR1->STAR2 vlan4012,142.00,143.00,20.444044329
5001,LBNL1->LBNL2 vlan4012,143.00,144.00,29.549374996
5002,STAR1->STAR2 vlan4012,143.00,144.00,20.787641713
5001,LBNL1->LBNL2 vlan4012,144.00,145.00,29.549374996
5002,STAR1->STAR2 vlan4012,144.00,145.00,20.615843021
5001,LBNL1->LBNL2 vlan4012,145.00,146.00,29.377576305
5002,STAR1->STAR2 vlan4012,145.00,146.00,20.787641713
5001,LBNL1->LBNL2 vlan4012,146.00,147.00,29.463475651
5002,STAR1->STAR2 vlan4012,146.00,147.00,20.615843021
5001,LBNL1->LBNL2 vlan4012,147.00,148.00,29.463475651
5002,STAR1->STAR2 vlan4012,147.00,148.00,20.701742367
5001,LBNL1->LBNL2 vlan4012,148.00,149.00,29.463475651
5002,STAR1->STAR2 vlan4012,148.00,149.00,20.615843021
5001,LBNL1->LBNL2 vlan4012,149.00,150.00,29.463475651
5002,STAR1->STAR2 vlan4012,149.00,150.00,20.873541059
5001,LBNL1->LBNL2 vlan4012,150.00,151.00,28.690381537
5002,STAR1->STAR2 vlan4012,150.00,151.00,20.873541059
5001,LBNL1->LBNL2 vlan4012,151.00,152.00,29.635274342
5002,STAR1->STAR2 vlan4012,151.00,152.00,21.045339750
5001,LBNL1->LBNL2 vlan4012,152.00,153.00,29.635274342
5002,STAR1->STAR2 vlan4012,152.00,153.00,20.873541059
5001,LBNL1->LBNL2 vlan4012,153.00,154.00,29.721173688
5002,STAR1->STAR2 vlan4012,153.00,154.00,20.873541059
5001,LBNL1->LBNL2 vlan4012,154.00,155.00,29.463475651
5002,STAR1->STAR2 vlan4012,154.00,155.00,20.787641713
5001,LBNL1->LBNL2 vlan4012,155.00,156.00,29.463475651
5002,STAR1->STAR2 vlan4012,155.00,156.00,20.444044329
5001,LBNL1->LBNL2 vlan4012,156.00,157.00,29.377576305
5002,STAR1->STAR2 vlan4012,156.00,157.00,20.358144983
5001,LBNL1->LBNL2 vlan4012,157.00,158.00,29.291676959
5002,STAR1->STAR2 vlan4012,157.00,158.00,20.615843021
5001,LBNL1->LBNL2 vlan4012,158.00,159.00,29.377576305
5002,STAR1->STAR2 vlan4012,158.00,159.00,20.787641713
5001,LBNL1->LBNL2 vlan4012,159.00,160.00,29.377576305
